Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:48 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0110
SUBJECT ID:F16-1
SUBJECT MASS:22.5 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 3 ,011001,3/14/2022,3/14/2022 7:07:03 AM ,3/14/2022 7:07:31 AM , 28 ,0.14,0.14,g,
 2 , 29 ,011001,3/14/2022,3/14/2022 9:35:20 AM ,3/14/2022 9:35:28 AM , 8 ,0.07,0.21,g,
 3 , 55 ,011001,3/14/2022,3/14/2022 12:01:06 PM ,3/14/2022 12:04:17 PM , 191 ,0.04,0.25,g,
 4 , 74 ,011001,3/14/2022,3/14/2022 1:47:23 PM ,3/14/2022 1:48:17 PM , 54 ,0.07,0.33,g,
 5 , 79 ,011001,3/14/2022,3/14/2022 2:18:01 PM ,3/14/2022 2:18:03 PM , 2 ,0.09,0.41,g,
 6 , 87 ,011001,3/14/2022,3/14/2022 3:05:15 PM ,3/14/2022 3:05:21 PM , 6 ,0.19,0.60,g,
 7 , 137 ,011001,3/14/2022,3/14/2022 7:37:14 PM ,3/14/2022 7:45:36 PM , 502 ,0.17,0.77,g,
 8 , 151 ,011001,3/14/2022,3/14/2022 9:05:04 PM ,3/14/2022 9:05:10 PM , 6 ,0.08,0.85,g,
 9 , 154 ,011001,3/14/2022,3/14/2022 9:15:57 PM ,3/14/2022 9:22:27 PM , 390 ,0.10,0.96,g,
 10 , 162 ,011001,3/14/2022,3/14/2022 9:57:08 PM ,3/14/2022 10:07:22 PM , 614 ,0.29,1.25,g,
 11 , 173 ,011001,3/14/2022,3/14/2022 11:09:29 PM ,3/14/2022 11:11:15 PM , 106 ,0.21,1.46,g,
 12 , 174 ,011001,3/14/2022,3/14/2022 11:16:44 PM ,3/14/2022 11:18:53 PM , 129 ,0.05,1.51,g,
 13 , 183 ,011001,3/15/2022,3/15/2022 12:01:01 AM ,3/15/2022 12:08:34 AM , 453 ,0.18,1.69,g,
 14 , 183 ,011001,3/15/2022,3/15/2022 12:10:34 AM ,3/15/2022 12:10:40 AM , 6 ,0.04,1.73,g,
 15 , 191 ,011001,3/15/2022,3/15/2022 12:47:16 AM ,3/15/2022 12:51:47 AM , 271 ,0.35,2.08,g,
 16 , 192 ,011001,3/15/2022,3/15/2022 12:58:21 AM ,3/15/2022 1:00:15 AM , 114 ,0.04,2.12,g,
 17 , 234 ,011001,3/15/2022,3/15/2022 4:56:25 AM ,3/15/2022 4:58:58 AM , 153 ,0.03,2.15,g,
 18 , 244 ,011001,3/15/2022,3/15/2022 5:55:25 AM ,3/15/2022 5:56:29 AM , 64 ,0.05,2.20,g,
