Oxymax Activity CSV File

CSV FILE CREATION:3/15/2022 6:01:44 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.ADTA

GROUP/CAGE:0105
SUBJECT ID:16-3
SUBJECT MASS:30.4 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0105,3/14/2022 6:55:40 AM , 285 , 35 , 103 , 65 , 10 ,
 1 ,0105,3/14/2022 6:56:40 AM , 35 , 0 , 44 , 9 , 0 ,
 1 ,0105,3/14/2022 6:57:40 AM , 8 , 0 , 32 , 5 , 0 ,
 1 ,0105,3/14/2022 6:58:40 AM , 84 , 4 , 77 , 32 , 7 ,
 1 ,0105,3/14/2022 6:59:40 AM , 0 , 0 , 29 , 0 , 0 ,
 2 ,0105,3/14/2022 7:00:40 AM , 151 , 43 , 51 , 24 , 4 ,
 2 ,0105,3/14/2022 7:01:40 AM , 5 , 0 , 26 , 1 , 0 ,
 2 ,0105,3/14/2022 7:02:40 AM , 18 , 0 , 54 , 5 , 0 ,
 2 ,0105,3/14/2022 7:03:40 AM , 81 , 0 , 30 , 2 , 0 ,
 2 ,0105,3/14/2022 7:04:40 AM , 18 , 0 , 66 , 19 , 0 ,
 3 ,0105,3/14/2022 7:05:40 AM , 13 , 0 , 8 , 3 , 0 ,
 3 ,0105,3/14/2022 7:06:40 AM , 15 , 0 , 38 , 2 , 0 ,
 3 ,0105,3/14/2022 7:07:40 AM , 6 , 0 , 40 , 0 , 0 ,
 3 ,0105,3/14/2022 7:08:40 AM , 5 , 0 , 24 , 3 , 1 ,
 3 ,0105,3/14/2022 7:09:40 AM , 7 , 0 , 12 , 4 , 0 ,
 3 ,0105,3/14/2022 7:10:40 AM , 59 , 37 , 46 , 27 , 4 ,
 4 ,0105,3/14/2022 7:11:40 AM , 69 , 4 , 13 , 4 , 0 ,
 4 ,0105,3/14/2022 7:12:40 AM , 86 , 1 , 63 , 18 , 0 ,
 4 ,0105,3/14/2022 7:13:40 AM , 188 , 0 , 38 , 4 , 0 ,
 4 ,0105,3/14/2022 7:14:40 AM , 197 , 18 , 82 , 54 , 4 ,
 4 ,0105,3/14/2022 7:15:40 AM , 29 , 13 , 66 , 41 , 2 ,
 4 ,0105,3/14/2022 7:16:40 AM , 152 , 11 , 58 , 22 , 4 ,
 5 ,0105,3/14/2022 7:17:40 AM , 90 , 41 , 99 , 59 , 0 ,
 5 ,0105,3/14/2022 7:18:40 AM , 71 , 43 , 100 , 56 , 6 ,
 5 ,0105,3/14/2022 7:19:40 AM , 106 , 14 , 74 , 35 , 4 ,
 5 ,0105,3/14/2022 7:20:40 AM , 102 , 17 , 71 , 27 , 0 ,
 5 ,0105,3/14/2022 7:21:40 AM , 92 , 27 , 86 , 33 , 2 ,
 6 ,0105,3/14/2022 7:22:40 AM , 15 , 0 , 42 , 15 , 0 ,
 6 ,0105,3/14/2022 7:23:40 AM , 58 , 19 , 61 , 32 , 1 ,
 6 ,0105,3/14/2022 7:24:40 AM , 157 , 23 , 105 , 21 , 2 ,
 6 ,0105,3/14/2022 7:25:40 AM , 93 , 46 , 189 , 137 , 2 ,
 6 ,0105,3/14/2022 7:26:40 AM , 70 , 7 , 129 , 59 , 0 ,
 6 ,0105,3/14/2022 7:27:40 AM , 160 , 1 , 71 , 5 , 0 ,
 7 ,0105,3/14/2022 7:28:40 AM , 75 , 14 , 61 , 23 , 0 ,
 7 ,0105,3/14/2022 7:29:40 AM , 58 , 24 , 137 , 78 , 7 ,
 7 ,0105,3/14/2022 7:30:40 AM , 32 , 20 , 56 , 24 , 1 ,
 7 ,0105,3/14/2022 7:31:40 AM , 35 , 4 , 19 , 1 , 0 ,
 7 ,0105,3/14/2022 7:32:40 AM , 20 , 1 , 14 , 3 , 0 ,
 7 ,0105,3/14/2022 7:33:40 AM , 1 , 0 , 3 , 0 , 0 ,
 8 ,0105,3/14/2022 7:34:40 AM , 23 , 0 , 1 , 1 , 0 ,
 8 ,0105,3/14/2022 7:35:40 AM , 53 , 0 , 1 , 0 , 0 ,
 8 ,0105,3/14/2022 7:36:40 AM , 34 , 0 , 22 , 3 , 1 ,
 8 ,0105,3/14/2022 7:37:40 AM , 25 , 4 , 39 , 5 , 0 ,
 8 ,0105,3/14/2022 7:38:40 AM , 308 , 26 , 41 , 20 , 0 ,
 9 ,0105,3/14/2022 7:39:40 AM , 13 , 2 , 23 , 7 , 0 ,
 9 ,0105,3/14/2022 7:40:40 AM , 0 , 0 , 0 , 0 , 0 ,
 9 ,0105,3/14/2022 7:41:40 AM , 3 , 0 , 29 , 0 , 0 ,
 9 ,0105,3/14/2022 7:42:40 AM , 150 , 0 , 41 , 3 , 0 ,
 9 ,0105,3/14/2022 7:43:40 AM , 114 , 0 , 26 , 0 , 0 ,
 9 ,0105,3/14/2022 7:44:40 AM , 0 , 0 , 3 , 0 , 0 ,
 10 ,0105,3/14/2022 7:45:40 AM , 64 , 0 , 4 , 1 , 0 ,
 10 ,0105,3/14/2022 7:46:40 AM , 194 , 0 , 34 , 8 , 0 ,
 10 ,0105,3/14/2022 7:47:40 AM , 12 , 1 , 27 , 6 , 0 ,
 10 ,0105,3/14/2022 7:48:40 AM , 1 , 0 , 1 , 0 , 0 ,
 10 ,0105,3/14/2022 7:49:40 AM , 90 , 5 , 31 , 6 , 0 ,
 10 ,0105,3/14/2022 7:50:40 AM , 0 , 0 , 1 , 0 , 0 ,
 11 ,0105,3/14/2022 7:51:40 AM , 232 , 0 , 2 , 0 , 0 ,
 11 ,0105,3/14/2022 7:52:40 AM , 1493 , 0 , 0 , 0 , 0 ,
 11 ,0105,3/14/2022 7:53:40 AM , 15 , 4 , 29 , 14 , 0 ,
 11 ,0105,3/14/2022 7:54:40 AM , 0 , 0 , 0 , 0 , 0 ,
 11 ,0105,3/14/2022 7:55:40 AM , 12 , 4 , 14 , 12 , 0 ,
 12 ,0105,3/14/2022 7:56:40 AM , 3 , 0 , 2 , 0 , 3 ,
 12 ,0105,3/14/2022 7:57:40 AM , 0 , 0 , 4 , 0 , 0 ,
 12 ,0105,3/14/2022 7:58:40 AM , 0 , 0 , 13 , 2 , 2 ,
 12 ,0105,3/14/2022 7:59:40 AM , 31 , 5 , 34 , 26 , 0 ,
 12 ,0105,3/14/2022 8:00:40 AM , 7 , 0 , 5 , 0 , 0 ,
 12 ,0105,3/14/2022 8:01:40 AM , 0 , 0 , 5 , 0 , 0 ,
 13 ,0105,3/14/2022 8:02:40 AM , 0 , 0 , 0 , 0 , 0 ,
 13 ,0105,3/14/2022 8:03:40 AM , 31 , 20 , 24 , 7 , 0 ,
 13 ,0105,3/14/2022 8:04:40 AM , 26 , 17 , 32 , 6 , 0 ,
 13 ,0105,3/14/2022 8:05:40 AM , 78 , 4 , 14 , 7 , 0 ,
 13 ,0105,3/14/2022 8:06:40 AM , 0 , 0 , 4 , 0 , 0 ,
 13 ,0105,3/14/2022 8:07:40 AM , 7 , 1 , 25 , 13 , 0 ,
 14 ,0105,3/14/2022 8:08:40 AM , 7 , 2 , 25 , 14 , 0 ,
 14 ,0105,3/14/2022 8:09:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0105,3/14/2022 8:10:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0105,3/14/2022 8:11:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0105,3/14/2022 8:12:40 AM , 2 , 0 , 1 , 0 , 0 ,
 15 ,0105,3/14/2022 8:13:40 AM , 78 , 26 , 70 , 44 , 0 ,
 15 ,0105,3/14/2022 8:14:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0105,3/14/2022 8:15:40 AM , 1 , 0 , 10 , 0 , 0 ,
 15 ,0105,3/14/2022 8:16:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0105,3/14/2022 8:17:40 AM , 0 , 0 , 2 , 0 , 0 ,
 15 ,0105,3/14/2022 8:18:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0105,3/14/2022 8:19:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0105,3/14/2022 8:20:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0105,3/14/2022 8:21:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0105,3/14/2022 8:22:40 AM , 8 , 0 , 7 , 0 , 0 ,
 16 ,0105,3/14/2022 8:23:40 AM , 26 , 0 , 9 , 0 , 0 ,
 16 ,0105,3/14/2022 8:24:40 AM , 0 , 0 , 1 , 0 , 0 ,
 17 ,0105,3/14/2022 8:25:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0105,3/14/2022 8:26:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0105,3/14/2022 8:27:40 AM , 0 , 0 , 0 , 0 , 0 ,
