Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:53 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0116
SUBJECT ID:F16-4
SUBJECT MASS:20.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,011602,3/14/2022,3/14/2022 7:03:00 AM ,3/14/2022 7:03:32 AM , 32 ,0.04,0.04,g,
 2 , 3 ,011602,3/14/2022,3/14/2022 7:09:02 AM ,3/14/2022 7:09:34 AM , 32 ,0.04,0.08,g,
 3 , 5 ,011602,3/14/2022,3/14/2022 7:17:30 AM ,3/14/2022 7:17:38 AM , 8 ,0.03,0.11,g,
 4 , 6 ,011602,3/14/2022,3/14/2022 7:25:39 AM ,3/14/2022 7:25:42 AM , 3 ,0.07,0.18,g,
 5 , 8 ,011602,3/14/2022,3/14/2022 7:39:06 AM ,3/14/2022 7:39:12 AM , 6 ,0.06,0.24,g,
 6 , 9 ,011602,3/14/2022,3/14/2022 7:42:31 AM ,3/14/2022 7:43:01 AM , 30 ,0.05,0.28,g,
 7 , 10 ,011602,3/14/2022,3/14/2022 7:46:50 AM ,3/14/2022 7:47:00 AM , 10 ,0.05,0.33,g,
 8 , 12 ,011602,3/14/2022,3/14/2022 7:58:55 AM ,3/14/2022 7:59:42 AM , 47 ,0.10,0.43,g,
 9 , 13 ,011602,3/14/2022,3/14/2022 8:05:47 AM ,3/14/2022 8:06:21 AM , 34 ,0.10,0.53,g,
 10 , 16 ,011602,3/14/2022,3/14/2022 8:18:48 AM ,3/14/2022 8:19:30 AM , 42 ,0.06,0.59,g,
 11 , 18 ,011602,3/14/2022,3/14/2022 8:34:48 AM ,3/14/2022 8:35:36 AM , 48 ,0.05,0.65,g,
 12 , 29 ,011602,3/14/2022,3/14/2022 9:38:02 AM ,3/14/2022 9:38:06 AM , 4 ,0.18,0.82,g,
 13 , 38 ,011602,3/14/2022,3/14/2022 10:25:45 AM ,3/14/2022 10:25:51 AM , 6 ,0.08,0.90,g,
 14 , 66 ,011602,3/14/2022,3/14/2022 1:05:06 PM ,3/14/2022 1:05:23 PM , 17 ,0.20,1.10,g,
 15 , 71 ,011602,3/14/2022,3/14/2022 1:35:31 PM ,3/14/2022 1:35:51 PM , 20 ,0.17,1.27,g,
 16 , 73 ,011602,3/14/2022,3/14/2022 1:41:20 PM ,3/14/2022 1:42:58 PM , 98 ,0.06,1.33,g,
 17 , 81 ,011602,3/14/2022,3/14/2022 2:29:34 PM ,3/14/2022 2:29:42 PM , 8 ,0.18,1.51,g,
 18 , 90 ,011602,3/14/2022,3/14/2022 3:22:20 PM ,3/14/2022 3:22:28 PM , 8 ,0.08,1.59,g,
 19 , 100 ,011602,3/14/2022,3/14/2022 4:18:56 PM ,3/14/2022 4:19:14 PM , 18 ,0.14,1.73,g,
 20 , 121 ,011602,3/14/2022,3/14/2022 6:13:04 PM ,3/14/2022 6:14:20 PM , 76 ,0.35,2.08,g,
 21 , 121 ,011602,3/14/2022,3/14/2022 6:18:44 PM ,3/14/2022 6:19:03 PM , 19 ,0.13,2.21,g,
 22 , 125 ,011602,3/14/2022,3/14/2022 6:36:50 PM ,3/14/2022 6:37:00 PM , 10 ,0.05,2.26,g,
 23 , 137 ,011602,3/14/2022,3/14/2022 7:45:00 PM ,3/14/2022 7:45:08 PM , 8 ,0.09,2.36,g,
 24 , 138 ,011602,3/14/2022,3/14/2022 7:55:43 PM ,3/14/2022 7:55:51 PM , 8 ,0.21,2.57,g,
 25 , 143 ,011602,3/14/2022,3/14/2022 8:21:09 PM ,3/14/2022 8:21:53 PM , 44 ,0.15,2.72,g,
 26 , 143 ,011602,3/14/2022,3/14/2022 8:22:35 PM ,3/14/2022 8:22:43 PM , 8 ,0.11,2.83,g,
 27 , 153 ,011602,3/14/2022,3/14/2022 9:19:56 PM ,3/14/2022 9:20:02 PM , 6 ,0.04,2.87,g,
 28 , 154 ,011602,3/14/2022,3/14/2022 9:21:56 PM ,3/14/2022 9:22:04 PM , 8 ,0.10,2.97,g,
 29 , 168 ,011602,3/14/2022,3/14/2022 10:43:08 PM ,3/14/2022 10:44:36 PM , 88 ,0.41,3.38,g,
 30 , 169 ,011602,3/14/2022,3/14/2022 10:50:54 PM ,3/14/2022 10:51:00 PM , 6 ,0.14,3.52,g,
 31 , 173 ,011602,3/14/2022,3/14/2022 11:13:39 PM ,3/14/2022 11:14:02 PM , 23 ,0.15,3.68,g,
 32 , 174 ,011602,3/14/2022,3/14/2022 11:18:53 PM ,3/14/2022 11:19:09 PM , 16 ,0.03,3.71,g,
 33 , 177 ,011602,3/14/2022,3/14/2022 11:34:21 PM ,3/14/2022 11:34:59 PM , 38 ,0.11,3.82,g,
 34 , 182 ,011602,3/15/2022,3/15/2022 12:05:09 AM ,3/15/2022 12:05:29 AM , 20 ,0.04,3.85,g,
 35 , 184 ,011602,3/15/2022,3/15/2022 12:16:26 AM ,3/15/2022 12:16:40 AM , 14 ,0.04,3.89,g,
 36 , 186 ,011602,3/15/2022,3/15/2022 12:25:54 AM ,3/15/2022 12:27:55 AM , 121 ,0.08,3.97,g,
 37 , 188 ,011602,3/15/2022,3/15/2022 12:34:39 AM ,3/15/2022 12:34:52 AM , 13 ,0.07,4.04,g,
 38 , 190 ,011602,3/15/2022,3/15/2022 12:49:31 AM ,3/15/2022 12:49:32 AM , 1 ,0.14,4.19,g,
 39 , 194 ,011602,3/15/2022,3/15/2022 1:08:38 AM ,3/15/2022 1:08:56 AM , 18 ,0.11,4.29,g,
 40 , 195 ,011602,3/15/2022,3/15/2022 1:14:43 AM ,3/15/2022 1:15:51 AM , 68 ,0.06,4.35,g,
 41 , 195 ,011602,3/15/2022,3/15/2022 1:16:17 AM ,3/15/2022 1:16:29 AM , 12 ,0.04,4.39,g,
 42 , 197 ,011602,3/15/2022,3/15/2022 1:29:11 AM ,3/15/2022 1:29:53 AM , 42 ,0.03,4.42,g,
 43 , 198 ,011602,3/15/2022,3/15/2022 1:34:04 AM ,3/15/2022 1:34:14 AM , 10 ,0.07,4.49,g,
 44 , 200 ,011602,3/15/2022,3/15/2022 1:44:59 AM ,3/15/2022 1:45:41 AM , 42 ,0.07,4.56,g,
 45 , 209 ,011602,3/15/2022,3/15/2022 2:33:05 AM ,3/15/2022 2:33:47 AM , 42 ,0.17,4.72,g,
 46 , 214 ,011602,3/15/2022,3/15/2022 3:01:46 AM ,3/15/2022 3:02:14 AM , 28 ,0.13,4.85,g,
 47 , 219 ,011602,3/15/2022,3/15/2022 3:32:18 AM ,3/15/2022 3:33:06 AM , 48 ,0.07,4.92,g,
 48 , 220 ,011602,3/15/2022,3/15/2022 3:39:17 AM ,3/15/2022 3:39:29 AM , 12 ,0.04,4.96,g,
 49 , 230 ,011602,3/15/2022,3/15/2022 4:32:41 AM ,3/15/2022 4:32:43 AM , 2 ,0.11,5.08,g,
 50 , 238 ,011602,3/15/2022,3/15/2022 5:19:54 AM ,3/15/2022 5:19:58 AM , 4 ,0.04,5.12,g,
