Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:47 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0109
SUBJECT ID:F8-1
SUBJECT MASS:18.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,010902,3/14/2022,3/14/2022 6:57:26 AM ,3/14/2022 6:58:20 AM , 54 ,0.10,0.10,g,
 2 , 4 ,010902,3/14/2022,3/14/2022 7:12:28 AM ,3/14/2022 7:12:56 AM , 28 ,0.66,0.77,g,
 3 , 9 ,010902,3/14/2022,3/14/2022 7:38:53 AM ,3/14/2022 7:40:10 AM , 77 ,0.89,1.66,g,
 4 , 41 ,010902,3/14/2022,3/14/2022 10:43:51 AM ,3/14/2022 10:45:06 AM , 75 ,0.52,2.18,g,
 5 , 43 ,010902,3/14/2022,3/14/2022 10:54:44 AM ,3/14/2022 10:55:10 AM , 26 ,0.37,2.55,g,
 6 , 44 ,010902,3/14/2022,3/14/2022 11:02:02 AM ,3/14/2022 11:02:32 AM , 30 ,0.09,2.64,g,
 7 , 64 ,010902,3/14/2022,3/14/2022 12:55:59 PM ,3/14/2022 12:56:09 PM , 10 ,0.18,2.82,g,
 8 , 85 ,010902,3/14/2022,3/14/2022 2:55:04 PM ,3/14/2022 2:55:44 PM , 40 ,0.19,3.01,g,
 9 , 89 ,010902,3/14/2022,3/14/2022 3:13:02 PM ,3/14/2022 3:14:03 PM , 61 ,0.29,3.31,g,
 10 , 114 ,010902,3/14/2022,3/14/2022 5:36:31 PM ,3/14/2022 5:36:51 PM , 20 ,0.06,3.36,g,
 11 , 116 ,010902,3/14/2022,3/14/2022 5:46:26 PM ,3/14/2022 5:46:42 PM , 16 ,0.07,3.43,g,
 12 , 120 ,010902,3/14/2022,3/14/2022 6:10:54 PM ,3/14/2022 6:11:15 PM , 21 ,0.07,3.51,g,
 13 , 130 ,010902,3/14/2022,3/14/2022 7:06:19 PM ,3/14/2022 7:07:17 PM , 58 ,0.36,3.87,g,
 14 , 180 ,010902,3/14/2022,3/14/2022 11:51:18 PM ,3/14/2022 11:51:48 PM , 30 ,0.33,4.20,g,
 15 , 192 ,010902,3/15/2022,3/15/2022 12:58:36 AM ,3/15/2022 12:58:50 AM , 14 ,0.07,4.27,g,
 16 , 197 ,010902,3/15/2022,3/15/2022 1:28:11 AM ,3/15/2022 1:30:06 AM , 115 ,0.04,4.31,g,
 17 , 203 ,010902,3/15/2022,3/15/2022 1:59:16 AM ,3/15/2022 2:00:22 AM , 66 ,0.10,4.40,g,
 18 , 210 ,010902,3/15/2022,3/15/2022 2:41:44 AM ,3/15/2022 2:42:27 AM , 43 ,0.09,4.50,g,
 19 , 213 ,010902,3/15/2022,3/15/2022 2:58:18 AM ,3/15/2022 2:59:31 AM , 73 ,0.54,5.04,g,
 20 , 219 ,010902,3/15/2022,3/15/2022 3:31:16 AM ,3/15/2022 3:31:52 AM , 36 ,0.32,5.35,g,
 21 , 225 ,010902,3/15/2022,3/15/2022 4:05:21 AM ,3/15/2022 4:05:35 AM , 14 ,0.06,5.42,g,
 22 , 227 ,010902,3/15/2022,3/15/2022 4:17:48 AM ,3/15/2022 4:18:30 AM , 42 ,0.37,5.79,g,
