Oxymax Activity CSV File

CSV FILE CREATION:3/15/2022 6:01:42 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.ADTA

GROUP/CAGE:0102
SUBJECT ID:16-1
SUBJECT MASS:29.1 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0102,3/14/2022 6:55:40 AM , 19 , 9 , 110 , 38 , 2 ,
 1 ,0102,3/14/2022 6:56:40 AM , 9 , 2 , 37 , 11 , 2 ,
 1 ,0102,3/14/2022 6:57:40 AM , 6 , 6 , 21 , 6 , 0 ,
 1 ,0102,3/14/2022 6:58:40 AM , 26 , 9 , 84 , 37 , 7 ,
 1 ,0102,3/14/2022 6:59:40 AM , 48 , 25 , 181 , 84 , 8 ,
 2 ,0102,3/14/2022 7:00:40 AM , 38 , 17 , 84 , 33 , 1 ,
 2 ,0102,3/14/2022 7:01:40 AM , 44 , 0 , 76 , 4 , 0 ,
 2 ,0102,3/14/2022 7:02:40 AM , 71 , 2 , 50 , 7 , 0 ,
 2 ,0102,3/14/2022 7:03:40 AM , 43 , 18 , 50 , 36 , 0 ,
 2 ,0102,3/14/2022 7:04:40 AM , 64 , 46 , 84 , 51 , 0 ,
 3 ,0102,3/14/2022 7:05:40 AM , 40 , 2 , 32 , 14 , 0 ,
 3 ,0102,3/14/2022 7:06:40 AM , 43 , 2 , 24 , 11 , 0 ,
 3 ,0102,3/14/2022 7:07:40 AM , 9 , 0 , 61 , 8 , 0 ,
 3 ,0102,3/14/2022 7:08:40 AM , 27 , 1 , 16 , 1 , 0 ,
 3 ,0102,3/14/2022 7:09:40 AM , 0 , 0 , 82 , 0 , 0 ,
 3 ,0102,3/14/2022 7:10:40 AM , 6 , 0 , 18 , 1 , 0 ,
 4 ,0102,3/14/2022 7:11:40 AM , 15 , 4 , 74 , 24 , 0 ,
 4 ,0102,3/14/2022 7:12:40 AM , 2 , 1 , 53 , 1 , 0 ,
 4 ,0102,3/14/2022 7:13:40 AM , 2 , 1 , 20 , 5 , 0 ,
 4 ,0102,3/14/2022 7:14:40 AM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0102,3/14/2022 7:15:40 AM , 12 , 1 , 21 , 10 , 0 ,
 4 ,0102,3/14/2022 7:16:40 AM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,3/14/2022 7:17:40 AM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,3/14/2022 7:18:40 AM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,3/14/2022 7:19:40 AM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,3/14/2022 7:20:40 AM , 0 , 0 , 0 , 0 , 0 ,
 5 ,0102,3/14/2022 7:21:40 AM , 0 , 0 , 0 , 0 , 0 ,
 6 ,0102,3/14/2022 7:22:40 AM , 0 , 0 , 0 , 0 , 0 ,
 6 ,0102,3/14/2022 7:23:40 AM , 2 , 2 , 0 , 0 , 0 ,
 6 ,0102,3/14/2022 7:24:40 AM , 6 , 1 , 38 , 18 , 0 ,
 6 ,0102,3/14/2022 7:25:40 AM , 0 , 0 , 0 , 0 , 0 ,
 6 ,0102,3/14/2022 7:26:40 AM , 0 , 0 , 0 , 0 , 0 ,
 6 ,0102,3/14/2022 7:27:40 AM , 0 , 0 , 0 , 0 , 0 ,
 7 ,0102,3/14/2022 7:28:40 AM , 1 , 0 , 3 , 3 , 0 ,
 7 ,0102,3/14/2022 7:29:40 AM , 0 , 0 , 1 , 0 , 0 ,
 7 ,0102,3/14/2022 7:30:40 AM , 0 , 0 , 0 , 0 , 0 ,
 7 ,0102,3/14/2022 7:31:40 AM , 61 , 0 , 9 , 0 , 0 ,
 7 ,0102,3/14/2022 7:32:40 AM , 0 , 0 , 6 , 0 , 0 ,
 7 ,0102,3/14/2022 7:33:40 AM , 70 , 0 , 0 , 0 , 0 ,
 8 ,0102,3/14/2022 7:34:40 AM , 158 , 0 , 8 , 2 , 0 ,
 8 ,0102,3/14/2022 7:35:40 AM , 0 , 0 , 5 , 4 , 0 ,
 8 ,0102,3/14/2022 7:36:40 AM , 0 , 0 , 1 , 0 , 0 ,
 8 ,0102,3/14/2022 7:37:40 AM , 0 , 0 , 1 , 1 , 0 ,
 8 ,0102,3/14/2022 7:38:40 AM , 0 , 0 , 0 , 0 , 0 ,
 9 ,0102,3/14/2022 7:39:40 AM , 0 , 0 , 2 , 0 , 0 ,
 9 ,0102,3/14/2022 7:40:40 AM , 0 , 0 , 1 , 0 , 0 ,
 9 ,0102,3/14/2022 7:41:40 AM , 292 , 0 , 37 , 0 , 0 ,
 9 ,0102,3/14/2022 7:42:40 AM , 154 , 0 , 103 , 0 , 0 ,
 9 ,0102,3/14/2022 7:43:40 AM , 0 , 0 , 0 , 0 , 0 ,
 9 ,0102,3/14/2022 7:44:40 AM , 0 , 0 , 0 , 0 , 0 ,
 10 ,0102,3/14/2022 7:45:40 AM , 0 , 0 , 0 , 0 , 0 ,
 10 ,0102,3/14/2022 7:46:40 AM , 0 , 0 , 0 , 0 , 0 ,
 10 ,0102,3/14/2022 7:47:40 AM , 0 , 0 , 0 , 0 , 0 ,
 10 ,0102,3/14/2022 7:48:40 AM , 0 , 0 , 1 , 1 , 0 ,
 10 ,0102,3/14/2022 7:49:40 AM , 0 , 0 , 0 , 0 , 0 ,
 10 ,0102,3/14/2022 7:50:40 AM , 0 , 0 , 0 , 0 , 0 ,
 11 ,0102,3/14/2022 7:51:40 AM , 0 , 0 , 0 , 0 , 0 ,
 11 ,0102,3/14/2022 7:52:40 AM , 0 , 0 , 0 , 0 , 0 ,
 11 ,0102,3/14/2022 7:53:40 AM , 0 , 0 , 0 , 0 , 0 ,
 11 ,0102,3/14/2022 7:54:40 AM , 0 , 0 , 0 , 0 , 0 ,
 11 ,0102,3/14/2022 7:55:40 AM , 0 , 0 , 16 , 3 , 0 ,
 12 ,0102,3/14/2022 7:56:40 AM , 0 , 0 , 0 , 0 , 0 ,
 12 ,0102,3/14/2022 7:57:40 AM , 0 , 0 , 0 , 0 , 0 ,
 12 ,0102,3/14/2022 7:58:40 AM , 0 , 0 , 18 , 0 , 0 ,
 12 ,0102,3/14/2022 7:59:40 AM , 0 , 0 , 10 , 0 , 0 ,
 12 ,0102,3/14/2022 8:00:40 AM , 0 , 0 , 0 , 0 , 0 ,
 12 ,0102,3/14/2022 8:01:40 AM , 0 , 0 , 0 , 0 , 0 ,
 13 ,0102,3/14/2022 8:02:40 AM , 0 , 0 , 3 , 1 , 0 ,
 13 ,0102,3/14/2022 8:03:40 AM , 0 , 0 , 9 , 0 , 0 ,
 13 ,0102,3/14/2022 8:04:40 AM , 0 , 0 , 0 , 0 , 0 ,
 13 ,0102,3/14/2022 8:05:40 AM , 0 , 0 , 0 , 0 , 0 ,
 13 ,0102,3/14/2022 8:06:40 AM , 0 , 0 , 0 , 0 , 0 ,
 13 ,0102,3/14/2022 8:07:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0102,3/14/2022 8:08:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0102,3/14/2022 8:09:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0102,3/14/2022 8:10:40 AM , 0 , 0 , 7 , 2 , 0 ,
 14 ,0102,3/14/2022 8:11:40 AM , 0 , 0 , 8 , 2 , 0 ,
 14 ,0102,3/14/2022 8:12:40 AM , 0 , 0 , 48 , 0 , 0 ,
 15 ,0102,3/14/2022 8:13:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0102,3/14/2022 8:14:40 AM , 0 , 0 , 2 , 1 , 0 ,
 15 ,0102,3/14/2022 8:15:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0102,3/14/2022 8:16:40 AM , 0 , 0 , 1 , 1 , 0 ,
 15 ,0102,3/14/2022 8:17:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0102,3/14/2022 8:18:40 AM , 0 , 0 , 1 , 1 , 0 ,
 16 ,0102,3/14/2022 8:19:40 AM , 0 , 0 , 22 , 0 , 0 ,
 16 ,0102,3/14/2022 8:20:40 AM , 0 , 0 , 42 , 0 , 0 ,
 16 ,0102,3/14/2022 8:21:40 AM , 0 , 0 , 7 , 0 , 0 ,
 16 ,0102,3/14/2022 8:22:40 AM , 0 , 0 , 21 , 0 , 0 ,
 16 ,0102,3/14/2022 8:23:40 AM , 0 , 0 , 1 , 0 , 0 ,
 16 ,0102,3/14/2022 8:24:40 AM , 1 , 1 , 38 , 6 , 0 ,
 17 ,0102,3/14/2022 8:25:40 AM , 24 , 2 , 47 , 12 , 0 ,
 17 ,0102,3/14/2022 8:26:40 AM , 19 , 1 , 65 , 29 , 0 ,
 17 ,0102,3/14/2022 8:27:40 AM , 37 , 0 , 14 , 1 , 0 ,
