Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:49 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0111
SUBJECT ID:F8-2
SUBJECT MASS:17.7 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 3 ,011102,3/14/2022,3/14/2022 7:10:07 AM ,3/14/2022 7:10:44 AM , 37 ,0.54,0.54,g,
 2 , 8 ,011102,3/14/2022,3/14/2022 7:35:48 AM ,3/14/2022 7:36:12 AM , 24 ,0.13,0.68,g,
 3 , 8 ,011102,3/14/2022,3/14/2022 7:39:15 AM ,3/14/2022 7:39:27 AM , 12 ,0.05,0.73,g,
 4 , 11 ,011102,3/14/2022,3/14/2022 7:55:35 AM ,3/14/2022 7:56:03 AM , 28 ,0.15,0.88,g,
 5 , 52 ,011102,3/14/2022,3/14/2022 11:47:04 AM ,3/14/2022 11:48:38 AM , 94 ,0.13,1.01,g,
 6 , 83 ,011102,3/14/2022,3/14/2022 2:44:17 PM ,3/14/2022 2:44:21 PM , 4 ,0.12,1.12,g,
 7 , 86 ,011102,3/14/2022,3/14/2022 2:58:33 PM ,3/14/2022 2:58:35 PM , 2 ,0.20,1.33,g,
 8 , 90 ,011102,3/14/2022,3/14/2022 3:21:14 PM ,3/14/2022 3:22:37 PM , 83 ,0.20,1.53,g,
 9 , 94 ,011102,3/14/2022,3/14/2022 3:40:27 PM ,3/14/2022 3:41:36 PM , 69 ,0.32,1.85,g,
 10 , 114 ,011102,3/14/2022,3/14/2022 5:38:07 PM ,3/14/2022 5:39:50 PM , 103 ,0.05,1.90,g,
 11 , 116 ,011102,3/14/2022,3/14/2022 5:47:24 PM ,3/14/2022 5:47:28 PM , 4 ,0.11,2.01,g,
 12 , 119 ,011102,3/14/2022,3/14/2022 6:07:07 PM ,3/14/2022 6:07:45 PM , 38 ,0.14,2.15,g,
 13 , 123 ,011102,3/14/2022,3/14/2022 6:28:51 PM ,3/14/2022 6:28:53 PM , 2 ,0.15,2.31,g,
 14 , 139 ,011102,3/14/2022,3/14/2022 7:56:58 PM ,3/14/2022 7:57:40 PM , 42 ,0.05,2.35,g,
 15 , 139 ,011102,3/14/2022,3/14/2022 7:58:40 PM ,3/14/2022 7:59:27 PM , 47 ,0.09,2.44,g,
 16 , 141 ,011102,3/14/2022,3/14/2022 8:10:13 PM ,3/14/2022 8:10:17 PM , 4 ,0.11,2.55,g,
 17 , 152 ,011102,3/14/2022,3/14/2022 9:13:11 PM ,3/14/2022 9:13:23 PM , 12 ,0.04,2.59,g,
 18 , 154 ,011102,3/14/2022,3/14/2022 9:23:50 PM ,3/14/2022 9:25:44 PM , 114 ,1.43,4.02,g,
 19 , 179 ,011102,3/14/2022,3/14/2022 11:42:00 PM ,3/14/2022 11:42:50 PM , 50 ,0.74,4.76,g,
 20 , 209 ,011102,3/15/2022,3/15/2022 2:28:07 AM ,3/15/2022 2:34:10 AM , 363 ,0.09,4.85,g,
