Oxymax Activity CSV File

CSV FILE CREATION:3/15/2022 6:01:52 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.ADTA

GROUP/CAGE:0115
SUBJECT ID:F8-4
SUBJECT MASS:18.7 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0115,3/14/2022 6:55:40 AM , 74 , 25 , 137 , 21 , 0 ,
 1 ,0115,3/14/2022 6:56:40 AM , 36 , 16 , 91 , 23 , 0 ,
 1 ,0115,3/14/2022 6:57:40 AM , 129 , 79 , 156 , 99 , 10 ,
 1 ,0115,3/14/2022 6:58:40 AM , 94 , 66 , 151 , 88 , 20 ,
 1 ,0115,3/14/2022 6:59:40 AM , 94 , 60 , 179 , 88 , 19 ,
 2 ,0115,3/14/2022 7:00:40 AM , 52 , 16 , 110 , 46 , 2 ,
 2 ,0115,3/14/2022 7:01:40 AM , 91 , 58 , 136 , 88 , 9 ,
 2 ,0115,3/14/2022 7:02:40 AM , 90 , 61 , 153 , 113 , 6 ,
 2 ,0115,3/14/2022 7:03:40 AM , 131 , 80 , 156 , 85 , 14 ,
 2 ,0115,3/14/2022 7:04:40 AM , 90 , 56 , 103 , 64 , 31 ,
 3 ,0115,3/14/2022 7:05:40 AM , 121 , 81 , 182 , 126 , 13 ,
 3 ,0115,3/14/2022 7:06:40 AM , 99 , 58 , 182 , 86 , 3 ,
 3 ,0115,3/14/2022 7:07:40 AM , 57 , 38 , 143 , 71 , 6 ,
 3 ,0115,3/14/2022 7:08:40 AM , 89 , 2 , 67 , 13 , 0 ,
 3 ,0115,3/14/2022 7:09:40 AM , 91 , 47 , 162 , 83 , 1 ,
 3 ,0115,3/14/2022 7:10:40 AM , 43 , 21 , 125 , 87 , 3 ,
 4 ,0115,3/14/2022 7:11:40 AM , 104 , 47 , 88 , 58 , 4 ,
 4 ,0115,3/14/2022 7:12:40 AM , 68 , 33 , 118 , 76 , 6 ,
 4 ,0115,3/14/2022 7:13:40 AM , 76 , 49 , 164 , 92 , 10 ,
 4 ,0115,3/14/2022 7:14:40 AM , 75 , 42 , 93 , 43 , 11 ,
 4 ,0115,3/14/2022 7:15:40 AM , 133 , 100 , 153 , 93 , 15 ,
 4 ,0115,3/14/2022 7:16:40 AM , 84 , 57 , 101 , 44 , 18 ,
 5 ,0115,3/14/2022 7:17:40 AM , 119 , 65 , 95 , 42 , 18 ,
 5 ,0115,3/14/2022 7:18:40 AM , 38 , 25 , 41 , 14 , 70 ,
 5 ,0115,3/14/2022 7:19:40 AM , 15 , 2 , 108 , 38 , 0 ,
 5 ,0115,3/14/2022 7:20:40 AM , 75 , 28 , 141 , 48 , 3 ,
 5 ,0115,3/14/2022 7:21:40 AM , 56 , 25 , 105 , 32 , 4 ,
 6 ,0115,3/14/2022 7:22:40 AM , 36 , 1 , 10 , 0 , 0 ,
 6 ,0115,3/14/2022 7:23:40 AM , 20 , 0 , 2 , 0 , 0 ,
 6 ,0115,3/14/2022 7:24:40 AM , 56 , 24 , 40 , 13 , 0 ,
 6 ,0115,3/14/2022 7:25:40 AM , 73 , 33 , 112 , 66 , 3 ,
 6 ,0115,3/14/2022 7:26:40 AM , 143 , 81 , 204 , 146 , 0 ,
 6 ,0115,3/14/2022 7:27:40 AM , 8 , 0 , 33 , 2 , 2 ,
 7 ,0115,3/14/2022 7:28:40 AM , 57 , 36 , 75 , 27 , 5 ,
 7 ,0115,3/14/2022 7:29:40 AM , 95 , 70 , 85 , 41 , 9 ,
 7 ,0115,3/14/2022 7:30:40 AM , 57 , 27 , 82 , 47 , 7 ,
 7 ,0115,3/14/2022 7:31:40 AM , 47 , 29 , 144 , 95 , 37 ,
 7 ,0115,3/14/2022 7:32:40 AM , 69 , 37 , 151 , 115 , 29 ,
 7 ,0115,3/14/2022 7:33:40 AM , 77 , 54 , 91 , 55 , 13 ,
 8 ,0115,3/14/2022 7:34:40 AM , 180 , 124 , 273 , 205 , 0 ,
 8 ,0115,3/14/2022 7:35:40 AM , 181 , 115 , 259 , 161 , 0 ,
 8 ,0115,3/14/2022 7:36:40 AM , 142 , 101 , 211 , 142 , 0 ,
 8 ,0115,3/14/2022 7:37:40 AM , 77 , 24 , 110 , 77 , 2 ,
 8 ,0115,3/14/2022 7:38:40 AM , 152 , 55 , 133 , 109 , 0 ,
 9 ,0115,3/14/2022 7:39:40 AM , 27 , 1 , 48 , 23 , 0 ,
 9 ,0115,3/14/2022 7:40:40 AM , 11 , 0 , 43 , 7 , 0 ,
 9 ,0115,3/14/2022 7:41:40 AM , 51 , 4 , 55 , 10 , 0 ,
 9 ,0115,3/14/2022 7:42:40 AM , 11 , 1 , 34 , 4 , 0 ,
 9 ,0115,3/14/2022 7:43:40 AM , 100 , 58 , 220 , 156 , 5 ,
 9 ,0115,3/14/2022 7:44:40 AM , 86 , 52 , 137 , 93 , 10 ,
 10 ,0115,3/14/2022 7:45:40 AM , 73 , 43 , 109 , 66 , 1 ,
 10 ,0115,3/14/2022 7:46:40 AM , 152 , 97 , 217 , 129 , 0 ,
 10 ,0115,3/14/2022 7:47:40 AM , 178 , 121 , 251 , 180 , 0 ,
 10 ,0115,3/14/2022 7:48:40 AM , 117 , 65 , 253 , 185 , 19 ,
 10 ,0115,3/14/2022 7:49:40 AM , 36 , 23 , 76 , 46 , 2 ,
 10 ,0115,3/14/2022 7:50:40 AM , 26 , 12 , 66 , 35 , 7 ,
 11 ,0115,3/14/2022 7:51:40 AM , 9 , 1 , 58 , 3 , 23 ,
 11 ,0115,3/14/2022 7:52:40 AM , 22 , 16 , 33 , 13 , 15 ,
 11 ,0115,3/14/2022 7:53:40 AM , 79 , 49 , 129 , 84 , 4 ,
 11 ,0115,3/14/2022 7:54:40 AM , 102 , 71 , 189 , 118 , 5 ,
 11 ,0115,3/14/2022 7:55:40 AM , 25 , 13 , 39 , 23 , 0 ,
 12 ,0115,3/14/2022 7:56:40 AM , 98 , 64 , 129 , 72 , 29 ,
 12 ,0115,3/14/2022 7:57:40 AM , 49 , 23 , 90 , 59 , 37 ,
 12 ,0115,3/14/2022 7:58:40 AM , 72 , 42 , 71 , 33 , 3 ,
 12 ,0115,3/14/2022 7:59:40 AM , 33 , 28 , 16 , 4 , 16 ,
 12 ,0115,3/14/2022 8:00:40 AM , 8 , 4 , 38 , 10 , 0 ,
 12 ,0115,3/14/2022 8:01:40 AM , 21 , 3 , 40 , 18 , 0 ,
 13 ,0115,3/14/2022 8:02:40 AM , 0 , 0 , 75 , 0 , 0 ,
 13 ,0115,3/14/2022 8:03:40 AM , 0 , 0 , 49 , 0 , 0 ,
 13 ,0115,3/14/2022 8:04:40 AM , 0 , 0 , 29 , 2 , 0 ,
 13 ,0115,3/14/2022 8:05:40 AM , 0 , 0 , 55 , 0 , 0 ,
 13 ,0115,3/14/2022 8:06:40 AM , 3 , 0 , 34 , 0 , 0 ,
 13 ,0115,3/14/2022 8:07:40 AM , 9 , 0 , 33 , 4 , 0 ,
 14 ,0115,3/14/2022 8:08:40 AM , 2 , 1 , 27 , 4 , 0 ,
 14 ,0115,3/14/2022 8:09:40 AM , 0 , 0 , 11 , 2 , 0 ,
 14 ,0115,3/14/2022 8:10:40 AM , 0 , 0 , 7 , 0 , 0 ,
 14 ,0115,3/14/2022 8:11:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0115,3/14/2022 8:12:40 AM , 1 , 0 , 6 , 0 , 0 ,
 15 ,0115,3/14/2022 8:13:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0115,3/14/2022 8:14:40 AM , 0 , 0 , 1 , 0 , 0 ,
 15 ,0115,3/14/2022 8:15:40 AM , 2 , 0 , 36 , 2 , 0 ,
 15 ,0115,3/14/2022 8:16:40 AM , 0 , 0 , 4 , 0 , 0 ,
 15 ,0115,3/14/2022 8:17:40 AM , 0 , 0 , 102 , 0 , 0 ,
 15 ,0115,3/14/2022 8:18:40 AM , 3 , 0 , 7 , 1 , 0 ,
 16 ,0115,3/14/2022 8:19:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0115,3/14/2022 8:20:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0115,3/14/2022 8:21:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0115,3/14/2022 8:22:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0115,3/14/2022 8:23:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0115,3/14/2022 8:24:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0115,3/14/2022 8:25:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0115,3/14/2022 8:26:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0115,3/14/2022 8:27:40 AM , 0 , 0 , 0 , 0 , 0 ,
