Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:46 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0108
SUBJECT ID:8-4
SUBJECT MASS:28.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 17 ,010801,3/14/2022,3/14/2022 8:26:24 AM ,3/14/2022 8:29:17 AM , 173 ,0.08,0.08,g,
 2 , 37 ,010801,3/14/2022,3/14/2022 10:21:06 AM ,3/14/2022 10:21:35 AM , 29 ,0.15,0.23,g,
 3 , 39 ,010801,3/14/2022,3/14/2022 10:30:13 AM ,3/14/2022 10:30:43 AM , 30 ,0.30,0.53,g,
 4 , 41 ,010801,3/14/2022,3/14/2022 10:42:30 AM ,3/14/2022 10:43:48 AM , 78 ,0.09,0.62,g,
 5 , 90 ,010801,3/14/2022,3/14/2022 3:22:08 PM ,3/14/2022 3:23:24 PM , 76 ,0.20,0.82,g,
 6 , 93 ,010801,3/14/2022,3/14/2022 3:36:44 PM ,3/14/2022 3:38:22 PM , 98 ,0.03,0.85,g,
 7 , 114 ,010801,3/14/2022,3/14/2022 5:33:41 PM ,3/14/2022 5:34:34 PM , 53 ,1.38,2.23,g,
 8 , 230 ,010801,3/15/2022,3/15/2022 4:29:36 AM ,3/15/2022 4:35:18 AM , 342 ,0.05,2.28,g,
 9 , 231 ,010801,3/15/2022,3/15/2022 4:37:54 AM ,3/15/2022 4:39:45 AM , 111 ,0.04,2.32,g,
 10 , 231 ,010801,3/15/2022,3/15/2022 4:40:09 AM ,3/15/2022 4:40:15 AM , 6 ,0.22,2.55,g,
