Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:42 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0103
SUBJECT ID:16-2
SUBJECT MASS:30.4 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 22 ,010301,3/14/2022,3/14/2022 8:57:09 AM ,3/14/2022 8:57:21 AM , 12 ,0.05,0.05,g,
 2 , 25 ,010301,3/14/2022,3/14/2022 9:09:16 AM ,3/14/2022 9:13:53 AM , 277 ,0.07,0.13,g,
 3 , 33 ,010301,3/14/2022,3/14/2022 9:59:14 AM ,3/14/2022 9:59:29 AM , 15 ,0.07,0.20,g,
 4 , 38 ,010301,3/14/2022,3/14/2022 10:23:12 AM ,3/14/2022 10:26:57 AM , 225 ,0.10,0.29,g,
 5 , 65 ,010301,3/14/2022,3/14/2022 12:58:52 PM ,3/14/2022 12:59:16 PM , 24 ,0.05,0.35,g,
 6 , 67 ,010301,3/14/2022,3/14/2022 1:10:25 PM ,3/14/2022 1:11:11 PM , 46 ,0.07,0.42,g,
 7 , 88 ,010301,3/14/2022,3/14/2022 3:02:56 PM ,3/14/2022 3:07:31 PM , 275 ,0.05,0.47,g,
 8 , 88 ,010301,3/14/2022,3/14/2022 3:12:06 PM ,3/14/2022 3:12:08 PM , 2 ,0.04,0.51,g,
 9 , 92 ,010301,3/14/2022,3/14/2022 3:26:52 PM ,3/14/2022 3:30:45 PM , 233 ,0.04,0.55,g,
 10 , 100 ,010301,3/14/2022,3/14/2022 4:19:37 PM ,3/14/2022 4:19:57 PM , 20 ,0.06,0.61,g,
 11 , 112 ,010301,3/14/2022,3/14/2022 5:17:38 PM ,3/14/2022 5:23:26 PM , 348 ,0.04,0.64,g,
 12 , 112 ,010301,3/14/2022,3/14/2022 5:23:40 PM ,3/14/2022 5:25:00 PM , 80 ,0.12,0.77,g,
 13 , 119 ,010301,3/14/2022,3/14/2022 6:01:09 PM ,3/14/2022 6:05:57 PM , 288 ,0.08,0.85,g,
 14 , 127 ,010301,3/14/2022,3/14/2022 6:43:33 PM ,3/14/2022 6:49:44 PM , 371 ,0.13,0.98,g,
 15 , 135 ,010301,3/14/2022,3/14/2022 7:30:31 PM ,3/14/2022 7:36:13 PM , 342 ,0.10,1.08,g,
 16 , 137 ,010301,3/14/2022,3/14/2022 7:47:49 PM ,3/14/2022 7:47:56 PM , 7 ,0.08,1.16,g,
 17 , 139 ,010301,3/14/2022,3/14/2022 7:55:30 PM ,3/14/2022 7:59:37 PM , 247 ,0.08,1.24,g,
 18 , 141 ,010301,3/14/2022,3/14/2022 8:06:33 PM ,3/14/2022 8:11:10 PM , 277 ,0.04,1.28,g,
 19 , 148 ,010301,3/14/2022,3/14/2022 8:44:16 PM ,3/14/2022 8:48:37 PM , 261 ,0.07,1.35,g,
 20 , 152 ,010301,3/14/2022,3/14/2022 9:09:30 PM ,3/14/2022 9:09:58 PM , 28 ,0.26,1.60,g,
 21 , 166 ,010301,3/14/2022,3/14/2022 10:21:21 PM ,3/14/2022 10:31:17 PM , 596 ,0.38,1.98,g,
 22 , 177 ,010301,3/14/2022,3/14/2022 11:34:08 PM ,3/14/2022 11:35:08 PM , 60 ,0.09,2.07,g,
 23 , 191 ,010301,3/15/2022,3/15/2022 12:43:52 AM ,3/15/2022 12:50:58 AM , 426 ,0.08,2.15,g,
 24 , 197 ,010301,3/15/2022,3/15/2022 1:23:58 AM ,3/15/2022 1:30:22 AM , 384 ,0.12,2.27,g,
 25 , 210 ,010301,3/15/2022,3/15/2022 2:37:09 AM ,3/15/2022 2:39:08 AM , 119 ,0.14,2.42,g,
 26 , 210 ,010301,3/15/2022,3/15/2022 2:42:48 AM ,3/15/2022 2:43:35 AM , 47 ,0.05,2.46,g,
 27 , 218 ,010301,3/15/2022,3/15/2022 3:17:57 AM ,3/15/2022 3:24:10 AM , 373 ,0.13,2.60,g,
 28 , 220 ,010301,3/15/2022,3/15/2022 3:35:19 AM ,3/15/2022 3:35:35 AM , 16 ,0.06,2.66,g,
 29 , 233 ,010301,3/15/2022,3/15/2022 4:43:47 AM ,3/15/2022 4:50:41 AM , 414 ,0.10,2.76,g,
 30 , 238 ,010301,3/15/2022,3/15/2022 5:17:14 AM ,3/15/2022 5:22:07 AM , 293 ,0.07,2.83,g,
 31 , 239 ,010301,3/15/2022,3/15/2022 5:23:50 AM ,3/15/2022 5:24:06 AM , 16 ,0.06,2.89,g,
 32 , 243 ,010301,3/15/2022,3/15/2022 5:44:53 AM ,3/15/2022 5:50:27 AM , 334 ,0.15,3.05,g,
 33 , 244 ,010301,3/15/2022,3/15/2022 5:55:50 AM ,3/15/2022 5:56:26 AM , 36 ,0.04,3.09,g,
