Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:52 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0115
SUBJECT ID:F8-4
SUBJECT MASS:18.7 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,011501,3/14/2022,3/14/2022 7:01:53 AM ,3/14/2022 7:02:09 AM , 16 ,0.04,0.04,g,
 2 , 5 ,011501,3/14/2022,3/14/2022 7:17:01 AM ,3/14/2022 7:17:15 AM , 14 ,0.03,0.07,g,
 3 , 11 ,011501,3/14/2022,3/14/2022 7:48:03 AM ,3/14/2022 7:51:20 AM , 197 ,0.17,0.24,g,
 4 , 11 ,011501,3/14/2022,3/14/2022 7:54:55 AM ,3/14/2022 7:55:03 AM , 8 ,0.03,0.27,g,
 5 , 29 ,011501,3/14/2022,3/14/2022 9:32:18 AM ,3/14/2022 9:35:57 AM , 219 ,0.23,0.50,g,
 6 , 51 ,011501,3/14/2022,3/14/2022 11:41:50 AM ,3/14/2022 11:41:56 AM , 6 ,0.12,0.62,g,
 7 , 96 ,011501,3/14/2022,3/14/2022 3:49:38 PM ,3/14/2022 3:54:47 PM , 309 ,0.18,0.80,g,
 8 , 96 ,011501,3/14/2022,3/14/2022 3:56:21 PM ,3/14/2022 3:57:23 PM , 62 ,0.05,0.85,g,
 9 , 101 ,011501,3/14/2022,3/14/2022 4:24:46 PM ,3/14/2022 4:25:42 PM , 56 ,0.12,0.97,g,
 10 , 120 ,011501,3/14/2022,3/14/2022 6:08:54 PM ,3/14/2022 6:12:09 PM , 195 ,0.06,1.03,g,
 11 , 125 ,011501,3/14/2022,3/14/2022 6:39:16 PM ,3/14/2022 6:40:06 PM , 50 ,0.12,1.14,g,
 12 , 148 ,011501,3/14/2022,3/14/2022 8:43:52 PM ,3/14/2022 8:48:15 PM , 263 ,0.10,1.24,g,
 13 , 157 ,011501,3/14/2022,3/14/2022 9:37:20 PM ,3/14/2022 9:40:42 PM , 202 ,0.06,1.30,g,
 14 , 160 ,011501,3/14/2022,3/14/2022 9:54:08 PM ,3/14/2022 9:57:45 PM , 217 ,0.06,1.36,g,
 15 , 163 ,011501,3/14/2022,3/14/2022 10:12:29 PM ,3/14/2022 10:13:17 PM , 48 ,0.04,1.41,g,
 16 , 164 ,011501,3/14/2022,3/14/2022 10:13:48 PM ,3/14/2022 10:18:19 PM , 271 ,0.07,1.48,g,
 17 , 174 ,011501,3/14/2022,3/14/2022 11:14:37 PM ,3/14/2022 11:14:45 PM , 8 ,0.05,1.52,g,
 18 , 177 ,011501,3/14/2022,3/14/2022 11:31:07 PM ,3/14/2022 11:35:10 PM , 243 ,0.04,1.57,g,
 19 , 182 ,011501,3/15/2022,3/15/2022 12:00:08 AM ,3/15/2022 12:04:05 AM , 237 ,0.05,1.61,g,
 20 , 183 ,011501,3/15/2022,3/15/2022 12:06:42 AM ,3/15/2022 12:07:06 AM , 24 ,0.05,1.66,g,
 21 , 187 ,011501,3/15/2022,3/15/2022 12:27:44 AM ,3/15/2022 12:31:55 AM , 251 ,0.06,1.73,g,
 22 , 193 ,011501,3/15/2022,3/15/2022 1:00:34 AM ,3/15/2022 1:04:38 AM , 244 ,0.24,1.97,g,
 23 , 197 ,011501,3/15/2022,3/15/2022 1:22:52 AM ,3/15/2022 1:27:25 AM , 273 ,0.10,2.06,g,
 24 , 211 ,011501,3/15/2022,3/15/2022 2:44:27 AM ,3/15/2022 2:46:03 AM , 96 ,0.24,2.30,g,
 25 , 212 ,011501,3/15/2022,3/15/2022 2:50:26 AM ,3/15/2022 2:50:35 AM , 9 ,0.05,2.36,g,
 26 , 215 ,011501,3/15/2022,3/15/2022 3:10:15 AM ,3/15/2022 3:12:05 AM , 110 ,0.04,2.40,g,
