Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:46 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0108
SUBJECT ID:8-4
SUBJECT MASS:28.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,010802,3/14/2022,3/14/2022 7:01:10 AM ,3/14/2022 7:01:12 AM , 2 ,0.05,0.05,g,
 2 , 5 ,010802,3/14/2022,3/14/2022 7:17:04 AM ,3/14/2022 7:17:24 AM , 20 ,0.03,0.08,g,
 3 , 6 ,010802,3/14/2022,3/14/2022 7:26:27 AM ,3/14/2022 7:27:01 AM , 34 ,0.08,0.16,g,
 4 , 8 ,010802,3/14/2022,3/14/2022 7:38:10 AM ,3/14/2022 7:39:08 AM , 58 ,0.08,0.24,g,
 5 , 10 ,010802,3/14/2022,3/14/2022 7:45:46 AM ,3/14/2022 7:46:04 AM , 18 ,0.07,0.31,g,
 6 , 14 ,010802,3/14/2022,3/14/2022 8:10:00 AM ,3/14/2022 8:10:46 AM , 46 ,0.16,0.46,g,
 7 , 15 ,010802,3/14/2022,3/14/2022 8:15:07 AM ,3/14/2022 8:16:32 AM , 85 ,0.05,0.51,g,
 8 , 18 ,010802,3/14/2022,3/14/2022 8:33:32 AM ,3/14/2022 8:33:50 AM , 18 ,0.10,0.62,g,
 9 , 19 ,010802,3/14/2022,3/14/2022 8:39:35 AM ,3/14/2022 8:39:41 AM , 6 ,0.06,0.68,g,
 10 , 20 ,010802,3/14/2022,3/14/2022 8:43:08 AM ,3/14/2022 8:43:12 AM , 4 ,0.14,0.81,g,
 11 , 24 ,010802,3/14/2022,3/14/2022 9:04:38 AM ,3/14/2022 9:05:30 AM , 52 ,0.04,0.86,g,
 12 , 25 ,010802,3/14/2022,3/14/2022 9:12:36 AM ,3/14/2022 9:12:56 AM , 20 ,0.03,0.89,g,
 13 , 26 ,010802,3/14/2022,3/14/2022 9:18:06 AM ,3/14/2022 9:18:18 AM , 12 ,0.05,0.94,g,
 14 , 28 ,010802,3/14/2022,3/14/2022 9:31:19 AM ,3/14/2022 9:32:39 AM , 80 ,0.10,1.04,g,
 15 , 29 ,010802,3/14/2022,3/14/2022 9:33:35 AM ,3/14/2022 9:34:10 AM , 35 ,0.04,1.07,g,
 16 , 40 ,010802,3/14/2022,3/14/2022 10:35:16 AM ,3/14/2022 10:35:42 AM , 26 ,0.18,1.25,g,
 17 , 40 ,010802,3/14/2022,3/14/2022 10:38:09 AM ,3/14/2022 10:38:15 AM , 6 ,0.05,1.30,g,
 18 , 43 ,010802,3/14/2022,3/14/2022 10:54:43 AM ,3/14/2022 10:54:51 AM , 8 ,0.11,1.41,g,
 19 , 44 ,010802,3/14/2022,3/14/2022 10:59:12 AM ,3/14/2022 10:59:16 AM , 4 ,0.05,1.46,g,
 20 , 45 ,010802,3/14/2022,3/14/2022 11:03:58 AM ,3/14/2022 11:04:10 AM , 12 ,0.05,1.51,g,
 21 , 45 ,010802,3/14/2022,3/14/2022 11:04:34 AM ,3/14/2022 11:05:06 AM , 32 ,0.04,1.55,g,
 22 , 51 ,010802,3/14/2022,3/14/2022 11:37:44 AM ,3/14/2022 11:37:49 AM , 5 ,0.04,1.59,g,
 23 , 56 ,010802,3/14/2022,3/14/2022 12:07:15 PM ,3/14/2022 12:07:26 PM , 11 ,0.19,1.79,g,
 24 , 66 ,010802,3/14/2022,3/14/2022 1:07:51 PM ,3/14/2022 1:08:01 PM , 10 ,0.11,1.90,g,
 25 , 69 ,010802,3/14/2022,3/14/2022 1:20:00 PM ,3/14/2022 1:20:03 PM , 3 ,0.13,2.03,g,
 26 , 73 ,010802,3/14/2022,3/14/2022 1:42:26 PM ,3/14/2022 1:43:22 PM , 56 ,0.08,2.12,g,
 27 , 86 ,010802,3/14/2022,3/14/2022 2:56:51 PM ,3/14/2022 2:56:57 PM , 6 ,0.10,2.22,g,
 28 , 92 ,010802,3/14/2022,3/14/2022 3:33:45 PM ,3/14/2022 3:34:49 PM , 64 ,0.22,2.44,g,
 29 , 93 ,010802,3/14/2022,3/14/2022 3:39:14 PM ,3/14/2022 3:39:34 PM , 20 ,0.09,2.54,g,
 30 , 96 ,010802,3/14/2022,3/14/2022 3:55:56 PM ,3/14/2022 3:56:18 PM , 22 ,0.11,2.65,g,
 31 , 114 ,010802,3/14/2022,3/14/2022 5:35:56 PM ,3/14/2022 5:36:14 PM , 18 ,0.14,2.79,g,
 32 , 116 ,010802,3/14/2022,3/14/2022 5:46:41 PM ,3/14/2022 5:46:43 PM , 2 ,0.46,3.25,g,
 33 , 135 ,010802,3/14/2022,3/14/2022 7:37:02 PM ,3/14/2022 7:37:08 PM , 6 ,0.05,3.30,g,
 34 , 139 ,010802,3/14/2022,3/14/2022 7:57:47 PM ,3/14/2022 7:58:13 PM , 26 ,0.07,3.37,g,
 35 , 142 ,010802,3/14/2022,3/14/2022 8:13:39 PM ,3/14/2022 8:14:11 PM , 32 ,0.08,3.45,g,
 36 , 142 ,010802,3/14/2022,3/14/2022 8:14:23 PM ,3/14/2022 8:14:47 PM , 24 ,0.04,3.50,g,
 37 , 145 ,010802,3/14/2022,3/14/2022 8:33:14 PM ,3/14/2022 8:33:30 PM , 16 ,0.10,3.60,g,
 38 , 148 ,010802,3/14/2022,3/14/2022 8:47:13 PM ,3/14/2022 8:47:29 PM , 16 ,0.11,3.71,g,
 39 , 148 ,010802,3/14/2022,3/14/2022 8:51:47 PM ,3/14/2022 8:52:19 PM , 32 ,0.15,3.85,g,
 40 , 154 ,010802,3/14/2022,3/14/2022 9:23:11 PM ,3/14/2022 9:24:15 PM , 64 ,0.08,3.94,g,
 41 , 156 ,010802,3/14/2022,3/14/2022 9:33:52 PM ,3/14/2022 9:34:04 PM , 12 ,0.06,4.00,g,
 42 , 165 ,010802,3/14/2022,3/14/2022 10:23:41 PM ,3/14/2022 10:24:39 PM , 58 ,0.23,4.23,g,
 43 , 166 ,010802,3/14/2022,3/14/2022 10:31:08 PM ,3/14/2022 10:31:11 PM , 3 ,0.10,4.33,g,
 44 , 168 ,010802,3/14/2022,3/14/2022 10:40:27 PM ,3/14/2022 10:40:33 PM , 6 ,0.04,4.37,g,
 45 , 168 ,010802,3/14/2022,3/14/2022 10:43:40 PM ,3/14/2022 10:43:50 PM , 10 ,0.16,4.53,g,
 46 , 174 ,010802,3/14/2022,3/14/2022 11:18:47 PM ,3/14/2022 11:19:11 PM , 24 ,0.12,4.65,g,
 47 , 189 ,010802,3/15/2022,3/15/2022 12:43:59 AM ,3/15/2022 12:44:15 AM , 16 ,0.11,4.76,g,
 48 , 190 ,010802,3/15/2022,3/15/2022 12:45:55 AM ,3/15/2022 12:46:32 AM , 37 ,0.11,4.87,g,
 49 , 192 ,010802,3/15/2022,3/15/2022 12:56:50 AM ,3/15/2022 12:58:13 AM , 83 ,0.05,4.91,g,
 50 , 196 ,010802,3/15/2022,3/15/2022 1:19:28 AM ,3/15/2022 1:19:34 AM , 6 ,0.34,5.25,g,
 51 , 204 ,010802,3/15/2022,3/15/2022 2:09:01 AM ,3/15/2022 2:09:41 AM , 40 ,0.06,5.30,g,
 52 , 205 ,010802,3/15/2022,3/15/2022 2:11:18 AM ,3/15/2022 2:11:42 AM , 24 ,0.04,5.35,g,
 53 , 205 ,010802,3/15/2022,3/15/2022 2:14:36 AM ,3/15/2022 2:14:44 AM , 8 ,0.08,5.42,g,
 54 , 213 ,010802,3/15/2022,3/15/2022 2:57:37 AM ,3/15/2022 2:57:47 AM , 10 ,0.27,5.70,g,
 55 , 220 ,010802,3/15/2022,3/15/2022 3:36:32 AM ,3/15/2022 3:37:09 AM , 37 ,0.13,5.83,g,
 56 , 223 ,010802,3/15/2022,3/15/2022 3:55:55 AM ,3/15/2022 3:56:30 AM , 35 ,0.13,5.96,g,
