Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:51 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0114
SUBJECT ID:F8-3
SUBJECT MASS:20.1 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 12 ,011402,3/14/2022,3/14/2022 7:58:25 AM ,3/14/2022 7:59:05 AM , 40 ,0.25,0.25,g,
 2 , 39 ,011402,3/14/2022,3/14/2022 10:33:03 AM ,3/14/2022 10:33:48 AM , 45 ,1.28,1.53,g,
 3 , 40 ,011402,3/14/2022,3/14/2022 10:34:14 AM ,3/14/2022 10:35:10 AM , 56 ,1.59,3.12,g,
 4 , 78 ,011402,3/14/2022,3/14/2022 2:14:42 PM ,3/14/2022 2:14:44 PM , 2 ,0.56,3.68,g,
 5 , 88 ,011402,3/14/2022,3/14/2022 3:09:55 PM ,3/14/2022 3:10:11 PM , 16 ,0.27,3.95,g,
 6 , 133 ,011402,3/14/2022,3/14/2022 7:22:10 PM ,3/14/2022 7:22:14 PM , 4 ,0.33,4.28,g,
 7 , 197 ,011402,3/15/2022,3/15/2022 1:24:53 AM ,3/15/2022 1:25:56 AM , 63 ,1.39,5.67,g,
