Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:48 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0110
SUBJECT ID:F16-1
SUBJECT MASS:22.5 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 9 ,011002,3/14/2022,3/14/2022 7:41:27 AM ,3/14/2022 7:41:31 AM , 4 ,0.07,0.07,g,
 2 , 14 ,011002,3/14/2022,3/14/2022 8:08:40 AM ,3/14/2022 8:08:48 AM , 8 ,0.06,0.14,g,
 3 , 19 ,011002,3/14/2022,3/14/2022 8:39:11 AM ,3/14/2022 8:39:19 AM , 8 ,0.04,0.18,g,
 4 , 20 ,011002,3/14/2022,3/14/2022 8:44:36 AM ,3/14/2022 8:44:45 AM , 9 ,0.23,0.40,g,
 5 , 38 ,011002,3/14/2022,3/14/2022 10:24:25 AM ,3/14/2022 10:24:29 AM , 4 ,0.04,0.44,g,
 6 , 52 ,011002,3/14/2022,3/14/2022 11:47:33 AM ,3/14/2022 11:48:13 AM , 40 ,0.08,0.52,g,
 7 , 54 ,011002,3/14/2022,3/14/2022 11:58:48 AM ,3/14/2022 11:59:12 AM , 24 ,0.10,0.62,g,
 8 , 55 ,011002,3/14/2022,3/14/2022 12:01:16 PM ,3/14/2022 12:01:38 PM , 22 ,0.08,0.70,g,
 9 , 60 ,011002,3/14/2022,3/14/2022 12:29:58 PM ,3/14/2022 12:30:04 PM , 6 ,0.23,0.93,g,
 10 , 68 ,011002,3/14/2022,3/14/2022 1:16:51 PM ,3/14/2022 1:16:58 PM , 7 ,0.03,0.96,g,
 11 , 93 ,011002,3/14/2022,3/14/2022 3:38:10 PM ,3/14/2022 3:38:22 PM , 12 ,0.09,1.05,g,
 12 , 98 ,011002,3/14/2022,3/14/2022 4:03:16 PM ,3/14/2022 4:03:58 PM , 42 ,0.06,1.11,g,
 13 , 109 ,011002,3/14/2022,3/14/2022 5:10:17 PM ,3/14/2022 5:10:27 PM , 10 ,0.24,1.36,g,
 14 , 118 ,011002,3/14/2022,3/14/2022 5:58:14 PM ,3/14/2022 5:58:26 PM , 12 ,0.14,1.50,g,
 15 , 119 ,011002,3/14/2022,3/14/2022 6:04:03 PM ,3/14/2022 6:04:53 PM , 50 ,0.10,1.60,g,
 16 , 138 ,011002,3/14/2022,3/14/2022 7:51:28 PM ,3/14/2022 7:51:44 PM , 16 ,0.32,1.91,g,
 17 , 140 ,011002,3/14/2022,3/14/2022 8:03:45 PM ,3/14/2022 8:04:25 PM , 40 ,0.06,1.98,g,
 18 , 143 ,011002,3/14/2022,3/14/2022 8:21:11 PM ,3/14/2022 8:21:25 PM , 14 ,0.09,2.07,g,
 19 , 148 ,011002,3/14/2022,3/14/2022 8:47:50 PM ,3/14/2022 8:48:02 PM , 12 ,0.07,2.14,g,
 20 , 162 ,011002,3/14/2022,3/14/2022 10:08:21 PM ,3/14/2022 10:08:35 PM , 14 ,0.37,2.51,g,
 21 , 173 ,011002,3/14/2022,3/14/2022 11:12:09 PM ,3/14/2022 11:12:45 PM , 36 ,0.27,2.78,g,
 22 , 174 ,011002,3/14/2022,3/14/2022 11:15:02 PM ,3/14/2022 11:15:18 PM , 16 ,0.06,2.84,g,
 23 , 175 ,011002,3/14/2022,3/14/2022 11:21:59 PM ,3/14/2022 11:22:22 PM , 23 ,0.08,2.92,g,
 24 , 177 ,011002,3/14/2022,3/14/2022 11:32:20 PM ,3/14/2022 11:33:20 PM , 60 ,0.04,2.96,g,
 25 , 184 ,011002,3/15/2022,3/15/2022 12:12:55 AM ,3/15/2022 12:13:03 AM , 8 ,0.18,3.14,g,
 26 , 192 ,011002,3/15/2022,3/15/2022 12:57:00 AM ,3/15/2022 12:58:03 AM , 63 ,0.25,3.39,g,
 27 , 194 ,011002,3/15/2022,3/15/2022 1:08:09 AM ,3/15/2022 1:08:38 AM , 29 ,0.07,3.46,g,
 28 , 206 ,011002,3/15/2022,3/15/2022 2:18:23 AM ,3/15/2022 2:18:41 AM , 18 ,0.23,3.69,g,
 29 , 212 ,011002,3/15/2022,3/15/2022 2:50:35 AM ,3/15/2022 2:51:28 AM , 53 ,0.07,3.76,g,
 30 , 214 ,011002,3/15/2022,3/15/2022 3:02:12 AM ,3/15/2022 3:03:20 AM , 68 ,0.04,3.80,g,
 31 , 219 ,011002,3/15/2022,3/15/2022 3:30:29 AM ,3/15/2022 3:32:03 AM , 94 ,0.03,3.83,g,
 32 , 230 ,011002,3/15/2022,3/15/2022 4:34:52 AM ,3/15/2022 4:35:08 AM , 16 ,0.09,3.93,g,
 33 , 235 ,011002,3/15/2022,3/15/2022 5:00:36 AM ,3/15/2022 5:01:35 AM , 59 ,0.04,3.97,g,
 34 , 235 ,011002,3/15/2022,3/15/2022 5:03:41 AM ,3/15/2022 5:04:42 AM , 61 ,0.05,4.02,g,
 35 , 237 ,011002,3/15/2022,3/15/2022 5:16:33 AM ,3/15/2022 5:16:43 AM , 10 ,0.11,4.13,g,
 36 , 245 ,011002,3/15/2022,3/15/2022 5:57:15 AM ,3/15/2022 5:57:20 AM , 5 ,0.06,4.19,g,
