Oxymax Activity CSV File

CSV FILE CREATION:3/15/2022 6:01:47 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.ADTA

GROUP/CAGE:0108
SUBJECT ID:8-4
SUBJECT MASS:28.8 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0108,3/14/2022 6:55:40 AM , 91 , 55 , 172 , 103 , 18 ,
 1 ,0108,3/14/2022 6:56:40 AM , 64 , 31 , 127 , 65 , 3 ,
 1 ,0108,3/14/2022 6:57:40 AM , 97 , 64 , 140 , 90 , 3 ,
 1 ,0108,3/14/2022 6:58:40 AM , 62 , 33 , 135 , 79 , 11 ,
 1 ,0108,3/14/2022 6:59:40 AM , 107 , 59 , 219 , 142 , 14 ,
 2 ,0108,3/14/2022 7:00:40 AM , 123 , 73 , 193 , 131 , 22 ,
 2 ,0108,3/14/2022 7:01:40 AM , 58 , 26 , 126 , 53 , 1 ,
 2 ,0108,3/14/2022 7:02:40 AM , 89 , 53 , 180 , 130 , 11 ,
 2 ,0108,3/14/2022 7:03:40 AM , 50 , 15 , 111 , 65 , 11 ,
 2 ,0108,3/14/2022 7:04:40 AM , 95 , 57 , 145 , 96 , 12 ,
 3 ,0108,3/14/2022 7:05:40 AM , 110 , 79 , 177 , 111 , 0 ,
 3 ,0108,3/14/2022 7:06:40 AM , 59 , 26 , 115 , 69 , 5 ,
 3 ,0108,3/14/2022 7:07:40 AM , 54 , 33 , 72 , 45 , 7 ,
 3 ,0108,3/14/2022 7:08:40 AM , 80 , 41 , 162 , 103 , 23 ,
 3 ,0108,3/14/2022 7:09:40 AM , 101 , 52 , 210 , 142 , 35 ,
 3 ,0108,3/14/2022 7:10:40 AM , 87 , 47 , 152 , 99 , 21 ,
 4 ,0108,3/14/2022 7:11:40 AM , 55 , 22 , 120 , 69 , 6 ,
 4 ,0108,3/14/2022 7:12:40 AM , 52 , 29 , 108 , 73 , 5 ,
 4 ,0108,3/14/2022 7:13:40 AM , 89 , 54 , 158 , 112 , 25 ,
 4 ,0108,3/14/2022 7:14:40 AM , 92 , 53 , 187 , 127 , 21 ,
 4 ,0108,3/14/2022 7:15:40 AM , 76 , 47 , 185 , 127 , 9 ,
 4 ,0108,3/14/2022 7:16:40 AM , 98 , 58 , 207 , 151 , 3 ,
 5 ,0108,3/14/2022 7:17:40 AM , 111 , 43 , 196 , 112 , 25 ,
 5 ,0108,3/14/2022 7:18:40 AM , 128 , 84 , 216 , 149 , 19 ,
 5 ,0108,3/14/2022 7:19:40 AM , 48 , 37 , 127 , 64 , 0 ,
 5 ,0108,3/14/2022 7:20:40 AM , 28 , 16 , 119 , 42 , 0 ,
 5 ,0108,3/14/2022 7:21:40 AM , 30 , 12 , 34 , 17 , 1 ,
 6 ,0108,3/14/2022 7:22:40 AM , 76 , 46 , 182 , 125 , 1 ,
 6 ,0108,3/14/2022 7:23:40 AM , 40 , 19 , 81 , 45 , 1 ,
 6 ,0108,3/14/2022 7:24:40 AM , 59 , 33 , 141 , 94 , 8 ,
 6 ,0108,3/14/2022 7:25:40 AM , 73 , 45 , 146 , 83 , 24 ,
 6 ,0108,3/14/2022 7:26:40 AM , 111 , 51 , 231 , 154 , 24 ,
 6 ,0108,3/14/2022 7:27:40 AM , 88 , 27 , 165 , 73 , 8 ,
 7 ,0108,3/14/2022 7:28:40 AM , 34 , 10 , 104 , 22 , 0 ,
 7 ,0108,3/14/2022 7:29:40 AM , 27 , 14 , 69 , 35 , 1 ,
 7 ,0108,3/14/2022 7:30:40 AM , 98 , 73 , 134 , 78 , 19 ,
 7 ,0108,3/14/2022 7:31:40 AM , 42 , 15 , 97 , 72 , 2 ,
 7 ,0108,3/14/2022 7:32:40 AM , 70 , 10 , 62 , 16 , 0 ,
 7 ,0108,3/14/2022 7:33:40 AM , 38 , 12 , 74 , 38 , 0 ,
 8 ,0108,3/14/2022 7:34:40 AM , 142 , 19 , 79 , 35 , 2 ,
 8 ,0108,3/14/2022 7:35:40 AM , 13 , 8 , 80 , 32 , 0 ,
 8 ,0108,3/14/2022 7:36:40 AM , 68 , 20 , 57 , 29 , 6 ,
 8 ,0108,3/14/2022 7:37:40 AM , 11 , 1 , 70 , 16 , 16 ,
 8 ,0108,3/14/2022 7:38:40 AM , 88 , 38 , 142 , 91 , 12 ,
 9 ,0108,3/14/2022 7:39:40 AM , 61 , 22 , 105 , 57 , 6 ,
 9 ,0108,3/14/2022 7:40:40 AM , 37 , 8 , 78 , 31 , 0 ,
 9 ,0108,3/14/2022 7:41:40 AM , 37 , 26 , 69 , 30 , 0 ,
 9 ,0108,3/14/2022 7:42:40 AM , 48 , 23 , 113 , 56 , 25 ,
 9 ,0108,3/14/2022 7:43:40 AM , 99 , 49 , 153 , 94 , 14 ,
 9 ,0108,3/14/2022 7:44:40 AM , 68 , 35 , 205 , 127 , 8 ,
 10 ,0108,3/14/2022 7:45:40 AM , 57 , 20 , 129 , 82 , 0 ,
 10 ,0108,3/14/2022 7:46:40 AM , 83 , 37 , 121 , 72 , 15 ,
 10 ,0108,3/14/2022 7:47:40 AM , 14 , 7 , 89 , 38 , 4 ,
 10 ,0108,3/14/2022 7:48:40 AM , 56 , 39 , 120 , 67 , 12 ,
 10 ,0108,3/14/2022 7:49:40 AM , 49 , 6 , 80 , 21 , 0 ,
 10 ,0108,3/14/2022 7:50:40 AM , 59 , 28 , 83 , 49 , 4 ,
 11 ,0108,3/14/2022 7:51:40 AM , 65 , 34 , 113 , 64 , 7 ,
 11 ,0108,3/14/2022 7:52:40 AM , 53 , 22 , 44 , 21 , 17 ,
 11 ,0108,3/14/2022 7:53:40 AM , 76 , 29 , 85 , 43 , 3 ,
 11 ,0108,3/14/2022 7:54:40 AM , 43 , 21 , 97 , 52 , 12 ,
 11 ,0108,3/14/2022 7:55:40 AM , 94 , 48 , 172 , 116 , 19 ,
 12 ,0108,3/14/2022 7:56:40 AM , 27 , 10 , 74 , 49 , 3 ,
 12 ,0108,3/14/2022 7:57:40 AM , 66 , 16 , 58 , 33 , 1 ,
 12 ,0108,3/14/2022 7:58:40 AM , 48 , 11 , 52 , 33 , 1 ,
 12 ,0108,3/14/2022 7:59:40 AM , 41 , 19 , 82 , 50 , 6 ,
 12 ,0108,3/14/2022 8:00:40 AM , 53 , 15 , 113 , 71 , 4 ,
 12 ,0108,3/14/2022 8:01:40 AM , 18 , 11 , 63 , 25 , 14 ,
 13 ,0108,3/14/2022 8:02:40 AM , 0 , 0 , 89 , 0 , 72 ,
 13 ,0108,3/14/2022 8:03:40 AM , 57 , 37 , 129 , 75 , 11 ,
 13 ,0108,3/14/2022 8:04:40 AM , 65 , 37 , 102 , 54 , 1 ,
 13 ,0108,3/14/2022 8:05:40 AM , 32 , 10 , 67 , 35 , 0 ,
 13 ,0108,3/14/2022 8:06:40 AM , 35 , 19 , 94 , 66 , 4 ,
 13 ,0108,3/14/2022 8:07:40 AM , 32 , 16 , 138 , 75 , 13 ,
 14 ,0108,3/14/2022 8:08:40 AM , 20 , 3 , 58 , 25 , 3 ,
 14 ,0108,3/14/2022 8:09:40 AM , 21 , 8 , 119 , 60 , 6 ,
 14 ,0108,3/14/2022 8:10:40 AM , 51 , 25 , 65 , 29 , 4 ,
 14 ,0108,3/14/2022 8:11:40 AM , 46 , 26 , 90 , 45 , 3 ,
 14 ,0108,3/14/2022 8:12:40 AM , 27 , 11 , 65 , 40 , 0 ,
 15 ,0108,3/14/2022 8:13:40 AM , 40 , 23 , 61 , 31 , 0 ,
 15 ,0108,3/14/2022 8:14:40 AM , 19 , 7 , 54 , 17 , 0 ,
 15 ,0108,3/14/2022 8:15:40 AM , 79 , 38 , 119 , 77 , 23 ,
 15 ,0108,3/14/2022 8:16:40 AM , 122 , 77 , 268 , 196 , 22 ,
 15 ,0108,3/14/2022 8:17:40 AM , 103 , 63 , 189 , 129 , 44 ,
 15 ,0108,3/14/2022 8:18:40 AM , 90 , 57 , 217 , 170 , 18 ,
 16 ,0108,3/14/2022 8:19:40 AM , 46 , 22 , 193 , 123 , 0 ,
 16 ,0108,3/14/2022 8:20:40 AM , 59 , 22 , 136 , 80 , 3 ,
 16 ,0108,3/14/2022 8:21:40 AM , 25 , 17 , 73 , 28 , 12 ,
 16 ,0108,3/14/2022 8:22:40 AM , 30 , 12 , 49 , 32 , 3 ,
 16 ,0108,3/14/2022 8:23:40 AM , 27 , 12 , 86 , 39 , 0 ,
 16 ,0108,3/14/2022 8:24:40 AM , 56 , 31 , 76 , 42 , 4 ,
 17 ,0108,3/14/2022 8:25:40 AM , 41 , 1 , 11 , 2 , 19 ,
 17 ,0108,3/14/2022 8:26:40 AM , 0 , 0 , 18 , 4 , 22 ,
 17 ,0108,3/14/2022 8:27:40 AM , 76 , 50 , 109 , 70 , 6 ,
