Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:50 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0113
SUBJECT ID:F16-3
SUBJECT MASS:23.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 21 ,011302,3/14/2022,3/14/2022 8:47:32 AM ,3/14/2022 8:47:40 AM , 8 ,0.17,0.17,g,
 2 , 24 ,011302,3/14/2022,3/14/2022 9:04:03 AM ,3/14/2022 9:05:01 AM , 58 ,0.28,0.45,g,
 3 , 25 ,011302,3/14/2022,3/14/2022 9:15:00 AM ,3/14/2022 9:15:48 AM , 48 ,0.06,0.51,g,
 4 , 48 ,011302,3/14/2022,3/14/2022 11:25:02 AM ,3/14/2022 11:25:04 AM , 2 ,0.15,0.66,g,
 5 , 55 ,011302,3/14/2022,3/14/2022 12:00:23 PM ,3/14/2022 12:00:27 PM , 4 ,0.04,0.70,g,
 6 , 63 ,011302,3/14/2022,3/14/2022 12:48:13 PM ,3/14/2022 12:48:21 PM , 8 ,0.46,1.16,g,
 7 , 64 ,011302,3/14/2022,3/14/2022 12:51:54 PM ,3/14/2022 12:52:00 PM , 6 ,0.04,1.20,g,
 8 , 89 ,011302,3/14/2022,3/14/2022 3:15:01 PM ,3/14/2022 3:15:03 PM , 2 ,0.16,1.36,g,
 9 , 108 ,011302,3/14/2022,3/14/2022 5:03:21 PM ,3/14/2022 5:03:22 PM , 1 ,0.09,1.45,g,
 10 , 131 ,011302,3/14/2022,3/14/2022 7:13:45 PM ,3/14/2022 7:13:59 PM , 14 ,0.09,1.55,g,
 11 , 132 ,011302,3/14/2022,3/14/2022 7:15:52 PM ,3/14/2022 7:16:42 PM , 50 ,0.12,1.67,g,
 12 , 132 ,011302,3/14/2022,3/14/2022 7:20:36 PM ,3/14/2022 7:20:39 PM , 3 ,0.08,1.74,g,
 13 , 133 ,011302,3/14/2022,3/14/2022 7:27:05 PM ,3/14/2022 7:27:12 PM , 7 ,0.06,1.81,g,
 14 , 144 ,011302,3/14/2022,3/14/2022 8:29:30 PM ,3/14/2022 8:29:34 PM , 4 ,0.05,1.86,g,
 15 , 148 ,011302,3/14/2022,3/14/2022 8:46:43 PM ,3/14/2022 8:47:26 PM , 43 ,0.15,2.01,g,
 16 , 148 ,011302,3/14/2022,3/14/2022 8:48:51 PM ,3/14/2022 8:49:53 PM , 62 ,0.16,2.17,g,
 17 , 152 ,011302,3/14/2022,3/14/2022 9:12:23 PM ,3/14/2022 9:12:39 PM , 16 ,0.17,2.35,g,
 18 , 163 ,011302,3/14/2022,3/14/2022 10:15:10 PM ,3/14/2022 10:15:38 PM , 28 ,0.25,2.60,g,
 19 , 179 ,011302,3/14/2022,3/14/2022 11:45:06 PM ,3/14/2022 11:45:11 PM , 5 ,0.08,2.68,g,
 20 , 180 ,011302,3/14/2022,3/14/2022 11:50:13 PM ,3/14/2022 11:50:34 PM , 21 ,0.09,2.78,g,
 21 , 184 ,011302,3/15/2022,3/15/2022 12:11:37 AM ,3/15/2022 12:12:18 AM , 41 ,0.12,2.90,g,
 22 , 184 ,011302,3/15/2022,3/15/2022 12:15:25 AM ,3/15/2022 12:16:49 AM , 84 ,0.10,2.99,g,
 23 , 193 ,011302,3/15/2022,3/15/2022 1:04:53 AM ,3/15/2022 1:05:02 AM , 9 ,0.23,3.22,g,
 24 , 198 ,011302,3/15/2022,3/15/2022 1:30:56 AM ,3/15/2022 1:31:04 AM , 8 ,0.19,3.41,g,
 25 , 213 ,011302,3/15/2022,3/15/2022 2:59:37 AM ,3/15/2022 2:59:40 AM , 3 ,0.19,3.60,g,
 26 , 220 ,011302,3/15/2022,3/15/2022 3:39:59 AM ,3/15/2022 3:40:02 AM , 3 ,0.07,3.68,g,
 27 , 238 ,011302,3/15/2022,3/15/2022 5:17:52 AM ,3/15/2022 5:17:56 AM , 4 ,0.49,4.16,g,
 28 , 241 ,011302,3/15/2022,3/15/2022 5:36:17 AM ,3/15/2022 5:36:33 AM , 16 ,0.06,4.22,g,
