Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:47 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0109
SUBJECT ID:F8-1
SUBJECT MASS:18.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 3 ,010901,3/14/2022,3/14/2022 7:02:31 AM ,3/14/2022 7:05:46 AM , 195 ,0.05,0.05,g,
 2 , 3 ,010901,3/14/2022,3/14/2022 7:06:10 AM ,3/14/2022 7:06:50 AM , 40 ,0.05,0.10,g,
 3 , 7 ,010901,3/14/2022,3/14/2022 7:30:08 AM ,3/14/2022 7:33:21 AM , 193 ,0.03,0.13,g,
 4 , 11 ,010901,3/14/2022,3/14/2022 7:48:50 AM ,3/14/2022 7:50:52 AM , 122 ,0.28,0.41,g,
 5 , 12 ,010901,3/14/2022,3/14/2022 7:56:17 AM ,3/14/2022 7:56:58 AM , 41 ,0.03,0.44,g,
 6 , 24 ,010901,3/14/2022,3/14/2022 9:02:17 AM ,3/14/2022 9:05:33 AM , 196 ,0.04,0.48,g,
 7 , 41 ,010901,3/14/2022,3/14/2022 10:41:07 AM ,3/14/2022 10:41:37 AM , 30 ,0.05,0.53,g,
 8 , 42 ,010901,3/14/2022,3/14/2022 10:49:57 AM ,3/14/2022 10:51:01 AM , 64 ,0.05,0.58,g,
 9 , 63 ,010901,3/14/2022,3/14/2022 12:45:48 PM ,3/14/2022 12:48:01 PM , 133 ,0.03,0.61,g,
 10 , 65 ,010901,3/14/2022,3/14/2022 12:53:44 PM ,3/14/2022 12:57:12 PM , 208 ,0.04,0.65,g,
 11 , 84 ,010901,3/14/2022,3/14/2022 2:44:51 PM ,3/14/2022 2:49:06 PM , 255 ,0.07,0.72,g,
 12 , 85 ,010901,3/14/2022,3/14/2022 2:52:13 PM ,3/14/2022 2:53:51 PM , 98 ,0.08,0.80,g,
 13 , 99 ,010901,3/14/2022,3/14/2022 4:08:20 PM ,3/14/2022 4:12:59 PM , 279 ,0.13,0.93,g,
 14 , 110 ,010901,3/14/2022,3/14/2022 5:12:31 PM ,3/14/2022 5:17:08 PM , 277 ,0.15,1.08,g,
 15 , 116 ,010901,3/14/2022,3/14/2022 5:42:39 PM ,3/14/2022 5:46:10 PM , 211 ,0.07,1.16,g,
 16 , 132 ,010901,3/14/2022,3/14/2022 7:09:04 PM ,3/14/2022 7:17:10 PM , 486 ,0.12,1.27,g,
 17 , 139 ,010901,3/14/2022,3/14/2022 7:55:00 PM ,3/14/2022 8:00:45 PM , 345 ,0.13,1.40,g,
 18 , 142 ,010901,3/14/2022,3/14/2022 8:13:38 PM ,3/14/2022 8:14:00 PM , 22 ,0.16,1.56,g,
 19 , 170 ,010901,3/14/2022,3/14/2022 10:48:48 PM ,3/14/2022 10:53:43 PM , 295 ,0.06,1.62,g,
 20 , 172 ,010901,3/14/2022,3/14/2022 11:04:44 PM ,3/14/2022 11:07:29 PM , 165 ,0.08,1.69,g,
 21 , 180 ,010901,3/14/2022,3/14/2022 11:46:39 PM ,3/14/2022 11:51:10 PM , 271 ,0.12,1.81,g,
 22 , 183 ,010901,3/15/2022,3/15/2022 12:06:10 AM ,3/15/2022 12:10:47 AM , 277 ,0.06,1.88,g,
 23 , 184 ,010901,3/15/2022,3/15/2022 12:13:28 AM ,3/15/2022 12:13:50 AM , 22 ,0.07,1.94,g,
 24 , 188 ,010901,3/15/2022,3/15/2022 12:32:33 AM ,3/15/2022 12:36:08 AM , 215 ,0.03,1.97,g,
 25 , 191 ,010901,3/15/2022,3/15/2022 12:55:25 AM ,3/15/2022 12:55:37 AM , 12 ,0.03,2.00,g,
 26 , 194 ,010901,3/15/2022,3/15/2022 1:01:14 AM ,3/15/2022 1:10:45 AM , 571 ,0.17,2.18,g,
 27 , 195 ,010901,3/15/2022,3/15/2022 1:15:53 AM ,3/15/2022 1:16:06 AM , 13 ,0.05,2.23,g,
 28 , 198 ,010901,3/15/2022,3/15/2022 1:30:10 AM ,3/15/2022 1:35:37 AM , 327 ,0.07,2.30,g,
 29 , 199 ,010901,3/15/2022,3/15/2022 1:37:10 AM ,3/15/2022 1:37:40 AM , 30 ,0.06,2.36,g,
 30 , 208 ,010901,3/15/2022,3/15/2022 2:26:35 AM ,3/15/2022 2:32:22 AM , 347 ,0.45,2.81,g,
 31 , 210 ,010901,3/15/2022,3/15/2022 2:32:42 AM ,3/15/2022 2:39:46 AM , 424 ,0.19,3.00,g,
 32 , 214 ,010901,3/15/2022,3/15/2022 3:02:27 AM ,3/15/2022 3:03:51 AM , 84 ,0.07,3.06,g,
 33 , 225 ,010901,3/15/2022,3/15/2022 4:04:09 AM ,3/15/2022 4:04:25 AM , 16 ,0.05,3.11,g,
 34 , 225 ,010901,3/15/2022,3/15/2022 4:06:57 AM ,3/15/2022 4:07:54 AM , 57 ,0.19,3.31,g,
 35 , 228 ,010901,3/15/2022,3/15/2022 4:23:10 AM ,3/15/2022 4:23:16 AM , 6 ,0.32,3.63,g,
