Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:50 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0112
SUBJECT ID:F16-2
SUBJECT MASS:25.5 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,011201,3/14/2022,3/14/2022 7:01:14 AM ,3/14/2022 7:04:06 AM , 172 ,0.07,0.07,g,
 2 , 9 ,011201,3/14/2022,3/14/2022 7:37:20 AM ,3/14/2022 7:40:49 AM , 209 ,0.04,0.12,g,
 3 , 16 ,011201,3/14/2022,3/14/2022 8:15:11 AM ,3/14/2022 8:20:02 AM , 291 ,0.10,0.21,g,
 4 , 18 ,011201,3/14/2022,3/14/2022 8:31:49 AM ,3/14/2022 8:31:51 AM , 2 ,0.04,0.25,g,
 5 , 22 ,011201,3/14/2022,3/14/2022 8:54:48 AM ,3/14/2022 8:54:49 AM , 1 ,0.09,0.34,g,
 6 , 46 ,011201,3/14/2022,3/14/2022 11:09:01 AM ,3/14/2022 11:14:26 AM , 325 ,0.11,0.45,g,
 7 , 50 ,011201,3/14/2022,3/14/2022 11:34:58 AM ,3/14/2022 11:35:30 AM , 32 ,0.05,0.50,g,
 8 , 67 ,011201,3/14/2022,3/14/2022 1:04:47 PM ,3/14/2022 1:08:13 PM , 206 ,0.11,0.61,g,
 9 , 86 ,011201,3/14/2022,3/14/2022 2:56:59 PM ,3/14/2022 2:57:47 PM , 48 ,0.60,1.21,g,
 10 , 86 ,011201,3/14/2022,3/14/2022 3:00:10 PM ,3/14/2022 3:01:06 PM , 56 ,0.22,1.43,g,
 11 , 87 ,011201,3/14/2022,3/14/2022 3:01:30 PM ,3/14/2022 3:01:47 PM , 17 ,0.08,1.52,g,
 12 , 168 ,011201,3/14/2022,3/14/2022 10:39:23 PM ,3/14/2022 10:43:07 PM , 224 ,0.05,1.56,g,
 13 , 168 ,011201,3/14/2022,3/14/2022 10:43:30 PM ,3/14/2022 10:45:04 PM , 94 ,0.03,1.59,g,
 14 , 173 ,011201,3/14/2022,3/14/2022 11:08:56 PM ,3/14/2022 11:11:21 PM , 145 ,0.08,1.67,g,
 15 , 175 ,011201,3/14/2022,3/14/2022 11:24:12 PM ,3/14/2022 11:25:36 PM , 84 ,0.04,1.72,g,
 16 , 176 ,011201,3/14/2022,3/14/2022 11:28:03 PM ,3/14/2022 11:28:47 PM , 44 ,0.08,1.79,g,
 17 , 181 ,011201,3/14/2022,3/14/2022 11:52:41 PM ,3/14/2022 11:58:49 PM , 368 ,0.06,1.85,g,
 18 , 193 ,011201,3/15/2022,3/15/2022 12:54:30 AM ,3/15/2022 1:05:31 AM , 661 ,0.09,1.95,g,
 19 , 197 ,011201,3/15/2022,3/15/2022 1:24:31 AM ,3/15/2022 1:26:00 AM , 89 ,0.05,1.99,g,
 20 , 203 ,011201,3/15/2022,3/15/2022 2:00:07 AM ,3/15/2022 2:00:11 AM , 4 ,0.05,2.04,g,
 21 , 203 ,011201,3/15/2022,3/15/2022 2:01:47 AM ,3/15/2022 2:04:05 AM , 138 ,0.04,2.08,g,
 22 , 205 ,011201,3/15/2022,3/15/2022 2:12:50 AM ,3/15/2022 2:15:35 AM , 165 ,0.06,2.15,g,
 23 , 208 ,011201,3/15/2022,3/15/2022 2:26:15 AM ,3/15/2022 2:32:27 AM , 372 ,0.09,2.24,g,
 24 , 225 ,011201,3/15/2022,3/15/2022 4:03:44 AM ,3/15/2022 4:04:10 AM , 26 ,0.03,2.27,g,
 25 , 225 ,011201,3/15/2022,3/15/2022 4:04:30 AM ,3/15/2022 4:05:22 AM , 52 ,0.17,2.45,g,
 26 , 229 ,011201,3/15/2022,3/15/2022 4:30:49 AM ,3/15/2022 4:31:37 AM , 48 ,0.24,2.69,g,
