Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:46 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0107
SUBJECT ID:16-4
SUBJECT MASS:31.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,010702,3/14/2022,3/14/2022 6:56:58 AM ,3/14/2022 6:58:24 AM , 86 ,0.47,0.47,g,
 2 , 7 ,010702,3/14/2022,3/14/2022 7:31:29 AM ,3/14/2022 7:32:01 AM , 32 ,0.31,0.78,g,
 3 , 10 ,010702,3/14/2022,3/14/2022 7:46:19 AM ,3/14/2022 7:47:27 AM , 68 ,0.70,1.48,g,
 4 , 13 ,010702,3/14/2022,3/14/2022 8:04:16 AM ,3/14/2022 8:05:08 AM , 52 ,0.09,1.57,g,
 5 , 23 ,010702,3/14/2022,3/14/2022 9:00:26 AM ,3/14/2022 9:00:36 AM , 10 ,0.25,1.82,g,
 6 , 31 ,010702,3/14/2022,3/14/2022 9:47:38 AM ,3/14/2022 9:47:50 AM , 12 ,0.14,1.95,g,
 7 , 48 ,010702,3/14/2022,3/14/2022 11:21:11 AM ,3/14/2022 11:21:57 AM , 46 ,0.23,2.18,g,
 8 , 51 ,010702,3/14/2022,3/14/2022 11:40:10 AM ,3/14/2022 11:40:16 AM , 6 ,0.05,2.23,g,
 9 , 60 ,010702,3/14/2022,3/14/2022 12:31:51 PM ,3/14/2022 12:31:57 PM , 6 ,0.15,2.38,g,
 10 , 63 ,010702,3/14/2022,3/14/2022 12:48:59 PM ,3/14/2022 12:49:01 PM , 2 ,0.24,2.63,g,
 11 , 65 ,010702,3/14/2022,3/14/2022 12:58:06 PM ,3/14/2022 12:59:22 PM , 76 ,0.41,3.04,g,
 12 , 107 ,010702,3/14/2022,3/14/2022 4:55:44 PM ,3/14/2022 4:55:52 PM , 8 ,0.66,3.70,g,
 13 , 131 ,010702,3/14/2022,3/14/2022 7:14:56 PM ,3/14/2022 7:15:03 PM , 7 ,0.15,3.86,g,
 14 , 166 ,010702,3/14/2022,3/14/2022 10:30:31 PM ,3/14/2022 10:30:41 PM , 10 ,0.36,4.21,g,
 15 , 169 ,010702,3/14/2022,3/14/2022 10:45:17 PM ,3/14/2022 10:46:28 PM , 71 ,0.32,4.53,g,
 16 , 182 ,010702,3/15/2022,3/15/2022 12:00:34 AM ,3/15/2022 12:00:58 AM , 24 ,0.37,4.90,g,
 17 , 183 ,010702,3/15/2022,3/15/2022 12:09:33 AM ,3/15/2022 12:09:35 AM , 2 ,0.51,5.41,g,
 18 , 185 ,010702,3/15/2022,3/15/2022 12:21:46 AM ,3/15/2022 12:22:04 AM , 18 ,0.24,5.65,g,
 19 , 193 ,010702,3/15/2022,3/15/2022 1:04:35 AM ,3/15/2022 1:04:50 AM , 15 ,0.34,5.99,g,
 20 , 195 ,010702,3/15/2022,3/15/2022 1:16:18 AM ,3/15/2022 1:16:54 AM , 36 ,0.32,6.31,g,
 21 , 206 ,010702,3/15/2022,3/15/2022 2:19:49 AM ,3/15/2022 2:20:55 AM , 66 ,0.10,6.40,g,
 22 , 211 ,010702,3/15/2022,3/15/2022 2:44:01 AM ,3/15/2022 2:44:33 AM , 32 ,1.67,8.08,g,
 23 , 232 ,010702,3/15/2022,3/15/2022 4:43:23 AM ,3/15/2022 4:45:44 AM , 141 ,0.64,8.72,g,
 24 , 239 ,010702,3/15/2022,3/15/2022 5:27:33 AM ,3/15/2022 5:27:40 AM , 7 ,0.31,9.03,g,
