Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:42 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0102
SUBJECT ID:16-1
SUBJECT MASS:29.1 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 4 ,010201,3/14/2022,3/14/2022 7:12:55 AM ,3/14/2022 7:12:57 AM , 2 ,0.07,0.07,g,
 2 , 17 ,010201,3/14/2022,3/14/2022 8:24:31 AM ,3/14/2022 8:26:00 AM , 89 ,1.13,1.20,g,
 3 , 157 ,010201,3/14/2022,3/14/2022 9:35:52 PM ,3/14/2022 9:39:31 PM , 219 ,0.05,1.25,g,
 4 , 158 ,010201,3/14/2022,3/14/2022 9:47:03 PM ,3/14/2022 9:47:09 PM , 6 ,0.05,1.30,g,
 5 , 188 ,010201,3/15/2022,3/15/2022 12:33:38 AM ,3/15/2022 12:34:08 AM , 30 ,0.05,1.35,g,
 6 , 202 ,010201,3/15/2022,3/15/2022 1:56:01 AM ,3/15/2022 1:56:19 AM , 18 ,0.04,1.39,g,
 7 , 204 ,010201,3/15/2022,3/15/2022 2:01:51 AM ,3/15/2022 2:05:30 AM , 219 ,0.04,1.42,g,
 8 , 205 ,010201,3/15/2022,3/15/2022 2:06:56 AM ,3/15/2022 2:14:53 AM , 477 ,0.08,1.51,g,
 9 , 208 ,010201,3/15/2022,3/15/2022 2:25:57 AM ,3/15/2022 2:29:38 AM , 221 ,0.05,1.56,g,
 10 , 210 ,010201,3/15/2022,3/15/2022 2:39:14 AM ,3/15/2022 2:40:01 AM , 47 ,0.15,1.71,g,
 11 , 225 ,010201,3/15/2022,3/15/2022 4:07:45 AM ,3/15/2022 4:08:43 AM , 58 ,0.21,1.92,g,
