Oxymax Activity CSV File

CSV FILE CREATION:3/15/2022 6:01:48 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.ADTA

GROUP/CAGE:0109
SUBJECT ID:F8-1
SUBJECT MASS:18.8 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0109,3/14/2022 6:55:40 AM , 29 , 3 , 110 , 33 , 13 ,
 1 ,0109,3/14/2022 6:56:40 AM , 60 , 24 , 208 , 108 , 0 ,
 1 ,0109,3/14/2022 6:57:40 AM , 171 , 99 , 276 , 179 , 22 ,
 1 ,0109,3/14/2022 6:58:40 AM , 114 , 69 , 275 , 198 , 10 ,
 1 ,0109,3/14/2022 6:59:40 AM , 255 , 138 , 405 , 290 , 3 ,
 2 ,0109,3/14/2022 7:00:40 AM , 98 , 32 , 110 , 39 , 2 ,
 2 ,0109,3/14/2022 7:01:40 AM , 70 , 2 , 144 , 33 , 1 ,
 2 ,0109,3/14/2022 7:02:40 AM , 126 , 41 , 141 , 91 , 11 ,
 2 ,0109,3/14/2022 7:03:40 AM , 9 , 0 , 0 , 0 , 30 ,
 2 ,0109,3/14/2022 7:04:40 AM , 142 , 91 , 217 , 152 , 18 ,
 3 ,0109,3/14/2022 7:05:40 AM , 81 , 50 , 149 , 100 , 28 ,
 3 ,0109,3/14/2022 7:06:40 AM , 136 , 47 , 175 , 97 , 46 ,
 3 ,0109,3/14/2022 7:07:40 AM , 163 , 63 , 186 , 103 , 6 ,
 3 ,0109,3/14/2022 7:08:40 AM , 166 , 96 , 307 , 227 , 16 ,
 3 ,0109,3/14/2022 7:09:40 AM , 51 , 26 , 98 , 66 , 98 ,
 3 ,0109,3/14/2022 7:10:40 AM , 92 , 34 , 204 , 104 , 24 ,
 4 ,0109,3/14/2022 7:11:40 AM , 120 , 49 , 81 , 43 , 18 ,
 4 ,0109,3/14/2022 7:12:40 AM , 183 , 137 , 295 , 231 , 30 ,
 4 ,0109,3/14/2022 7:13:40 AM , 112 , 25 , 134 , 50 , 7 ,
 4 ,0109,3/14/2022 7:14:40 AM , 12 , 1 , 88 , 7 , 4 ,
 4 ,0109,3/14/2022 7:15:40 AM , 0 , 0 , 14 , 0 , 0 ,
 4 ,0109,3/14/2022 7:16:40 AM , 45 , 1 , 60 , 6 , 1 ,
 5 ,0109,3/14/2022 7:17:40 AM , 45 , 4 , 98 , 13 , 0 ,
 5 ,0109,3/14/2022 7:18:40 AM , 80 , 3 , 41 , 1 , 5 ,
 5 ,0109,3/14/2022 7:19:40 AM , 117 , 58 , 168 , 97 , 17 ,
 5 ,0109,3/14/2022 7:20:40 AM , 167 , 113 , 281 , 200 , 32 ,
 5 ,0109,3/14/2022 7:21:40 AM , 159 , 86 , 346 , 257 , 5 ,
 6 ,0109,3/14/2022 7:22:40 AM , 150 , 90 , 331 , 244 , 4 ,
 6 ,0109,3/14/2022 7:23:40 AM , 186 , 93 , 278 , 201 , 1 ,
 6 ,0109,3/14/2022 7:24:40 AM , 80 , 48 , 173 , 116 , 10 ,
 6 ,0109,3/14/2022 7:25:40 AM , 126 , 67 , 183 , 137 , 12 ,
 6 ,0109,3/14/2022 7:26:40 AM , 53 , 12 , 122 , 64 , 18 ,
 6 ,0109,3/14/2022 7:27:40 AM , 74 , 0 , 75 , 1 , 0 ,
 7 ,0109,3/14/2022 7:28:40 AM , 72 , 35 , 171 , 125 , 10 ,
 7 ,0109,3/14/2022 7:29:40 AM , 199 , 136 , 359 , 281 , 40 ,
 7 ,0109,3/14/2022 7:30:40 AM , 161 , 94 , 314 , 227 , 62 ,
 7 ,0109,3/14/2022 7:31:40 AM , 146 , 100 , 297 , 231 , 28 ,
 7 ,0109,3/14/2022 7:32:40 AM , 127 , 79 , 178 , 125 , 73 ,
 7 ,0109,3/14/2022 7:33:40 AM , 178 , 120 , 326 , 264 , 38 ,
 8 ,0109,3/14/2022 7:34:40 AM , 195 , 125 , 359 , 254 , 50 ,
 8 ,0109,3/14/2022 7:35:40 AM , 91 , 57 , 184 , 122 , 46 ,
 8 ,0109,3/14/2022 7:36:40 AM , 124 , 90 , 189 , 135 , 45 ,
 8 ,0109,3/14/2022 7:37:40 AM , 46 , 32 , 132 , 93 , 40 ,
 8 ,0109,3/14/2022 7:38:40 AM , 180 , 111 , 252 , 190 , 42 ,
 9 ,0109,3/14/2022 7:39:40 AM , 160 , 94 , 246 , 200 , 55 ,
 9 ,0109,3/14/2022 7:40:40 AM , 61 , 22 , 64 , 50 , 122 ,
 9 ,0109,3/14/2022 7:41:40 AM , 110 , 6 , 95 , 4 , 1 ,
 9 ,0109,3/14/2022 7:42:40 AM , 270 , 168 , 265 , 204 , 96 ,
 9 ,0109,3/14/2022 7:43:40 AM , 221 , 115 , 302 , 213 , 93 ,
 9 ,0109,3/14/2022 7:44:40 AM , 64 , 45 , 141 , 108 , 92 ,
 10 ,0109,3/14/2022 7:45:40 AM , 186 , 107 , 306 , 210 , 47 ,
 10 ,0109,3/14/2022 7:46:40 AM , 206 , 156 , 231 , 175 , 52 ,
 10 ,0109,3/14/2022 7:47:40 AM , 237 , 157 , 487 , 392 , 6 ,
 10 ,0109,3/14/2022 7:48:40 AM , 240 , 165 , 399 , 269 , 0 ,
 10 ,0109,3/14/2022 7:49:40 AM , 43 , 18 , 104 , 52 , 5 ,
 10 ,0109,3/14/2022 7:50:40 AM , 27 , 4 , 50 , 18 , 3 ,
 11 ,0109,3/14/2022 7:51:40 AM , 32 , 12 , 21 , 15 , 0 ,
 11 ,0109,3/14/2022 7:52:40 AM , 86 , 15 , 105 , 48 , 7 ,
 11 ,0109,3/14/2022 7:53:40 AM , 26 , 0 , 163 , 23 , 0 ,
 11 ,0109,3/14/2022 7:54:40 AM , 143 , 2 , 62 , 8 , 0 ,
 11 ,0109,3/14/2022 7:55:40 AM , 110 , 47 , 217 , 131 , 8 ,
 12 ,0109,3/14/2022 7:56:40 AM , 192 , 114 , 310 , 253 , 54 ,
 12 ,0109,3/14/2022 7:57:40 AM , 134 , 87 , 212 , 113 , 14 ,
 12 ,0109,3/14/2022 7:58:40 AM , 190 , 105 , 456 , 342 , 8 ,
 12 ,0109,3/14/2022 7:59:40 AM , 279 , 160 , 472 , 350 , 0 ,
 12 ,0109,3/14/2022 8:00:40 AM , 319 , 215 , 519 , 394 , 34 ,
 12 ,0109,3/14/2022 8:01:40 AM , 208 , 128 , 414 , 338 , 68 ,
 13 ,0109,3/14/2022 8:02:40 AM , 232 , 167 , 340 , 255 , 12 ,
 13 ,0109,3/14/2022 8:03:40 AM , 128 , 87 , 232 , 167 , 55 ,
 13 ,0109,3/14/2022 8:04:40 AM , 105 , 51 , 216 , 118 , 71 ,
 13 ,0109,3/14/2022 8:05:40 AM , 64 , 12 , 33 , 0 , 0 ,
 13 ,0109,3/14/2022 8:06:40 AM , 76 , 6 , 32 , 0 , 0 ,
 13 ,0109,3/14/2022 8:07:40 AM , 111 , 48 , 163 , 71 , 0 ,
 14 ,0109,3/14/2022 8:08:40 AM , 161 , 100 , 279 , 196 , 57 ,
 14 ,0109,3/14/2022 8:09:40 AM , 204 , 114 , 267 , 201 , 69 ,
 14 ,0109,3/14/2022 8:10:40 AM , 286 , 199 , 403 , 335 , 63 ,
 14 ,0109,3/14/2022 8:11:40 AM , 334 , 235 , 384 , 283 , 59 ,
 14 ,0109,3/14/2022 8:12:40 AM , 150 , 97 , 295 , 208 , 78 ,
 15 ,0109,3/14/2022 8:13:40 AM , 106 , 53 , 267 , 169 , 7 ,
 15 ,0109,3/14/2022 8:14:40 AM , 331 , 214 , 514 , 404 , 0 ,
 15 ,0109,3/14/2022 8:15:40 AM , 321 , 192 , 724 , 568 , 8 ,
 15 ,0109,3/14/2022 8:16:40 AM , 145 , 79 , 318 , 240 , 7 ,
 15 ,0109,3/14/2022 8:17:40 AM , 180 , 125 , 213 , 129 , 19 ,
 15 ,0109,3/14/2022 8:18:40 AM , 39 , 10 , 88 , 60 , 30 ,
 16 ,0109,3/14/2022 8:19:40 AM , 118 , 41 , 99 , 79 , 0 ,
 16 ,0109,3/14/2022 8:20:40 AM , 60 , 0 , 4 , 0 , 0 ,
 16 ,0109,3/14/2022 8:21:40 AM , 1 , 0 , 15 , 2 , 0 ,
 16 ,0109,3/14/2022 8:22:40 AM , 32 , 2 , 71 , 17 , 4 ,
 16 ,0109,3/14/2022 8:23:40 AM , 126 , 80 , 203 , 148 , 15 ,
 16 ,0109,3/14/2022 8:24:40 AM , 103 , 38 , 249 , 183 , 30 ,
 17 ,0109,3/14/2022 8:25:40 AM , 30 , 12 , 104 , 62 , 57 ,
 17 ,0109,3/14/2022 8:26:40 AM , 108 , 46 , 111 , 90 , 47 ,
 17 ,0109,3/14/2022 8:27:40 AM , 88 , 48 , 73 , 50 , 27 ,
