Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:45 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0106
SUBJECT ID:8-3
SUBJECT MASS:25.5 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,010601,3/14/2022,3/14/2022 6:58:33 AM ,3/14/2022 7:04:57 AM , 384 ,0.12,0.12,g,
 2 , 17 ,010601,3/14/2022,3/14/2022 8:26:00 AM ,3/14/2022 8:27:24 AM , 84 ,0.07,0.19,g,
 3 , 19 ,010601,3/14/2022,3/14/2022 8:35:54 AM ,3/14/2022 8:40:08 AM , 254 ,0.06,0.25,g,
 4 , 21 ,010601,3/14/2022,3/14/2022 8:50:35 AM ,3/14/2022 8:50:47 AM , 12 ,0.07,0.32,g,
 5 , 22 ,010601,3/14/2022,3/14/2022 8:53:37 AM ,3/14/2022 8:54:25 AM , 48 ,0.28,0.61,g,
 6 , 109 ,010601,3/14/2022,3/14/2022 4:59:24 PM ,3/14/2022 5:07:01 PM , 457 ,0.07,0.67,g,
 7 , 124 ,010601,3/14/2022,3/14/2022 6:31:45 PM ,3/14/2022 6:33:07 PM , 82 ,0.04,0.71,g,
 8 , 126 ,010601,3/14/2022,3/14/2022 6:34:19 PM ,3/14/2022 6:43:22 PM , 543 ,0.15,0.85,g,
 9 , 139 ,010601,3/14/2022,3/14/2022 7:50:44 PM ,3/14/2022 8:00:42 PM , 598 ,0.04,0.89,g,
 10 , 140 ,010601,3/14/2022,3/14/2022 8:01:40 PM ,3/14/2022 8:01:56 PM , 16 ,0.12,1.02,g,
 11 , 147 ,010601,3/14/2022,3/14/2022 8:41:20 PM ,3/14/2022 8:46:52 PM , 332 ,0.12,1.14,g,
 12 , 154 ,010601,3/14/2022,3/14/2022 9:14:47 PM ,3/14/2022 9:21:34 PM , 407 ,0.13,1.27,g,
 13 , 158 ,010601,3/14/2022,3/14/2022 9:46:57 PM ,3/14/2022 9:48:57 PM , 120 ,0.14,1.40,g,
 14 , 164 ,010601,3/14/2022,3/14/2022 10:15:15 PM ,3/14/2022 10:21:02 PM , 347 ,0.15,1.55,g,
 15 , 170 ,010601,3/14/2022,3/14/2022 10:51:24 PM ,3/14/2022 10:52:52 PM , 88 ,0.20,1.75,g,
 16 , 175 ,010601,3/14/2022,3/14/2022 11:21:59 PM ,3/14/2022 11:24:48 PM , 169 ,0.05,1.80,g,
 17 , 176 ,010601,3/14/2022,3/14/2022 11:26:19 PM ,3/14/2022 11:27:01 PM , 42 ,0.05,1.85,g,
 18 , 176 ,010601,3/14/2022,3/14/2022 11:27:39 PM ,3/14/2022 11:30:16 PM , 157 ,0.10,1.95,g,
 19 , 184 ,010601,3/15/2022,3/15/2022 12:04:22 AM ,3/15/2022 12:12:09 AM , 467 ,0.23,2.19,g,
 20 , 193 ,010601,3/15/2022,3/15/2022 1:03:08 AM ,3/15/2022 1:04:12 AM , 64 ,0.12,2.31,g,
 21 , 200 ,010601,3/15/2022,3/15/2022 1:41:48 AM ,3/15/2022 1:46:39 AM , 291 ,0.27,2.58,g,
 22 , 204 ,010601,3/15/2022,3/15/2022 2:06:36 AM ,3/15/2022 2:08:17 AM , 101 ,0.05,2.63,g,
 23 , 206 ,010601,3/15/2022,3/15/2022 2:15:11 AM ,3/15/2022 2:20:52 AM , 341 ,0.06,2.69,g,
 24 , 225 ,010601,3/15/2022,3/15/2022 4:05:04 AM ,3/15/2022 4:06:16 AM , 72 ,0.05,2.73,g,
 25 , 227 ,010601,3/15/2022,3/15/2022 4:09:41 AM ,3/15/2022 4:15:29 AM , 348 ,0.06,2.79,g,
 26 , 229 ,010601,3/15/2022,3/15/2022 4:29:46 AM ,3/15/2022 4:30:28 AM , 42 ,0.04,2.83,g,
