Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:44 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0105
SUBJECT ID:16-3
SUBJECT MASS:30.4 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 57 ,010501,3/14/2022,3/14/2022 12:03:16 PM ,3/14/2022 12:14:41 PM , 685 ,0.08,0.08,g,
 2 , 77 ,010501,3/14/2022,3/14/2022 2:02:28 PM ,3/14/2022 2:06:01 PM , 213 ,0.03,0.11,g,
 3 , 96 ,010501,3/14/2022,3/14/2022 3:52:04 PM ,3/14/2022 3:54:21 PM , 137 ,0.03,0.14,g,
 4 , 100 ,010501,3/14/2022,3/14/2022 4:07:34 PM ,3/14/2022 4:20:05 PM , 751 ,0.04,0.19,g,
 5 , 116 ,010501,3/14/2022,3/14/2022 5:25:32 PM ,3/14/2022 5:46:18 PM , 1246 ,0.26,0.44,g,
 6 , 128 ,010501,3/14/2022,3/14/2022 6:43:21 PM ,3/14/2022 6:56:28 PM , 787 ,0.08,0.52,g,
 7 , 136 ,010501,3/14/2022,3/14/2022 7:32:36 PM ,3/14/2022 7:44:35 PM , 719 ,0.19,0.71,g,
 8 , 147 ,010501,3/14/2022,3/14/2022 8:15:06 PM ,3/14/2022 8:45:14 PM , 1808 ,0.18,0.89,g,
 9 , 155 ,010501,3/14/2022,3/14/2022 9:18:12 PM ,3/14/2022 9:27:11 PM , 539 ,0.17,1.06,g,
 10 , 156 ,010501,3/14/2022,3/14/2022 9:35:07 PM ,3/14/2022 9:36:25 PM , 78 ,0.05,1.11,g,
 11 , 165 ,010501,3/14/2022,3/14/2022 10:14:36 PM ,3/14/2022 10:24:58 PM , 622 ,0.21,1.32,g,
 12 , 165 ,010501,3/14/2022,3/14/2022 10:26:48 PM ,3/14/2022 10:28:49 PM , 121 ,0.03,1.35,g,
 13 , 172 ,010501,3/14/2022,3/14/2022 11:03:56 PM ,3/14/2022 11:05:12 PM , 76 ,0.24,1.59,g,
 14 , 177 ,010501,3/14/2022,3/14/2022 11:24:19 PM ,3/14/2022 11:33:27 PM , 548 ,0.21,1.80,g,
 15 , 193 ,010501,3/15/2022,3/15/2022 12:52:20 AM ,3/15/2022 1:03:05 AM , 645 ,0.08,1.88,g,
 16 , 209 ,010501,3/15/2022,3/15/2022 2:23:10 AM ,3/15/2022 2:33:56 AM , 646 ,0.18,2.06,g,
 17 , 220 ,010501,3/15/2022,3/15/2022 3:11:33 AM ,3/15/2022 3:36:11 AM , 1478 ,0.22,2.28,g,
 18 , 227 ,010501,3/15/2022,3/15/2022 4:07:24 AM ,3/15/2022 4:14:56 AM , 452 ,0.17,2.45,g,
 19 , 235 ,010501,3/15/2022,3/15/2022 5:01:32 AM ,3/15/2022 5:02:00 AM , 28 ,0.25,2.71,g,
 20 , 236 ,010501,3/15/2022,3/15/2022 5:05:33 AM ,3/15/2022 5:07:41 AM , 128 ,0.12,2.83,g,
