Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:45 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0106
SUBJECT ID:8-3
SUBJECT MASS:25.5 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 3 ,010602,3/14/2022,3/14/2022 7:06:47 AM ,3/14/2022 7:07:47 AM , 60 ,0.11,0.11,g,
 2 , 18 ,010602,3/14/2022,3/14/2022 8:27:10 AM ,3/14/2022 8:30:51 AM , 221 ,0.29,0.40,g,
 3 , 56 ,010602,3/14/2022,3/14/2022 12:07:35 PM ,3/14/2022 12:10:39 PM , 184 ,0.24,0.64,g,
 4 , 58 ,010602,3/14/2022,3/14/2022 12:20:13 PM ,3/14/2022 12:22:34 PM , 141 ,0.22,0.86,g,
 5 , 60 ,010602,3/14/2022,3/14/2022 12:32:58 PM ,3/14/2022 12:33:40 PM , 42 ,0.12,0.98,g,
 6 , 109 ,010602,3/14/2022,3/14/2022 5:06:28 PM ,3/14/2022 5:07:57 PM , 89 ,0.57,1.55,g,
 7 , 111 ,010602,3/14/2022,3/14/2022 5:19:14 PM ,3/14/2022 5:20:50 PM , 96 ,0.15,1.70,g,
 8 , 140 ,010602,3/14/2022,3/14/2022 8:00:04 PM ,3/14/2022 8:03:23 PM , 199 ,0.58,2.28,g,
 9 , 141 ,010602,3/14/2022,3/14/2022 8:05:05 PM ,3/14/2022 8:08:22 PM , 197 ,0.04,2.32,g,
 10 , 154 ,010602,3/14/2022,3/14/2022 9:20:12 PM ,3/14/2022 9:22:16 PM , 124 ,0.27,2.59,g,
 11 , 160 ,010602,3/14/2022,3/14/2022 9:55:31 PM ,3/14/2022 9:56:44 PM , 73 ,0.24,2.83,g,
 12 , 167 ,010602,3/14/2022,3/14/2022 10:31:35 PM ,3/14/2022 10:35:04 PM , 209 ,0.23,3.06,g,
 13 , 167 ,010602,3/14/2022,3/14/2022 10:36:22 PM ,3/14/2022 10:37:14 PM , 52 ,0.05,3.11,g,
 14 , 172 ,010602,3/14/2022,3/14/2022 11:00:18 PM ,3/14/2022 11:05:49 PM , 331 ,0.30,3.41,g,
 15 , 176 ,010602,3/14/2022,3/14/2022 11:26:41 PM ,3/14/2022 11:26:43 PM , 2 ,0.10,3.51,g,
 16 , 179 ,010602,3/14/2022,3/14/2022 11:38:34 PM ,3/14/2022 11:43:33 PM , 299 ,0.21,3.72,g,
 17 , 183 ,010602,3/15/2022,3/15/2022 12:08:52 AM ,3/15/2022 12:09:32 AM , 40 ,0.07,3.79,g,
 18 , 185 ,010602,3/15/2022,3/15/2022 12:15:36 AM ,3/15/2022 12:18:08 AM , 152 ,0.12,3.91,g,
 19 , 189 ,010602,3/15/2022,3/15/2022 12:41:44 AM ,3/15/2022 12:41:56 AM , 12 ,0.12,4.04,g,
 20 , 190 ,010602,3/15/2022,3/15/2022 12:46:42 AM ,3/15/2022 12:48:38 AM , 116 ,0.06,4.09,g,
 21 , 193 ,010602,3/15/2022,3/15/2022 12:59:51 AM ,3/15/2022 1:03:46 AM , 235 ,0.12,4.21,g,
 22 , 195 ,010602,3/15/2022,3/15/2022 1:14:01 AM ,3/15/2022 1:15:07 AM , 66 ,0.10,4.31,g,
 23 , 198 ,010602,3/15/2022,3/15/2022 1:30:39 AM ,3/15/2022 1:34:16 AM , 217 ,0.03,4.35,g,
 24 , 201 ,010602,3/15/2022,3/15/2022 1:50:18 AM ,3/15/2022 1:51:02 AM , 44 ,0.11,4.45,g,
 25 , 203 ,010602,3/15/2022,3/15/2022 2:03:39 AM ,3/15/2022 2:03:57 AM , 18 ,0.07,4.53,g,
 26 , 205 ,010602,3/15/2022,3/15/2022 2:06:20 AM ,3/15/2022 2:10:35 AM , 255 ,0.07,4.60,g,
 27 , 207 ,010602,3/15/2022,3/15/2022 2:20:46 AM ,3/15/2022 2:22:19 AM , 93 ,0.03,4.63,g,
 28 , 209 ,010602,3/15/2022,3/15/2022 2:34:52 AM ,3/15/2022 2:35:46 AM , 54 ,0.08,4.71,g,
 29 , 225 ,010602,3/15/2022,3/15/2022 4:04:16 AM ,3/15/2022 4:07:12 AM , 176 ,0.17,4.88,g,
 30 , 227 ,010602,3/15/2022,3/15/2022 4:14:24 AM ,3/15/2022 4:15:11 AM , 47 ,0.05,4.93,g,
 31 , 227 ,010602,3/15/2022,3/15/2022 4:15:30 AM ,3/15/2022 4:16:13 AM , 43 ,0.05,4.98,g,
 32 , 229 ,010602,3/15/2022,3/15/2022 4:24:51 AM ,3/15/2022 4:27:40 AM , 169 ,0.04,5.02,g,
 33 , 229 ,010602,3/15/2022,3/15/2022 4:28:32 AM ,3/15/2022 4:28:56 AM , 24 ,0.04,5.06,g,
 34 , 232 ,010602,3/15/2022,3/15/2022 4:42:32 AM ,3/15/2022 4:43:46 AM , 74 ,0.09,5.15,g,
 35 , 244 ,010602,3/15/2022,3/15/2022 5:46:26 AM ,3/15/2022 5:51:44 AM , 318 ,0.07,5.23,g,
