Oxymax Feeding Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:53 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0116
SUBJECT ID:F16-4
SUBJECT MASS:20.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,011601,3/14/2022,3/14/2022 7:00:03 AM ,3/14/2022 7:00:40 AM , 37 ,0.09,0.09,g,
 2 , 24 ,011601,3/14/2022,3/14/2022 9:07:45 AM ,3/14/2022 9:09:07 AM , 82 ,0.03,0.12,g,
 3 , 28 ,011601,3/14/2022,3/14/2022 9:30:47 AM ,3/14/2022 9:31:05 AM , 18 ,0.17,0.28,g,
 4 , 43 ,011601,3/14/2022,3/14/2022 10:57:02 AM ,3/14/2022 10:57:18 AM , 16 ,0.39,0.68,g,
 5 , 120 ,011601,3/14/2022,3/14/2022 6:10:29 PM ,3/14/2022 6:10:37 PM , 8 ,0.16,0.84,g,
 6 , 141 ,011601,3/14/2022,3/14/2022 8:08:36 PM ,3/14/2022 8:09:16 PM , 40 ,0.10,0.94,g,
 7 , 145 ,011601,3/14/2022,3/14/2022 8:30:45 PM ,3/14/2022 8:31:06 PM , 21 ,0.31,1.25,g,
 8 , 168 ,011601,3/14/2022,3/14/2022 10:43:56 PM ,3/14/2022 10:44:42 PM , 46 ,0.04,1.29,g,
 9 , 173 ,011601,3/14/2022,3/14/2022 11:04:43 PM ,3/14/2022 11:10:27 PM , 344 ,0.14,1.43,g,
 10 , 174 ,011601,3/14/2022,3/14/2022 11:12:23 PM ,3/14/2022 11:15:40 PM , 197 ,0.04,1.47,g,
 11 , 175 ,011601,3/14/2022,3/14/2022 11:23:48 PM ,3/14/2022 11:23:54 PM , 6 ,0.04,1.50,g,
 12 , 179 ,011601,3/14/2022,3/14/2022 11:42:31 PM ,3/14/2022 11:43:29 PM , 58 ,0.03,1.54,g,
 13 , 187 ,011601,3/15/2022,3/15/2022 12:30:45 AM ,3/15/2022 12:32:02 AM , 77 ,0.06,1.59,g,
 14 , 187 ,011601,3/15/2022,3/15/2022 12:32:56 AM ,3/15/2022 12:33:18 AM , 22 ,0.06,1.65,g,
 15 , 192 ,011601,3/15/2022,3/15/2022 12:58:45 AM ,3/15/2022 12:58:51 AM , 6 ,0.05,1.70,g,
 16 , 193 ,011601,3/15/2022,3/15/2022 12:59:55 AM ,3/15/2022 1:02:14 AM , 139 ,0.29,2.00,g,
 17 , 194 ,011601,3/15/2022,3/15/2022 1:08:00 AM ,3/15/2022 1:08:01 AM , 1 ,0.04,2.04,g,
 18 , 203 ,011601,3/15/2022,3/15/2022 2:00:37 AM ,3/15/2022 2:01:59 AM , 82 ,0.09,2.13,g,
