===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,TIME,CAGE 0105,TIME,CAGE 0106,TIME,CAGE 0107,TIME,CAGE 0108,TIME,CAGE 0109,TIME,CAGE 0110,TIME,CAGE 0111,TIME,CAGE 0112,TIME,CAGE 0113,TIME,CAGE 0114,TIME,CAGE 0115,TIME,CAGE 0116,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 19 ,3/14/2022 8:36:59 AM , 1774.89 ,3/14/2022 8:37:19 AM , 2438.698 ,3/14/2022 8:37:39 AM , 1541.819 ,3/14/2022 8:37:59 AM , 1649.789 ,3/14/2022 8:38:19 AM , 1602.443 ,3/14/2022 8:38:39 AM , 2711.463 ,3/14/2022 8:38:59 AM , 2047.143 ,3/14/2022 8:39:19 AM , 3348.045 ,3/14/2022 8:39:39 AM , 5052.9 ,3/14/2022 8:39:59 AM , 1743.201 ,3/14/2022 8:40:19 AM , 2955.096 ,3/14/2022 8:40:39 AM , 2077.382 ,3/14/2022 8:40:59 AM , 2863.483 ,3/14/2022 8:41:19 AM , 1891.598 ,3/14/2022 8:41:39 AM , 1752.201 ,3/14/2022 8:41:59 AM , 3548.354 ,
 20 ,3/14/2022 8:42:39 AM , 1673.314 ,3/14/2022 8:42:59 AM , 2423.354 ,3/14/2022 8:43:19 AM , 1511.394 ,3/14/2022 8:43:39 AM , 1946.016 ,3/14/2022 8:43:59 AM , 1516.117 ,3/14/2022 8:44:19 AM , 2679.933 ,3/14/2022 8:44:39 AM , 2069.208 ,3/14/2022 8:44:59 AM , 3281.551 ,3/14/2022 8:45:19 AM , 5016.87 ,3/14/2022 8:45:39 AM , 2108.535 ,3/14/2022 8:45:59 AM , 2552.916 ,3/14/2022 8:46:19 AM , 1826.112 ,3/14/2022 8:46:39 AM , 2844.711 ,3/14/2022 8:46:59 AM , 1719.078 ,3/14/2022 8:47:19 AM , 1693.034 ,3/14/2022 8:47:39 AM , 3329.087 ,
 21 ,3/14/2022 8:48:19 AM , 1609.822 ,3/14/2022 8:48:39 AM , 2489.867 ,3/14/2022 8:48:59 AM , 1449.413 ,3/14/2022 8:49:19 AM , 1964.382 ,3/14/2022 8:49:39 AM , 1486.756 ,3/14/2022 8:49:59 AM , 2697.625 ,3/14/2022 8:50:19 AM , 1955.583 ,3/14/2022 8:50:39 AM , 3280.883 ,3/14/2022 8:50:59 AM , 4935.609 ,3/14/2022 8:51:19 AM , 1954.782 ,3/14/2022 8:51:39 AM , 2254.473 ,3/14/2022 8:51:59 AM , 1707.254 ,3/14/2022 8:52:19 AM , 2968.816 ,3/14/2022 8:52:39 AM , 1726.978 ,3/14/2022 8:52:59 AM , 1671.683 ,3/14/2022 8:53:19 AM , 3153.567 ,
 22 ,3/14/2022 8:53:59 AM , 1593.283 ,3/14/2022 8:54:19 AM , 2440.455 ,3/14/2022 8:54:39 AM , 1422.962 ,3/14/2022 8:54:59 AM , 1780 ,3/14/2022 8:55:19 AM , 1868.731 ,3/14/2022 8:55:39 AM , 2632.051 ,3/14/2022 8:55:59 AM , 1846.021 ,3/14/2022 8:56:19 AM , 3450.961 ,3/14/2022 8:56:39 AM , 4631.192 ,3/14/2022 8:56:59 AM , 1729.553 ,3/14/2022 8:57:19 AM , 2075.909 ,3/14/2022 8:57:39 AM , 1631.431 ,3/14/2022 8:57:59 AM , 2931.214 ,3/14/2022 8:58:19 AM , 1970.892 ,3/14/2022 8:58:39 AM , 1583.798 ,3/14/2022 8:58:59 AM , 2653.381 ,
 23 ,3/14/2022 8:59:39 AM , 1603.608 ,3/14/2022 8:59:59 AM , 2581.417 ,3/14/2022 9:00:19 AM , 1458.544 ,3/14/2022 9:00:39 AM , 1759.845 ,3/14/2022 9:00:59 AM , 2309.067 ,3/14/2022 9:01:19 AM , 2434.4 ,3/14/2022 9:01:39 AM , 1827.708 ,3/14/2022 9:01:59 AM , 3335.794 ,3/14/2022 9:02:19 AM , 4624.693 ,3/14/2022 9:02:39 AM , 1678.822 ,3/14/2022 9:02:59 AM , 2059.667 ,3/14/2022 9:03:19 AM , 1629.599 ,3/14/2022 9:03:39 AM , 3062.531 ,3/14/2022 9:03:59 AM , 2198.336 ,3/14/2022 9:04:19 AM , 1637.65 ,3/14/2022 9:04:39 AM , 2351.537 ,
 24 ,3/14/2022 9:05:19 AM , 1581.676 ,3/14/2022 9:05:39 AM , 2628.677 ,3/14/2022 9:05:59 AM , 1898.85 ,3/14/2022 9:06:19 AM , 1691.012 ,3/14/2022 9:06:39 AM , 2223.255 ,3/14/2022 9:06:59 AM , 1970.192 ,3/14/2022 9:07:19 AM , 1711.27 ,3/14/2022 9:07:39 AM , 3238.215 ,3/14/2022 9:07:59 AM , 4389.045 ,3/14/2022 9:08:19 AM , 1494.346 ,3/14/2022 9:08:39 AM , 1947.006 ,3/14/2022 9:08:59 AM , 1484.666 ,3/14/2022 9:09:19 AM , 3030.929 ,3/14/2022 9:09:39 AM , 1970.776 ,3/14/2022 9:09:59 AM , 1550.662 ,3/14/2022 9:10:19 AM , 2293.147 ,
 25 ,3/14/2022 9:10:59 AM , 1842.483 ,3/14/2022 9:11:19 AM , 2481.556 ,3/14/2022 9:11:39 AM , 2374.326 ,3/14/2022 9:11:59 AM , 1669.369 ,3/14/2022 9:12:19 AM , 2140.74 ,3/14/2022 9:12:39 AM , 1724.233 ,3/14/2022 9:12:59 AM , 1653.633 ,3/14/2022 9:13:19 AM , 3097.727 ,3/14/2022 9:13:39 AM , 4072.265 ,3/14/2022 9:13:59 AM , 1468.687 ,3/14/2022 9:14:19 AM , 1888.236 ,3/14/2022 9:14:39 AM , 1513.418 ,3/14/2022 9:14:59 AM , 3209.478 ,3/14/2022 9:15:19 AM , 1897.62 ,3/14/2022 9:15:39 AM , 1585.715 ,3/14/2022 9:15:59 AM , 2094.838 ,
 26 ,3/14/2022 9:16:39 AM , 2231.49 ,3/14/2022 9:16:59 AM , 2086.893 ,3/14/2022 9:17:19 AM , 2416.692 ,3/14/2022 9:17:39 AM , 1800.667 ,3/14/2022 9:17:59 AM , 1881.788 ,3/14/2022 9:18:19 AM , 1689.527 ,3/14/2022 9:18:39 AM , 1747.901 ,3/14/2022 9:18:59 AM , 2966.392 ,3/14/2022 9:19:19 AM , 3915.925 ,3/14/2022 9:19:39 AM , 1451.877 ,3/14/2022 9:19:59 AM , 2022.204 ,3/14/2022 9:20:19 AM , 1524.579 ,3/14/2022 9:20:39 AM , 3337.577 ,3/14/2022 9:20:59 AM , 1838.405 ,3/14/2022 9:21:19 AM , 1606.411 ,3/14/2022 9:21:39 AM , 1930.234 ,
 27 ,3/14/2022 9:22:19 AM , 2086.734 ,3/14/2022 9:22:39 AM , 1774.78 ,3/14/2022 9:22:59 AM , 2122.833 ,3/14/2022 9:23:19 AM , 2253.269 ,3/14/2022 9:23:39 AM , 1725.028 ,3/14/2022 9:23:59 AM , 1620.684 ,3/14/2022 9:24:19 AM , 1658.887 ,3/14/2022 9:24:39 AM , 2988.588 ,3/14/2022 9:24:59 AM , 3637.742 ,3/14/2022 9:25:19 AM , 1430.649 ,3/14/2022 9:25:39 AM , 1931.494 ,3/14/2022 9:25:59 AM , 1522.348 ,3/14/2022 9:26:19 AM , 3483.437 ,3/14/2022 9:26:39 AM , 1847.403 ,3/14/2022 9:26:59 AM , 1860.042 ,3/14/2022 9:27:19 AM , 1860.623 ,
 28 ,3/14/2022 9:27:59 AM , 1859.537 ,3/14/2022 9:28:19 AM , 1495.344 ,3/14/2022 9:28:39 AM , 1856.209 ,3/14/2022 9:28:59 AM , 2507.931 ,3/14/2022 9:29:19 AM , 1524.081 ,3/14/2022 9:29:39 AM , 1530.611 ,3/14/2022 9:29:59 AM , 1562.209 ,3/14/2022 9:30:19 AM , 2844.168 ,3/14/2022 9:30:39 AM , 2898.217 ,3/14/2022 9:30:59 AM , 1899.99 ,3/14/2022 9:31:19 AM , 1824.625 ,3/14/2022 9:31:39 AM , 1450.957 ,3/14/2022 9:31:59 AM , 3261.11 ,3/14/2022 9:32:19 AM , 1638.71 ,3/14/2022 9:32:39 AM , 2412.263 ,3/14/2022 9:32:59 AM , 1861.98 ,
