Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:43 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0103
SUBJECT ID:16-2
SUBJECT MASS:30.4 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 39 ,010302,3/14/2022,3/14/2022 10:32:24 AM ,3/14/2022 10:32:36 AM , 12 ,0.68,0.68,g,
 2 , 48 ,010302,3/14/2022,3/14/2022 11:23:24 AM ,3/14/2022 11:23:46 AM , 22 ,0.05,0.73,g,
 3 , 67 ,010302,3/14/2022,3/14/2022 1:09:03 PM ,3/14/2022 1:09:30 PM , 27 ,0.12,0.86,g,
 4 , 85 ,010302,3/14/2022,3/14/2022 2:50:42 PM ,3/14/2022 2:51:01 PM , 19 ,0.22,1.08,g,
 5 , 93 ,010302,3/14/2022,3/14/2022 3:36:53 PM ,3/14/2022 3:37:11 PM , 18 ,0.28,1.35,g,
 6 , 112 ,010302,3/14/2022,3/14/2022 5:27:11 PM ,3/14/2022 5:27:27 PM , 16 ,0.20,1.55,g,
 7 , 120 ,010302,3/14/2022,3/14/2022 6:11:21 PM ,3/14/2022 6:11:36 PM , 15 ,0.16,1.71,g,
 8 , 127 ,010302,3/14/2022,3/14/2022 6:52:17 PM ,3/14/2022 6:52:47 PM , 30 ,0.21,1.93,g,
 9 , 129 ,010302,3/14/2022,3/14/2022 7:03:08 PM ,3/14/2022 7:03:12 PM , 4 ,0.05,1.98,g,
 10 , 139 ,010302,3/14/2022,3/14/2022 7:59:27 PM ,3/14/2022 7:59:35 PM , 8 ,0.35,2.33,g,
 11 , 145 ,010302,3/14/2022,3/14/2022 8:31:15 PM ,3/14/2022 8:31:16 PM , 1 ,0.03,2.37,g,
 12 , 153 ,010302,3/14/2022,3/14/2022 9:18:09 PM ,3/14/2022 9:18:40 PM , 31 ,0.28,2.65,g,
 13 , 156 ,010302,3/14/2022,3/14/2022 9:32:44 PM ,3/14/2022 9:33:02 PM , 18 ,0.05,2.70,g,
 14 , 173 ,010302,3/14/2022,3/14/2022 11:11:02 PM ,3/14/2022 11:11:20 PM , 18 ,0.44,3.14,g,
 15 , 173 ,010302,3/14/2022,3/14/2022 11:12:04 PM ,3/14/2022 11:12:10 PM , 6 ,0.15,3.30,g,
 16 , 178 ,010302,3/14/2022,3/14/2022 11:42:18 PM ,3/14/2022 11:42:34 PM , 16 ,0.10,3.40,g,
 17 , 192 ,010302,3/15/2022,3/15/2022 1:00:32 AM ,3/15/2022 1:01:00 AM , 28 ,0.27,3.67,g,
 18 , 204 ,010302,3/15/2022,3/15/2022 2:04:26 AM ,3/15/2022 2:04:44 AM , 18 ,0.34,4.00,g,
 19 , 211 ,010302,3/15/2022,3/15/2022 2:45:21 AM ,3/15/2022 2:45:33 AM , 12 ,0.20,4.21,g,
 20 , 220 ,010302,3/15/2022,3/15/2022 3:35:47 AM ,3/15/2022 3:36:19 AM , 32 ,0.36,4.57,g,
 21 , 225 ,010302,3/15/2022,3/15/2022 4:03:12 AM ,3/15/2022 4:03:57 AM , 45 ,0.04,4.60,g,
 22 , 233 ,010302,3/15/2022,3/15/2022 4:50:29 AM ,3/15/2022 4:50:55 AM , 26 ,0.39,4.99,g,
 23 , 238 ,010302,3/15/2022,3/15/2022 5:21:29 AM ,3/15/2022 5:21:37 AM , 8 ,0.20,5.19,g,
