Oxymax Activity CSV File

CSV FILE CREATION:3/15/2022 6:01:46 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.ADTA

GROUP/CAGE:0107
SUBJECT ID:16-4
SUBJECT MASS:31.8 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0107,3/14/2022 6:55:40 AM , 221 , 51 , 93 , 44 , 6 ,
 1 ,0107,3/14/2022 6:56:40 AM , 21 , 17 , 28 , 14 , 15 ,
 1 ,0107,3/14/2022 6:57:40 AM , 74 , 51 , 79 , 38 , 2 ,
 1 ,0107,3/14/2022 6:58:40 AM , 37 , 5 , 103 , 38 , 0 ,
 1 ,0107,3/14/2022 6:59:40 AM , 300 , 4 , 89 , 29 , 0 ,
 2 ,0107,3/14/2022 7:00:40 AM , 55 , 22 , 70 , 38 , 2 ,
 2 ,0107,3/14/2022 7:01:40 AM , 28 , 0 , 6 , 1 , 0 ,
 2 ,0107,3/14/2022 7:02:40 AM , 0 , 0 , 39 , 0 , 0 ,
 2 ,0107,3/14/2022 7:03:40 AM , 0 , 0 , 90 , 3 , 0 ,
 2 ,0107,3/14/2022 7:04:40 AM , 18 , 0 , 61 , 9 , 0 ,
 3 ,0107,3/14/2022 7:05:40 AM , 198 , 23 , 60 , 28 , 0 ,
 3 ,0107,3/14/2022 7:06:40 AM , 22 , 12 , 64 , 33 , 0 ,
 3 ,0107,3/14/2022 7:07:40 AM , 14 , 2 , 41 , 7 , 24 ,
 3 ,0107,3/14/2022 7:08:40 AM , 0 , 0 , 109 , 2 , 0 ,
 3 ,0107,3/14/2022 7:09:40 AM , 85 , 56 , 88 , 41 , 0 ,
 3 ,0107,3/14/2022 7:10:40 AM , 6 , 5 , 76 , 16 , 0 ,
 4 ,0107,3/14/2022 7:11:40 AM , 0 , 0 , 90 , 4 , 0 ,
 4 ,0107,3/14/2022 7:12:40 AM , 0 , 0 , 104 , 5 , 0 ,
 4 ,0107,3/14/2022 7:13:40 AM , 38 , 28 , 41 , 16 , 0 ,
 4 ,0107,3/14/2022 7:14:40 AM , 31 , 18 , 40 , 33 , 0 ,
 4 ,0107,3/14/2022 7:15:40 AM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0107,3/14/2022 7:16:40 AM , 54 , 28 , 53 , 26 , 0 ,
 5 ,0107,3/14/2022 7:17:40 AM , 2 , 0 , 31 , 1 , 0 ,
 5 ,0107,3/14/2022 7:18:40 AM , 6 , 1 , 16 , 1 , 0 ,
 5 ,0107,3/14/2022 7:19:40 AM , 0 , 0 , 5 , 1 , 0 ,
 5 ,0107,3/14/2022 7:20:40 AM , 0 , 0 , 1 , 0 , 0 ,
 5 ,0107,3/14/2022 7:21:40 AM , 0 , 0 , 1 , 0 , 0 ,
 6 ,0107,3/14/2022 7:22:40 AM , 0 , 0 , 4 , 0 , 0 ,
 6 ,0107,3/14/2022 7:23:40 AM , 0 , 0 , 1 , 0 , 0 ,
 6 ,0107,3/14/2022 7:24:40 AM , 0 , 0 , 1 , 0 , 0 ,
 6 ,0107,3/14/2022 7:25:40 AM , 0 , 0 , 1 , 0 , 0 ,
 6 ,0107,3/14/2022 7:26:40 AM , 26 , 13 , 70 , 39 , 18 ,
 6 ,0107,3/14/2022 7:27:40 AM , 3 , 0 , 24 , 0 , 14 ,
 7 ,0107,3/14/2022 7:28:40 AM , 3 , 0 , 40 , 3 , 9 ,
 7 ,0107,3/14/2022 7:29:40 AM , 3 , 0 , 13 , 2 , 2 ,
 7 ,0107,3/14/2022 7:30:40 AM , 4 , 0 , 1 , 0 , 13 ,
 7 ,0107,3/14/2022 7:31:40 AM , 20 , 4 , 20 , 15 , 1 ,
 7 ,0107,3/14/2022 7:32:40 AM , 0 , 0 , 9 , 2 , 0 ,
 7 ,0107,3/14/2022 7:33:40 AM , 10 , 0 , 5 , 0 , 0 ,
 8 ,0107,3/14/2022 7:34:40 AM , 7 , 0 , 34 , 1 , 0 ,
 8 ,0107,3/14/2022 7:35:40 AM , 25 , 2 , 12 , 0 , 0 ,
 8 ,0107,3/14/2022 7:36:40 AM , 21 , 0 , 113 , 10 , 0 ,
 8 ,0107,3/14/2022 7:37:40 AM , 262 , 17 , 41 , 21 , 0 ,
 8 ,0107,3/14/2022 7:38:40 AM , 115 , 22 , 57 , 29 , 0 ,
 9 ,0107,3/14/2022 7:39:40 AM , 12 , 5 , 37 , 3 , 0 ,
 9 ,0107,3/14/2022 7:40:40 AM , 11 , 2 , 20 , 10 , 0 ,
 9 ,0107,3/14/2022 7:41:40 AM , 0 , 0 , 4 , 0 , 0 ,
 9 ,0107,3/14/2022 7:42:40 AM , 0 , 0 , 10 , 0 , 2 ,
 9 ,0107,3/14/2022 7:43:40 AM , 0 , 0 , 13 , 1 , 21 ,
 9 ,0107,3/14/2022 7:44:40 AM , 0 , 0 , 7 , 0 , 9 ,
 10 ,0107,3/14/2022 7:45:40 AM , 45 , 29 , 70 , 41 , 8 ,
 10 ,0107,3/14/2022 7:46:40 AM , 39 , 19 , 41 , 25 , 0 ,
 10 ,0107,3/14/2022 7:47:40 AM , 12 , 1 , 9 , 1 , 0 ,
 10 ,0107,3/14/2022 7:48:40 AM , 0 , 0 , 0 , 0 , 0 ,
 10 ,0107,3/14/2022 7:49:40 AM , 0 , 0 , 0 , 0 , 0 ,
 10 ,0107,3/14/2022 7:50:40 AM , 0 , 0 , 0 , 0 , 0 ,
 11 ,0107,3/14/2022 7:51:40 AM , 8 , 4 , 22 , 10 , 0 ,
 11 ,0107,3/14/2022 7:52:40 AM , 4 , 0 , 14 , 4 , 2 ,
 11 ,0107,3/14/2022 7:53:40 AM , 12 , 1 , 20 , 7 , 12 ,
 11 ,0107,3/14/2022 7:54:40 AM , 39 , 26 , 67 , 34 , 0 ,
 11 ,0107,3/14/2022 7:55:40 AM , 4 , 0 , 6 , 2 , 0 ,
 12 ,0107,3/14/2022 7:56:40 AM , 0 , 0 , 86 , 0 , 0 ,
 12 ,0107,3/14/2022 7:57:40 AM , 0 , 0 , 24 , 1 , 0 ,
 12 ,0107,3/14/2022 7:58:40 AM , 26 , 0 , 7 , 1 , 0 ,
 12 ,0107,3/14/2022 7:59:40 AM , 42 , 0 , 17 , 1 , 0 ,
 12 ,0107,3/14/2022 8:00:40 AM , 3 , 0 , 31 , 10 , 0 ,
 12 ,0107,3/14/2022 8:01:40 AM , 31 , 0 , 78 , 9 , 0 ,
 13 ,0107,3/14/2022 8:02:40 AM , 66 , 0 , 118 , 17 , 0 ,
 13 ,0107,3/14/2022 8:03:40 AM , 83 , 0 , 27 , 0 , 0 ,
 13 ,0107,3/14/2022 8:04:40 AM , 49 , 19 , 136 , 40 , 0 ,
 13 ,0107,3/14/2022 8:05:40 AM , 14 , 2 , 46 , 18 , 0 ,
 13 ,0107,3/14/2022 8:06:40 AM , 8 , 0 , 3 , 2 , 0 ,
 13 ,0107,3/14/2022 8:07:40 AM , 0 , 0 , 1 , 0 , 0 ,
 14 ,0107,3/14/2022 8:08:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0107,3/14/2022 8:09:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0107,3/14/2022 8:10:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0107,3/14/2022 8:11:40 AM , 0 , 0 , 0 , 0 , 0 ,
 14 ,0107,3/14/2022 8:12:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0107,3/14/2022 8:13:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0107,3/14/2022 8:14:40 AM , 0 , 0 , 0 , 0 , 0 ,
 15 ,0107,3/14/2022 8:15:40 AM , 3 , 0 , 2 , 0 , 0 ,
 15 ,0107,3/14/2022 8:16:40 AM , 2 , 0 , 12 , 2 , 0 ,
 15 ,0107,3/14/2022 8:17:40 AM , 0 , 0 , 84 , 0 , 0 ,
 15 ,0107,3/14/2022 8:18:40 AM , 9 , 3 , 49 , 22 , 2 ,
 16 ,0107,3/14/2022 8:19:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0107,3/14/2022 8:20:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0107,3/14/2022 8:21:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0107,3/14/2022 8:22:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0107,3/14/2022 8:23:40 AM , 0 , 0 , 0 , 0 , 0 ,
 16 ,0107,3/14/2022 8:24:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0107,3/14/2022 8:25:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0107,3/14/2022 8:26:40 AM , 0 , 0 , 0 , 0 , 0 ,
 17 ,0107,3/14/2022 8:27:40 AM , 0 , 0 , 0 , 0 , 0 ,
