Oxymax Activity CSV File

CSV FILE CREATION:3/15/2022 6:01:49 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.ADTA

GROUP/CAGE:0111
SUBJECT ID:F8-2
SUBJECT MASS:17.7 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0111,3/14/2022 6:55:40 AM , 198 , 118 , 273 , 198 , 11 ,
 1 ,0111,3/14/2022 6:56:40 AM , 182 , 123 , 276 , 205 , 18 ,
 1 ,0111,3/14/2022 6:57:40 AM , 121 , 26 , 76 , 24 , 0 ,
 1 ,0111,3/14/2022 6:58:40 AM , 127 , 68 , 209 , 80 , 2 ,
 1 ,0111,3/14/2022 6:59:40 AM , 119 , 75 , 176 , 111 , 28 ,
 2 ,0111,3/14/2022 7:00:40 AM , 202 , 132 , 239 , 155 , 21 ,
 2 ,0111,3/14/2022 7:01:40 AM , 131 , 61 , 176 , 109 , 2 ,
 2 ,0111,3/14/2022 7:02:40 AM , 98 , 49 , 135 , 89 , 6 ,
 2 ,0111,3/14/2022 7:03:40 AM , 130 , 69 , 172 , 100 , 12 ,
 2 ,0111,3/14/2022 7:04:40 AM , 129 , 74 , 90 , 49 , 6 ,
 3 ,0111,3/14/2022 7:05:40 AM , 198 , 147 , 193 , 133 , 21 ,
 3 ,0111,3/14/2022 7:06:40 AM , 197 , 131 , 233 , 147 , 7 ,
 3 ,0111,3/14/2022 7:07:40 AM , 154 , 90 , 227 , 140 , 20 ,
 3 ,0111,3/14/2022 7:08:40 AM , 176 , 132 , 216 , 139 , 13 ,
 3 ,0111,3/14/2022 7:09:40 AM , 80 , 52 , 78 , 38 , 30 ,
 3 ,0111,3/14/2022 7:10:40 AM , 112 , 62 , 122 , 74 , 1 ,
 4 ,0111,3/14/2022 7:11:40 AM , 110 , 69 , 93 , 54 , 1 ,
 4 ,0111,3/14/2022 7:12:40 AM , 29 , 15 , 38 , 21 , 0 ,
 4 ,0111,3/14/2022 7:13:40 AM , 56 , 14 , 32 , 5 , 0 ,
 4 ,0111,3/14/2022 7:14:40 AM , 133 , 78 , 184 , 112 , 5 ,
 4 ,0111,3/14/2022 7:15:40 AM , 111 , 76 , 193 , 127 , 12 ,
 4 ,0111,3/14/2022 7:16:40 AM , 104 , 52 , 138 , 84 , 25 ,
 5 ,0111,3/14/2022 7:17:40 AM , 12 , 6 , 25 , 7 , 30 ,
 5 ,0111,3/14/2022 7:18:40 AM , 1 , 1 , 6 , 3 , 9 ,
 5 ,0111,3/14/2022 7:19:40 AM , 42 , 19 , 95 , 61 , 0 ,
 5 ,0111,3/14/2022 7:20:40 AM , 178 , 114 , 174 , 130 , 3 ,
 5 ,0111,3/14/2022 7:21:40 AM , 64 , 9 , 61 , 13 , 0 ,
 6 ,0111,3/14/2022 7:22:40 AM , 91 , 55 , 130 , 94 , 1 ,
 6 ,0111,3/14/2022 7:23:40 AM , 94 , 29 , 83 , 43 , 4 ,
 6 ,0111,3/14/2022 7:24:40 AM , 50 , 24 , 29 , 1 , 0 ,
 6 ,0111,3/14/2022 7:25:40 AM , 0 , 0 , 5 , 1 , 0 ,
 6 ,0111,3/14/2022 7:26:40 AM , 19 , 1 , 19 , 1 , 0 ,
 6 ,0111,3/14/2022 7:27:40 AM , 96 , 55 , 114 , 70 , 1 ,
 7 ,0111,3/14/2022 7:28:40 AM , 51 , 16 , 162 , 62 , 0 ,
 7 ,0111,3/14/2022 7:29:40 AM , 36 , 10 , 20 , 3 , 0 ,
 7 ,0111,3/14/2022 7:30:40 AM , 16 , 8 , 49 , 7 , 0 ,
 7 ,0111,3/14/2022 7:31:40 AM , 53 , 13 , 54 , 26 , 1 ,
 7 ,0111,3/14/2022 7:32:40 AM , 32 , 12 , 56 , 32 , 3 ,
 7 ,0111,3/14/2022 7:33:40 AM , 195 , 124 , 310 , 222 , 0 ,
 8 ,0111,3/14/2022 7:34:40 AM , 79 , 24 , 131 , 78 , 6 ,
 8 ,0111,3/14/2022 7:35:40 AM , 66 , 28 , 97 , 52 , 9 ,
 8 ,0111,3/14/2022 7:36:40 AM , 157 , 105 , 233 , 145 , 12 ,
 8 ,0111,3/14/2022 7:37:40 AM , 148 , 64 , 139 , 86 , 2 ,
 8 ,0111,3/14/2022 7:38:40 AM , 215 , 123 , 412 , 315 , 3 ,
 9 ,0111,3/14/2022 7:39:40 AM , 109 , 53 , 180 , 117 , 1 ,
 9 ,0111,3/14/2022 7:40:40 AM , 100 , 56 , 157 , 105 , 33 ,
 9 ,0111,3/14/2022 7:41:40 AM , 37 , 7 , 66 , 12 , 0 ,
 9 ,0111,3/14/2022 7:42:40 AM , 130 , 62 , 268 , 192 , 2 ,
 9 ,0111,3/14/2022 7:43:40 AM , 102 , 55 , 150 , 109 , 8 ,
 9 ,0111,3/14/2022 7:44:40 AM , 24 , 11 , 103 , 59 , 0 ,
 10 ,0111,3/14/2022 7:45:40 AM , 110 , 61 , 132 , 68 , 1 ,
 10 ,0111,3/14/2022 7:46:40 AM , 166 , 91 , 245 , 157 , 17 ,
 10 ,0111,3/14/2022 7:47:40 AM , 110 , 58 , 64 , 30 , 8 ,
 10 ,0111,3/14/2022 7:48:40 AM , 0 , 0 , 0 , 0 , 10 ,
 10 ,0111,3/14/2022 7:49:40 AM , 0 , 0 , 0 , 0 , 41 ,
 10 ,0111,3/14/2022 7:50:40 AM , 0 , 0 , 4 , 1 , 2 ,
 11 ,0111,3/14/2022 7:51:40 AM , 46 , 35 , 55 , 23 , 2 ,
 11 ,0111,3/14/2022 7:52:40 AM , 168 , 98 , 149 , 98 , 7 ,
 11 ,0111,3/14/2022 7:53:40 AM , 67 , 41 , 61 , 31 , 0 ,
 11 ,0111,3/14/2022 7:54:40 AM , 72 , 27 , 119 , 67 , 7 ,
 11 ,0111,3/14/2022 7:55:40 AM , 101 , 29 , 54 , 19 , 6 ,
 12 ,0111,3/14/2022 7:56:40 AM , 153 , 84 , 156 , 103 , 1 ,
 12 ,0111,3/14/2022 7:57:40 AM , 71 , 12 , 54 , 14 , 0 ,
 12 ,0111,3/14/2022 7:58:40 AM , 122 , 10 , 27 , 1 , 0 ,
 12 ,0111,3/14/2022 7:59:40 AM , 18 , 3 , 6 , 1 , 0 ,
 12 ,0111,3/14/2022 8:00:40 AM , 72 , 41 , 135 , 83 , 11 ,
 12 ,0111,3/14/2022 8:01:40 AM , 97 , 55 , 142 , 105 , 18 ,
 13 ,0111,3/14/2022 8:02:40 AM , 96 , 33 , 195 , 150 , 49 ,
 13 ,0111,3/14/2022 8:03:40 AM , 108 , 74 , 176 , 127 , 40 ,
 13 ,0111,3/14/2022 8:04:40 AM , 105 , 65 , 161 , 112 , 34 ,
 13 ,0111,3/14/2022 8:05:40 AM , 80 , 39 , 172 , 118 , 12 ,
 13 ,0111,3/14/2022 8:06:40 AM , 28 , 7 , 139 , 17 , 0 ,
 13 ,0111,3/14/2022 8:07:40 AM , 55 , 28 , 99 , 65 , 14 ,
 14 ,0111,3/14/2022 8:08:40 AM , 81 , 44 , 128 , 68 , 3 ,
 14 ,0111,3/14/2022 8:09:40 AM , 51 , 17 , 59 , 30 , 13 ,
 14 ,0111,3/14/2022 8:10:40 AM , 27 , 16 , 29 , 19 , 22 ,
 14 ,0111,3/14/2022 8:11:40 AM , 0 , 0 , 0 , 0 , 66 ,
 14 ,0111,3/14/2022 8:12:40 AM , 0 , 0 , 0 , 0 , 39 ,
 15 ,0111,3/14/2022 8:13:40 AM , 18 , 16 , 16 , 12 , 6 ,
 15 ,0111,3/14/2022 8:14:40 AM , 13 , 6 , 32 , 9 , 0 ,
 15 ,0111,3/14/2022 8:15:40 AM , 55 , 26 , 73 , 51 , 1 ,
 15 ,0111,3/14/2022 8:16:40 AM , 45 , 30 , 32 , 9 , 0 ,
 15 ,0111,3/14/2022 8:17:40 AM , 0 , 0 , 43 , 8 , 0 ,
 15 ,0111,3/14/2022 8:18:40 AM , 18 , 0 , 79 , 36 , 1 ,
 16 ,0111,3/14/2022 8:19:40 AM , 224 , 139 , 288 , 216 , 2 ,
 16 ,0111,3/14/2022 8:20:40 AM , 88 , 37 , 176 , 125 , 1 ,
 16 ,0111,3/14/2022 8:21:40 AM , 74 , 47 , 104 , 66 , 2 ,
 16 ,0111,3/14/2022 8:22:40 AM , 131 , 76 , 195 , 131 , 8 ,
 16 ,0111,3/14/2022 8:23:40 AM , 351 , 214 , 462 , 308 , 4 ,
 16 ,0111,3/14/2022 8:24:40 AM , 290 , 162 , 537 , 373 , 0 ,
 17 ,0111,3/14/2022 8:25:40 AM , 215 , 115 , 504 , 401 , 0 ,
 17 ,0111,3/14/2022 8:26:40 AM , 68 , 21 , 137 , 55 , 1 ,
 17 ,0111,3/14/2022 8:27:40 AM , 70 , 27 , 139 , 102 , 2 ,
