Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:34 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0109
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3583
Subject Mass (G), 21.1 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0109,8/5/2024 5:23:55 PM ,4493,20.908,20.744,0.164,0.0,3345,0.061,0.189,0.129,0.0,0.745,21.3,0.915,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,327,135,463,242,44,0.0,0.4,0.0,50.4,29.4,30.1,30.0,0,0,0,
2,0109,8/5/2024 5:29:35 PM ,4741,20.908,20.735,0.172,0.0,3529,0.061,0.196,0.136,0.0,0.744,22.4,0.916,75.00,STABLE / OPEN,0.00,0.00,0.036,0.036,496,250,929,497,57,0.0,0.3,0.0,51.1,29.6,30.6,30.0,0,0,100,
3,0109,8/5/2024 5:35:15 PM ,4365,20.908,20.749,0.159,0.0,3252,0.059,0.184,0.125,0.0,0.745,20.7,0.915,75.00,STABLE / OPEN,0.00,0.00,0.030,0.066,273,153,592,274,16,0.0,0.4,0.0,51.0,29.8,30.3,30.0,0,0,100,
4,0109,8/5/2024 5:40:55 PM ,4297,20.908,20.751,0.156,0.0,3195,0.058,0.181,0.123,0.0,0.743,20.3,0.916,75.00,STABLE / OPEN,0.00,0.00,0.109,0.175,489,212,598,325,33,0.0,0.4,0.0,51.8,30.1,30.2,30.0,0,0,100,
5,0109,8/5/2024 5:46:35 PM ,4184,20.908,20.755,0.153,0.0,3227,0.057,0.181,0.124,0.0,0.771,19.9,0.916,75.00,STABLE / OPEN,0.00,0.00,0.113,0.288,329,147,641,228,21,0.0,0.4,0.0,52.8,30.2,30.6,30.0,0,0,100,
6,0109,8/5/2024 5:52:15 PM ,3357,20.908,20.785,0.123,0.0,2578,0.056,0.155,0.099,0.0,0.768,16.0,0.916,75.00,STABLE / OPEN,0.00,0.00,0.000,0.288,23,16,72,35,0,0.0,0.4,0.0,52.1,30.3,30.1,30.0,0,0,100,
7,0109,8/5/2024 5:57:55 PM ,2756,20.908,20.807,0.101,0.0,2094,0.055,0.135,0.080,0.0,0.760,13.1,0.916,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.288,0,0,63,10,1,0.0,0.4,0.0,51.8,30.4,30.5,30.0,0,0,100,
