Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:27 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0105
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3581
Subject Mass (G), 19.7 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0105,8/5/2024 5:22:35 PM ,4507,20.908,20.755,0.152,0.0,3553,0.061,0.187,0.126,0.0,0.788,21.6,0.928,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,397,247,458,303,20,0.0,0.3,0.0,47.0,29.9,30.6,30.0,0,0,0,
2,0105,8/5/2024 5:28:15 PM ,4394,20.908,20.759,0.148,0.0,3432,0.061,0.182,0.121,0.0,0.781,21.0,0.928,75.00,STABLE / OPEN,0.00,0.00,0.481,0.481,956,537,889,611,59,0.0,0.3,0.0,47.5,29.9,30.4,30.0,0,0,100,
3,0105,8/5/2024 5:33:55 PM ,4426,20.908,20.758,0.149,0.0,3462,0.059,0.182,0.123,0.0,0.782,21.2,0.928,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.481,930,487,1257,843,56,0.0,0.3,0.0,47.9,30.0,30.1,30.0,0,0,100,
4,0105,8/5/2024 5:39:35 PM ,4248,20.908,20.764,0.144,0.0,3332,0.058,0.176,0.118,0.0,0.784,20.3,0.927,75.00,STABLE / OPEN,0.00,0.00,0.047,0.528,647,343,823,469,39,0.0,0.3,0.0,48.4,30.1,30.6,30.0,0,0,100,
5,0105,8/5/2024 5:45:15 PM ,4129,20.908,20.769,0.139,0.0,3168,0.057,0.169,0.112,0.0,0.767,19.7,0.928,75.00,STABLE / OPEN,0.00,0.00,0.108,0.636,682,386,710,443,49,0.0,0.3,0.0,49.2,30.0,30.5,30.0,0,0,100,
6,0105,8/5/2024 5:50:55 PM ,4025,20.908,20.772,0.136,0.0,3117,0.056,0.166,0.110,0.0,0.774,19.2,0.928,75.00,STABLE / OPEN,0.00,0.00,0.000,0.636,405,203,480,250,18,0.0,0.3,0.0,50.9,30.2,29.9,30.0,0,0,100,
7,0105,8/5/2024 5:56:35 PM ,4012,20.908,20.773,0.135,0.0,3026,0.055,0.162,0.107,0.0,0.754,19.0,0.928,75.00,STABLE / OPEN,0.04,0.04,0.034,0.669,611,265,882,494,47,0.0,0.3,0.0,51.5,30.1,30.6,30.0,0,0,100,
