Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:37 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0111
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3584
Subject Mass (G), 18.5 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0111,8/5/2024 5:24:35 PM ,3953,20.908,20.779,0.129,0.0,3127,0.061,0.167,0.106,0.0,0.791,18.9,0.907,75.00,STABLE / OPEN,0.00,0.00,0.044,0.044,566,260,746,432,32,0.0,0.4,0.0,43.0,29.6,30.0,30.0,0,0,0,
2,0111,8/5/2024 5:30:15 PM ,4316,20.908,20.768,0.139,0.0,3349,0.061,0.174,0.113,0.0,0.776,20.6,0.910,75.00,STABLE / OPEN,0.00,0.00,0.000,0.044,406,179,715,297,32,0.0,0.4,0.0,43.7,29.9,30.6,30.0,0,0,100,
3,0111,8/5/2024 5:35:55 PM ,4184,20.908,20.772,0.136,0.0,3297,0.059,0.171,0.112,0.0,0.788,20.0,0.907,75.00,STABLE / OPEN,0.00,0.00,0.176,0.220,436,175,778,386,38,0.0,0.4,0.0,44.4,30.2,30.4,30.0,0,0,100,
4,0111,8/5/2024 5:41:35 PM ,4034,20.908,20.776,0.131,0.0,3236,0.058,0.168,0.110,0.0,0.802,19.4,0.908,75.00,STABLE / OPEN,0.00,0.00,0.073,0.293,258,60,350,162,10,0.0,0.4,0.0,45.2,30.5,30.1,30.0,0,0,100,
5,0111,8/5/2024 5:47:15 PM ,3874,20.908,20.782,0.126,0.0,3114,0.057,0.163,0.106,0.0,0.804,18.6,0.909,75.00,STABLE / OPEN,0.00,0.00,0.000,0.293,135,61,258,90,0,0.0,0.4,0.0,45.9,30.8,30.6,30.0,0,0,100,
6,0111,8/5/2024 5:52:55 PM ,3612,20.908,20.790,0.117,0.0,2905,0.056,0.155,0.098,0.0,0.804,17.4,0.910,75.00,STABLE / OPEN,0.00,0.00,0.000,0.293,259,113,377,148,6,0.0,0.4,0.0,46.0,30.9,30.2,30.0,0,0,100,
7,0111,8/5/2024 5:58:35 PM ,3110,20.908,20.806,0.102,0.0,2544,0.055,0.141,0.086,0.0,0.818,15.0,0.908,75.00,STABLE / OPEN,0.00,0.00,0.000,0.293,207,49,200,84,3,0.0,0.4,0.0,46.0,31.1,30.3,30.0,0,0,100,
