Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:40 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0113
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3223
Subject Mass (G), 32.9 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0113,8/5/2024 5:25:15 PM ,2305,20.908,20.776,0.132,0.0,1757,0.061,0.166,0.106,0.0,0.762,11.0,0.913,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,167,52,284,91,0,0.0,0.4,0.0,52.1,30.6,30.0,30.0,0,0,100,
2,0113,8/5/2024 5:30:55 PM ,2042,20.908,20.792,0.116,0.0,1510,0.061,0.151,0.091,0.0,0.740,9.6,0.913,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,718,96,169,78,1,0.0,0.4,0.0,52.0,30.7,30.7,30.0,0,0,100,
3,0113,8/5/2024 5:36:35 PM ,1864,20.908,20.801,0.106,0.0,1416,0.059,0.144,0.085,0.0,0.760,8.9,0.913,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,339,53,154,68,0,0.0,0.4,0.0,52.0,30.9,30.4,30.0,0,0,100,
4,0113,8/5/2024 5:42:15 PM ,1671,20.908,20.812,0.096,0.0,1283,0.058,0.135,0.077,0.0,0.768,8.0,0.913,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,144,11,19,10,0,0.0,0.4,0.0,51.7,30.9,30.1,30.0,0,0,100,
5,0113,8/5/2024 5:47:55 PM ,1582,20.908,20.818,0.090,0.0,1159,0.057,0.127,0.069,0.0,0.732,7.5,0.915,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,189,3,0,0,0,0.0,0.4,0.0,51.7,31.0,30.6,30.0,0,0,100,
6,0113,8/5/2024 5:53:35 PM ,1851,20.908,20.803,0.104,0.0,1320,0.056,0.135,0.079,0.0,0.713,8.7,0.914,75.00,UNSTABLE / OPEN,0.00,0.00,0.196,0.196,481,221,925,458,12,0.0,0.4,0.0,51.7,31.1,30.3,30.0,0,0,100,
7,0113,8/5/2024 5:59:15 PM ,2139,20.908,20.786,0.121,0.0,1566,0.055,0.149,0.094,0.0,0.732,10.1,0.914,75.00,STABLE / OPEN,0.00,0.00,0.000,0.196,350,146,449,228,31,0.0,0.4,0.0,51.5,31.2,30.1,30.0,0,0,100,
