Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:24 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0103
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3111
Subject Mass (G), 31.6 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0103,8/5/2024 5:21:55 PM ,2523,20.908,20.771,0.137,0.0,2028,0.061,0.176,0.115,0.0,0.804,12.1,0.930,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,12,0,40,6,0,0.0,0.3,0.0,59.4,30.5,30.7,30.0,0,0,0,
2,0103,8/5/2024 5:27:35 PM ,2512,20.908,20.772,0.136,0.0,1972,0.061,0.173,0.112,0.0,0.785,12.0,0.929,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,178,83,216,78,3,0.0,0.3,0.0,59.9,30.5,30.4,30.0,0,0,100,
3,0103,8/5/2024 5:33:15 PM ,2485,20.908,20.774,0.134,0.0,1904,0.059,0.167,0.108,0.0,0.766,11.8,0.929,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,38,7,186,53,0,0.0,0.3,0.0,59.7,30.6,30.1,30.0,0,0,100,
4,0103,8/5/2024 5:38:55 PM ,2207,20.908,20.788,0.119,0.0,1694,0.058,0.154,0.096,0.0,0.767,10.5,0.928,75.00,STABLE / OPEN,0.00,0.00,0.468,0.468,144,54,151,86,0,0.0,0.3,0.0,59.5,30.6,30.6,30.0,0,0,100,
5,0103,8/5/2024 5:44:35 PM ,1991,20.908,20.800,0.107,0.0,1529,0.057,0.144,0.087,0.0,0.768,9.5,0.928,75.00,STABLE / OPEN,0.00,0.00,0.000,0.468,0,0,2,1,0,0.0,0.3,0.0,59.3,30.6,30.4,30.0,0,0,100,
6,0103,8/5/2024 5:50:15 PM ,1914,20.908,20.804,0.103,0.0,1469,0.056,0.139,0.083,0.0,0.767,9.1,0.929,75.00,STABLE / OPEN,0.00,0.00,0.000,0.468,16,0,55,5,0,0.0,0.3,0.0,59.2,30.7,30.2,30.0,0,0,100,
7,0103,8/5/2024 5:55:55 PM ,2137,20.908,20.792,0.116,0.0,1680,0.055,0.150,0.095,0.0,0.786,10.2,0.928,75.00,STABLE / OPEN,0.00,0.00,0.000,0.468,219,61,268,79,7,0.0,0.3,0.0,59.7,30.7,30.6,30.0,0,0,100,
