Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:22 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0102
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3055
Subject Mass (G), 28.3 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0102,8/5/2024 5:21:35 PM ,2627,20.908,20.776,0.132,0.0,2317,0.061,0.180,0.119,0.0,0.882,12.9,0.915,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,9,6,71,20,1,0.0,0.3,0.0,52.1,31.7,30.6,30.0,0,0,0,
2,0102,8/5/2024 5:27:15 PM ,2591,20.908,20.778,0.130,0.0,2230,0.061,0.176,0.115,0.0,0.861,12.6,0.915,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,251,113,539,241,2,0.0,0.3,0.0,52.1,31.6,30.3,30.0,0,0,100,
3,0102,8/5/2024 5:32:55 PM ,2295,20.908,20.793,0.114,0.0,1924,0.059,0.159,0.099,0.0,0.838,11.1,0.914,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,26,16,46,25,0,0.0,0.3,0.0,51.9,31.7,30.1,30.0,0,0,100,
4,0102,8/5/2024 5:38:35 PM ,2086,20.908,20.803,0.104,0.0,1796,0.058,0.151,0.093,0.0,0.861,10.2,0.915,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,27,18,67,47,0,0.0,0.3,0.0,51.9,31.8,30.6,30.0,0,0,100,
5,0102,8/5/2024 5:44:15 PM ,1992,20.908,20.808,0.100,0.0,1702,0.057,0.145,0.088,0.0,0.854,9.7,0.914,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,5,0,0,0.0,0.3,0.0,51.8,31.8,30.3,30.0,0,0,100,
6,0102,8/5/2024 5:49:55 PM ,1913,20.908,20.812,0.096,0.0,1687,0.056,0.143,0.087,0.0,0.882,9.4,0.915,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,20,13,61,44,0,0.0,0.3,0.0,51.7,31.9,30.3,30.0,0,0,100,
7,0102,8/5/2024 5:55:35 PM ,1849,20.908,20.815,0.093,0.0,1621,0.055,0.139,0.084,0.0,0.876,9.1,0.913,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,0,0,0,0.0,0.3,0.0,51.8,32.0,30.5,30.0,0,0,100,
