Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:29 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0106
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3112
Subject Mass (G), 28.6 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0106,8/5/2024 5:22:55 PM ,3236,20.908,20.745,0.163,0.0,2680,0.061,0.201,0.140,0.0,0.828,15.6,0.912,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,175,107,333,203,33,0.0,0.2,0.0,52.9,30.9,30.5,30.0,0,0,0,
2,0106,8/5/2024 5:28:35 PM ,3105,20.908,20.752,0.156,0.0,2513,0.061,0.192,0.131,0.0,0.810,14.9,0.913,75.00,UNSTABLE / OPEN,0.00,0.00,0.063,0.063,532,217,715,407,31,0.0,0.3,0.0,53.0,30.9,30.5,30.0,0,0,100,
3,0106,8/5/2024 5:34:15 PM ,3113,20.908,20.752,0.155,0.0,2446,0.059,0.187,0.128,0.0,0.786,14.9,0.912,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.063,393,179,919,473,36,0.0,0.3,0.0,52.6,30.9,30.1,30.0,0,0,100,
4,0106,8/5/2024 5:39:55 PM ,3192,20.908,20.748,0.160,0.0,2523,0.058,0.190,0.132,0.0,0.791,15.3,0.912,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.063,170,95,427,229,192,0.0,0.3,0.0,52.8,30.9,30.5,30.0,0,0,100,
5,0106,8/5/2024 5:45:35 PM ,3103,20.908,20.752,0.155,0.0,2500,0.057,0.188,0.131,0.0,0.806,14.9,0.913,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.063,188,55,343,170,66,0.0,0.3,0.0,53.0,30.9,30.5,30.0,0,0,100,
6,0106,8/5/2024 5:51:15 PM ,3076,20.908,20.753,0.154,0.0,2490,0.056,0.186,0.130,0.0,0.810,14.8,0.912,75.00,STABLE / OPEN,0.20,0.20,0.000,0.063,747,286,952,542,22,0.0,0.3,0.0,53.0,30.9,29.9,30.0,0,0,100,
7,0106,8/5/2024 5:56:55 PM ,2898,20.908,20.762,0.146,0.1,2398,0.055,0.180,0.125,0.0,0.828,14.0,0.912,75.00,UNSTABLE / OPEN,0.00,0.20,0.000,0.063,370,164,606,339,12,0.0,0.3,0.0,53.3,30.9,30.7,30.0,0,0,100,
