Oxymax CSV File 

CSV Generation Date,8/8/2024 11:50:39 AM 
Experiment Started,8/5/2024 5:20:32 PM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2024-08-05 Aged WT vs Young TN RT.CDTA

Group/Cage,0112
O2 Calibration Date,8/5/2024 8:26:20 AM
CO2 Calibration Date,8/5/2024 8:26:20 AM
Subject ID,3222
Subject Mass (G), 31.7 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0112,8/5/2024 5:24:55 PM ,2581,20.908,20.766,0.141,0.0,1983,0.061,0.175,0.114,0.0,0.768,12.3,0.919,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,192,43,174,63,1,0.0,0.4,0.0,43.7,31.4,30.0,30.0,0,0,0,
2,0112,8/5/2024 5:30:35 PM ,2430,20.908,20.776,0.132,0.0,1833,0.061,0.166,0.105,0.0,0.754,11.5,0.922,75.00,STABLE / OPEN,0.07,0.07,0.000,0.000,289,31,214,43,0,0.0,0.4,0.0,43.9,31.4,30.6,30.0,0,0,100,
3,0112,8/5/2024 5:36:15 PM ,2346,20.908,20.779,0.129,0.0,1836,0.059,0.165,0.105,0.0,0.783,11.2,0.921,75.00,STABLE / OPEN,0.42,0.48,0.000,0.000,178,57,315,148,7,0.0,0.4,0.0,44.4,31.4,30.4,30.0,0,0,100,
4,0112,8/5/2024 5:41:55 PM ,2340,20.908,20.780,0.128,0.0,1829,0.058,0.163,0.105,0.0,0.782,11.2,0.921,75.00,UNSTABLE / OPEN,0.00,0.48,0.000,0.000,326,120,446,227,67,0.0,0.4,0.0,44.4,31.5,30.0,30.0,0,0,100,
5,0112,8/5/2024 5:47:35 PM ,2178,20.908,20.789,0.119,0.0,1656,0.057,0.152,0.095,0.0,0.760,10.3,0.922,75.00,STABLE / OPEN,0.00,0.48,0.000,0.000,86,44,303,98,2,0.0,0.4,0.0,44.6,31.6,30.5,30.0,0,0,100,
6,0112,8/5/2024 5:53:15 PM ,1870,20.908,20.806,0.102,0.0,1400,0.056,0.136,0.080,0.0,0.749,8.9,0.922,75.00,STABLE / OPEN,0.00,0.48,0.000,0.000,0,0,76,4,0,0.0,0.4,0.0,44.6,31.6,30.3,30.0,0,0,100,
7,0112,8/5/2024 5:58:55 PM ,1687,20.908,20.816,0.092,0.0,1260,0.055,0.127,0.072,0.0,0.747,8.0,0.921,75.00,STABLE / OPEN,0.00,0.48,0.000,0.000,0,0,23,9,0,0.0,0.4,0.0,44.7,31.5,30.2,30.0,0,0,100,
