Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:20 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0108
SUBJECT ID:8-4
SUBJECT MASS:28.8 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0108,3/15/2022 6:57:00 AM , 206 , 124 , 547 , 419 , 3 ,
 1 ,0108,3/15/2022 6:58:00 AM , 74 , 33 , 235 , 136 , 2 ,
 1 ,0108,3/15/2022 6:59:00 AM , 68 , 40 , 215 , 141 , 0 ,
 1 ,0108,3/15/2022 7:00:00 AM , 96 , 50 , 316 , 229 , 0 ,
 1 ,0108,3/15/2022 7:01:00 AM , 101 , 50 , 225 , 130 , 4 ,
 2 ,0108,3/15/2022 7:02:00 AM , 135 , 80 , 200 , 132 , 13 ,
 2 ,0108,3/15/2022 7:03:00 AM , 57 , 1 , 6 , 0 , 0 ,
 2 ,0108,3/15/2022 7:04:00 AM , 39 , 17 , 93 , 53 , 2 ,
 2 ,0108,3/15/2022 7:05:00 AM , 84 , 39 , 162 , 86 , 0 ,
 2 ,0108,3/15/2022 7:06:00 AM , 9 , 3 , 27 , 11 , 0 ,
 3 ,0108,3/15/2022 7:07:00 AM , 39 , 17 , 97 , 68 , 1 ,
 3 ,0108,3/15/2022 7:08:00 AM , 58 , 35 , 118 , 67 , 4 ,
 3 ,0108,3/15/2022 7:09:00 AM , 85 , 45 , 176 , 114 , 8 ,
 3 ,0108,3/15/2022 7:10:00 AM , 133 , 65 , 374 , 275 , 4 ,
 3 ,0108,3/15/2022 7:11:00 AM , 91 , 37 , 263 , 211 , 0 ,
 3 ,0108,3/15/2022 7:12:00 AM , 112 , 66 , 260 , 153 , 5 ,
 4 ,0108,3/15/2022 7:13:00 AM , 115 , 47 , 214 , 149 , 10 ,
 4 ,0108,3/15/2022 7:14:00 AM , 147 , 87 , 292 , 205 , 30 ,
 4 ,0108,3/15/2022 7:15:00 AM , 141 , 59 , 208 , 149 , 21 ,
 4 ,0108,3/15/2022 7:16:00 AM , 64 , 19 , 137 , 64 , 2 ,
 4 ,0108,3/15/2022 7:17:00 AM , 71 , 34 , 129 , 76 , 16 ,
 4 ,0108,3/15/2022 7:18:00 AM , 47 , 21 , 185 , 124 , 7 ,
 5 ,0108,3/15/2022 7:19:00 AM , 60 , 34 , 147 , 95 , 9 ,
 5 ,0108,3/15/2022 7:20:00 AM , 51 , 4 , 161 , 68 , 0 ,
 5 ,0108,3/15/2022 7:21:00 AM , 83 , 43 , 173 , 110 , 19 ,
 5 ,0108,3/15/2022 7:22:00 AM , 85 , 43 , 228 , 158 , 8 ,
 5 ,0108,3/15/2022 7:23:00 AM , 114 , 66 , 242 , 145 , 6 ,
 5 ,0108,3/15/2022 7:24:00 AM , 77 , 41 , 215 , 122 , 12 ,
 6 ,0108,3/15/2022 7:25:00 AM , 114 , 71 , 305 , 213 , 2 ,
 6 ,0108,3/15/2022 7:26:00 AM , 41 , 21 , 155 , 106 , 4 ,
 6 ,0108,3/15/2022 7:27:00 AM , 89 , 40 , 233 , 149 , 0 ,
 6 ,0108,3/15/2022 7:28:00 AM , 144 , 85 , 334 , 236 , 23 ,
 6 ,0108,3/15/2022 7:29:00 AM , 123 , 61 , 378 , 207 , 9 ,
 7 ,0108,3/15/2022 7:30:00 AM , 5 , 3 , 63 , 22 , 0 ,
 7 ,0108,3/15/2022 7:31:00 AM , 28 , 9 , 103 , 60 , 15 ,
 7 ,0108,3/15/2022 7:32:00 AM , 80 , 43 , 230 , 149 , 4 ,
 7 ,0108,3/15/2022 7:33:00 AM , 64 , 36 , 289 , 187 , 0 ,
 7 ,0108,3/15/2022 7:34:00 AM , 60 , 30 , 133 , 75 , 1 ,
 7 ,0108,3/15/2022 7:35:00 AM , 13 , 5 , 28 , 14 , 0 ,
 8 ,0108,3/15/2022 7:36:00 AM , 40 , 22 , 125 , 84 , 5 ,
 8 ,0108,3/15/2022 7:37:00 AM , 34 , 11 , 112 , 47 , 0 ,
 8 ,0108,3/15/2022 7:38:00 AM , 64 , 29 , 98 , 57 , 7 ,
 8 ,0108,3/15/2022 7:39:00 AM , 53 , 38 , 107 , 78 , 6 ,
 8 ,0108,3/15/2022 7:40:00 AM , 76 , 47 , 285 , 196 , 10 ,
 8 ,0108,3/15/2022 7:41:00 AM , 66 , 25 , 176 , 94 , 11 ,
 9 ,0108,3/15/2022 7:42:00 AM , 112 , 60 , 261 , 188 , 10 ,
 9 ,0108,3/15/2022 7:43:00 AM , 159 , 82 , 336 , 254 , 20 ,
 9 ,0108,3/15/2022 7:44:00 AM , 168 , 100 , 519 , 401 , 6 ,
 9 ,0108,3/15/2022 7:45:00 AM , 33 , 13 , 148 , 95 , 0 ,
 9 ,0108,3/15/2022 7:46:00 AM , 54 , 18 , 66 , 23 , 0 ,
 10 ,0108,3/15/2022 7:47:00 AM , 31 , 19 , 131 , 84 , 5 ,
 10 ,0108,3/15/2022 7:48:00 AM , 97 , 63 , 204 , 144 , 25 ,
 10 ,0108,3/15/2022 7:49:00 AM , 161 , 100 , 338 , 236 , 16 ,
 10 ,0108,3/15/2022 7:50:00 AM , 120 , 68 , 380 , 233 , 0 ,
 10 ,0108,3/15/2022 7:51:00 AM , 127 , 77 , 305 , 212 , 7 ,
 10 ,0108,3/15/2022 7:52:00 AM , 85 , 51 , 178 , 129 , 7 ,
 11 ,0108,3/15/2022 7:53:00 AM , 34 , 17 , 206 , 117 , 0 ,
 11 ,0108,3/15/2022 7:54:00 AM , 77 , 41 , 158 , 102 , 1 ,
 11 ,0108,3/15/2022 7:55:00 AM , 30 , 13 , 97 , 65 , 0 ,
 11 ,0108,3/15/2022 7:56:00 AM , 23 , 11 , 76 , 41 , 0 ,
 11 ,0108,3/15/2022 7:57:00 AM , 77 , 38 , 145 , 103 , 0 ,
 11 ,0108,3/15/2022 7:58:00 AM , 52 , 27 , 161 , 104 , 0 ,
 12 ,0108,3/15/2022 7:59:00 AM , 163 , 96 , 362 , 265 , 18 ,
 12 ,0108,3/15/2022 8:00:00 AM , 121 , 64 , 277 , 205 , 30 ,
 12 ,0108,3/15/2022 8:01:00 AM , 167 , 103 , 314 , 215 , 21 ,
 12 ,0108,3/15/2022 8:02:00 AM , 96 , 58 , 228 , 125 , 1 ,
 12 ,0108,3/15/2022 8:03:00 AM , 44 , 21 , 176 , 113 , 2 ,
 13 ,0108,3/15/2022 8:04:00 AM , 14 , 0 , 4 , 4 , 0 ,
 13 ,0108,3/15/2022 8:05:00 AM , 59 , 19 , 100 , 44 , 1 ,
 13 ,0108,3/15/2022 8:06:00 AM , 63 , 21 , 187 , 92 , 6 ,
 13 ,0108,3/15/2022 8:07:00 AM , 103 , 42 , 157 , 93 , 21 ,
 13 ,0108,3/15/2022 8:08:00 AM , 90 , 55 , 171 , 112 , 8 ,
 13 ,0108,3/15/2022 8:09:00 AM , 60 , 25 , 241 , 23 , 28 ,
 14 ,0108,3/15/2022 8:10:00 AM , 68 , 16 , 183 , 29 , 0 ,
 14 ,0108,3/15/2022 8:11:00 AM , 34 , 13 , 243 , 37 , 3 ,
 14 ,0108,3/15/2022 8:12:00 AM , 50 , 22 , 105 , 53 , 22 ,
 14 ,0108,3/15/2022 8:13:00 AM , 119 , 71 , 214 , 147 , 20 ,
 14 ,0108,3/15/2022 8:14:00 AM , 54 , 33 , 216 , 87 , 15 ,
 15 ,0108,3/15/2022 8:15:00 AM , 75 , 35 , 187 , 115 , 39 ,
 15 ,0108,3/15/2022 8:16:00 AM , 73 , 34 , 204 , 120 , 6 ,
 15 ,0108,3/15/2022 8:17:00 AM , 91 , 47 , 149 , 98 , 0 ,
 15 ,0108,3/15/2022 8:18:00 AM , 81 , 49 , 206 , 134 , 2 ,
 15 ,0108,3/15/2022 8:19:00 AM , 44 , 13 , 127 , 52 , 13 ,
 15 ,0108,3/15/2022 8:20:00 AM , 97 , 52 , 256 , 161 , 1 ,
 16 ,0108,3/15/2022 8:21:00 AM , 21 , 8 , 53 , 12 , 0 ,
 16 ,0108,3/15/2022 8:22:00 AM , 39 , 13 , 72 , 34 , 0 ,
 16 ,0108,3/15/2022 8:23:00 AM , 40 , 19 , 95 , 45 , 3 ,
 16 ,0108,3/15/2022 8:24:00 AM , 53 , 18 , 193 , 90 , 9 ,
 16 ,0108,3/15/2022 8:25:00 AM , 59 , 22 , 65 , 29 , 1 ,
 16 ,0108,3/15/2022 8:26:00 AM , 63 , 16 , 120 , 49 , 6 ,
 17 ,0108,3/15/2022 8:27:00 AM , 17 , 6 , 79 , 42 , 0 ,
 17 ,0108,3/15/2022 8:28:00 AM , 25 , 8 , 52 , 21 , 12 ,
 17 ,0108,3/15/2022 8:29:00 AM , 127 , 81 , 260 , 175 , 27 ,
