Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:26 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0116
SUBJECT ID:F16-4
SUBJECT MASS:20.8 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0116,3/15/2022 6:57:00 AM , 318 , 199 , 397 , 275 , 53 ,
 1 ,0116,3/15/2022 6:58:00 AM , 178 , 120 , 185 , 125 , 28 ,
 1 ,0116,3/15/2022 6:59:00 AM , 227 , 124 , 371 , 267 , 3 ,
 1 ,0116,3/15/2022 7:00:00 AM , 198 , 119 , 372 , 249 , 8 ,
 1 ,0116,3/15/2022 7:01:00 AM , 122 , 66 , 284 , 173 , 1 ,
 2 ,0116,3/15/2022 7:02:00 AM , 177 , 111 , 160 , 91 , 21 ,
 2 ,0116,3/15/2022 7:03:00 AM , 157 , 98 , 277 , 193 , 22 ,
 2 ,0116,3/15/2022 7:04:00 AM , 134 , 80 , 320 , 231 , 32 ,
 2 ,0116,3/15/2022 7:05:00 AM , 173 , 102 , 266 , 195 , 46 ,
 2 ,0116,3/15/2022 7:06:00 AM , 169 , 92 , 498 , 344 , 0 ,
 3 ,0116,3/15/2022 7:07:00 AM , 67 , 24 , 217 , 121 , 2 ,
 3 ,0116,3/15/2022 7:08:00 AM , 198 , 120 , 223 , 133 , 47 ,
 3 ,0116,3/15/2022 7:09:00 AM , 132 , 61 , 211 , 100 , 1 ,
 3 ,0116,3/15/2022 7:10:00 AM , 67 , 19 , 91 , 45 , 2 ,
 3 ,0116,3/15/2022 7:11:00 AM , 50 , 33 , 104 , 70 , 3 ,
 3 ,0116,3/15/2022 7:12:00 AM , 15 , 0 , 0 , 0 , 0 ,
 4 ,0116,3/15/2022 7:13:00 AM , 0 , 0 , 0 , 0 , 0 ,
 4 ,0116,3/15/2022 7:14:00 AM , 53 , 30 , 75 , 36 , 10 ,
 4 ,0116,3/15/2022 7:15:00 AM , 121 , 65 , 251 , 163 , 3 ,
 4 ,0116,3/15/2022 7:16:00 AM , 165 , 117 , 128 , 71 , 6 ,
 4 ,0116,3/15/2022 7:17:00 AM , 156 , 94 , 118 , 66 , 24 ,
 4 ,0116,3/15/2022 7:18:00 AM , 206 , 127 , 195 , 133 , 24 ,
 5 ,0116,3/15/2022 7:19:00 AM , 149 , 96 , 190 , 132 , 61 ,
 5 ,0116,3/15/2022 7:20:00 AM , 146 , 101 , 226 , 143 , 8 ,
 5 ,0116,3/15/2022 7:21:00 AM , 97 , 44 , 159 , 96 , 0 ,
 5 ,0116,3/15/2022 7:22:00 AM , 98 , 55 , 189 , 124 , 2 ,
 5 ,0116,3/15/2022 7:23:00 AM , 114 , 61 , 235 , 117 , 3 ,
 5 ,0116,3/15/2022 7:24:00 AM , 99 , 49 , 181 , 122 , 28 ,
 6 ,0116,3/15/2022 7:25:00 AM , 162 , 105 , 253 , 182 , 6 ,
 6 ,0116,3/15/2022 7:26:00 AM , 179 , 108 , 358 , 224 , 26 ,
 6 ,0116,3/15/2022 7:27:00 AM , 227 , 132 , 336 , 247 , 55 ,
 6 ,0116,3/15/2022 7:28:00 AM , 136 , 75 , 260 , 191 , 47 ,
 6 ,0116,3/15/2022 7:29:00 AM , 194 , 110 , 570 , 433 , 0 ,
 7 ,0116,3/15/2022 7:30:00 AM , 159 , 89 , 294 , 194 , 0 ,
 7 ,0116,3/15/2022 7:31:00 AM , 105 , 53 , 167 , 82 , 7 ,
 7 ,0116,3/15/2022 7:32:00 AM , 163 , 95 , 367 , 241 , 26 ,
 7 ,0116,3/15/2022 7:33:00 AM , 129 , 62 , 336 , 231 , 0 ,
 7 ,0116,3/15/2022 7:34:00 AM , 149 , 58 , 212 , 144 , 61 ,
 7 ,0116,3/15/2022 7:35:00 AM , 176 , 110 , 231 , 165 , 53 ,
 8 ,0116,3/15/2022 7:36:00 AM , 134 , 50 , 212 , 136 , 3 ,
 8 ,0116,3/15/2022 7:37:00 AM , 48 , 15 , 134 , 49 , 0 ,
 8 ,0116,3/15/2022 7:38:00 AM , 211 , 141 , 278 , 184 , 70 ,
 8 ,0116,3/15/2022 7:39:00 AM , 105 , 57 , 221 , 114 , 59 ,
 8 ,0116,3/15/2022 7:40:00 AM , 211 , 112 , 481 , 281 , 4 ,
 8 ,0116,3/15/2022 7:41:00 AM , 125 , 61 , 441 , 313 , 0 ,
 9 ,0116,3/15/2022 7:42:00 AM , 91 , 41 , 127 , 78 , 0 ,
 9 ,0116,3/15/2022 7:43:00 AM , 138 , 84 , 224 , 127 , 22 ,
 9 ,0116,3/15/2022 7:44:00 AM , 181 , 100 , 297 , 208 , 24 ,
 9 ,0116,3/15/2022 7:45:00 AM , 205 , 126 , 260 , 144 , 19 ,
 9 ,0116,3/15/2022 7:46:00 AM , 213 , 113 , 402 , 284 , 3 ,
 10 ,0116,3/15/2022 7:47:00 AM , 224 , 112 , 390 , 267 , 6 ,
 10 ,0116,3/15/2022 7:48:00 AM , 30 , 3 , 84 , 15 , 0 ,
 10 ,0116,3/15/2022 7:49:00 AM , 119 , 54 , 105 , 72 , 24 ,
 10 ,0116,3/15/2022 7:50:00 AM , 179 , 101 , 207 , 135 , 42 ,
 10 ,0116,3/15/2022 7:51:00 AM , 232 , 143 , 268 , 192 , 38 ,
 10 ,0116,3/15/2022 7:52:00 AM , 134 , 81 , 193 , 138 , 46 ,
 11 ,0116,3/15/2022 7:53:00 AM , 82 , 56 , 100 , 53 , 19 ,
 11 ,0116,3/15/2022 7:54:00 AM , 52 , 9 , 96 , 16 , 0 ,
 11 ,0116,3/15/2022 7:55:00 AM , 144 , 85 , 312 , 218 , 0 ,
 11 ,0116,3/15/2022 7:56:00 AM , 224 , 129 , 306 , 216 , 27 ,
 11 ,0116,3/15/2022 7:57:00 AM , 277 , 188 , 315 , 234 , 51 ,
 11 ,0116,3/15/2022 7:58:00 AM , 148 , 98 , 196 , 139 , 53 ,
 12 ,0116,3/15/2022 7:59:00 AM , 132 , 79 , 197 , 130 , 7 ,
 12 ,0116,3/15/2022 8:00:00 AM , 93 , 46 , 417 , 226 , 3 ,
 12 ,0116,3/15/2022 8:01:00 AM , 207 , 141 , 241 , 163 , 14 ,
 12 ,0116,3/15/2022 8:02:00 AM , 207 , 122 , 300 , 205 , 40 ,
 12 ,0116,3/15/2022 8:03:00 AM , 121 , 76 , 181 , 137 , 69 ,
 13 ,0116,3/15/2022 8:04:00 AM , 124 , 74 , 201 , 139 , 10 ,
 13 ,0116,3/15/2022 8:05:00 AM , 228 , 127 , 334 , 245 , 38 ,
 13 ,0116,3/15/2022 8:06:00 AM , 105 , 77 , 212 , 147 , 25 ,
 13 ,0116,3/15/2022 8:07:00 AM , 295 , 172 , 598 , 427 , 2 ,
 13 ,0116,3/15/2022 8:08:00 AM , 93 , 42 , 180 , 119 , 1 ,
 13 ,0116,3/15/2022 8:09:00 AM , 124 , 83 , 289 , 168 , 28 ,
 14 ,0116,3/15/2022 8:10:00 AM , 245 , 148 , 341 , 244 , 68 ,
 14 ,0116,3/15/2022 8:11:00 AM , 145 , 88 , 213 , 142 , 40 ,
 14 ,0116,3/15/2022 8:12:00 AM , 94 , 49 , 239 , 167 , 23 ,
 14 ,0116,3/15/2022 8:13:00 AM , 28 , 9 , 35 , 19 , 4 ,
 14 ,0116,3/15/2022 8:14:00 AM , 109 , 50 , 195 , 119 , 8 ,
 15 ,0116,3/15/2022 8:15:00 AM , 140 , 99 , 250 , 167 , 20 ,
 15 ,0116,3/15/2022 8:16:00 AM , 210 , 126 , 557 , 416 , 9 ,
 15 ,0116,3/15/2022 8:17:00 AM , 180 , 118 , 342 , 215 , 7 ,
 15 ,0116,3/15/2022 8:18:00 AM , 111 , 69 , 300 , 198 , 54 ,
 15 ,0116,3/15/2022 8:19:00 AM , 228 , 157 , 339 , 232 , 33 ,
 15 ,0116,3/15/2022 8:20:00 AM , 258 , 172 , 384 , 284 , 24 ,
 16 ,0116,3/15/2022 8:21:00 AM , 107 , 50 , 193 , 136 , 19 ,
 16 ,0116,3/15/2022 8:22:00 AM , 116 , 60 , 226 , 157 , 36 ,
 16 ,0116,3/15/2022 8:23:00 AM , 278 , 164 , 377 , 277 , 73 ,
 16 ,0116,3/15/2022 8:24:00 AM , 183 , 105 , 228 , 166 , 24 ,
 16 ,0116,3/15/2022 8:25:00 AM , 136 , 81 , 255 , 167 , 0 ,
 16 ,0116,3/15/2022 8:26:00 AM , 63 , 14 , 138 , 58 , 1 ,
 17 ,0116,3/15/2022 8:27:00 AM , 71 , 53 , 185 , 85 , 14 ,
 17 ,0116,3/15/2022 8:28:00 AM , 225 , 122 , 370 , 254 , 78 ,
 17 ,0116,3/15/2022 8:29:00 AM , 131 , 90 , 240 , 159 , 50 ,
