Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:20 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0107
SUBJECT ID:16-4
SUBJECT MASS:31.7 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0107,3/15/2022 6:57:00 AM , 275 , 166 , 356 , 264 , 17 ,
 1 ,0107,3/15/2022 6:58:00 AM , 30 , 10 , 56 , 34 , 0 ,
 1 ,0107,3/15/2022 6:59:00 AM , 31 , 4 , 34 , 6 , 4 ,
 1 ,0107,3/15/2022 7:00:00 AM , 23 , 5 , 61 , 19 , 0 ,
 1 ,0107,3/15/2022 7:01:00 AM , 109 , 51 , 129 , 60 , 3 ,
 2 ,0107,3/15/2022 7:02:00 AM , 124 , 57 , 118 , 75 , 1 ,
 2 ,0107,3/15/2022 7:03:00 AM , 49 , 14 , 88 , 57 , 9 ,
 2 ,0107,3/15/2022 7:04:00 AM , 142 , 77 , 186 , 113 , 1 ,
 2 ,0107,3/15/2022 7:05:00 AM , 150 , 77 , 202 , 133 , 21 ,
 2 ,0107,3/15/2022 7:06:00 AM , 199 , 121 , 193 , 129 , 34 ,
 3 ,0107,3/15/2022 7:07:00 AM , 201 , 136 , 253 , 175 , 17 ,
 3 ,0107,3/15/2022 7:08:00 AM , 210 , 130 , 303 , 216 , 2 ,
 3 ,0107,3/15/2022 7:09:00 AM , 186 , 100 , 201 , 132 , 1 ,
 3 ,0107,3/15/2022 7:10:00 AM , 49 , 23 , 79 , 51 , 1 ,
 3 ,0107,3/15/2022 7:11:00 AM , 161 , 89 , 153 , 84 , 6 ,
 3 ,0107,3/15/2022 7:12:00 AM , 96 , 41 , 255 , 176 , 0 ,
 4 ,0107,3/15/2022 7:13:00 AM , 258 , 128 , 358 , 245 , 1 ,
 4 ,0107,3/15/2022 7:14:00 AM , 189 , 97 , 206 , 142 , 12 ,
 4 ,0107,3/15/2022 7:15:00 AM , 270 , 170 , 297 , 191 , 22 ,
 4 ,0107,3/15/2022 7:16:00 AM , 173 , 101 , 270 , 197 , 1 ,
 4 ,0107,3/15/2022 7:17:00 AM , 172 , 119 , 265 , 181 , 31 ,
 4 ,0107,3/15/2022 7:18:00 AM , 112 , 67 , 142 , 93 , 15 ,
 5 ,0107,3/15/2022 7:19:00 AM , 105 , 41 , 179 , 102 , 0 ,
 5 ,0107,3/15/2022 7:20:00 AM , 49 , 26 , 128 , 65 , 3 ,
 5 ,0107,3/15/2022 7:21:00 AM , 170 , 86 , 161 , 76 , 1 ,
 5 ,0107,3/15/2022 7:22:00 AM , 210 , 123 , 193 , 120 , 65 ,
 5 ,0107,3/15/2022 7:23:00 AM , 103 , 66 , 166 , 82 , 16 ,
 5 ,0107,3/15/2022 7:24:00 AM , 0 , 0 , 81 , 4 , 0 ,
 6 ,0107,3/15/2022 7:25:00 AM , 93 , 44 , 93 , 41 , 0 ,
 6 ,0107,3/15/2022 7:26:00 AM , 124 , 74 , 179 , 115 , 26 ,
 6 ,0107,3/15/2022 7:27:00 AM , 139 , 63 , 190 , 119 , 7 ,
 6 ,0107,3/15/2022 7:28:00 AM , 174 , 108 , 164 , 105 , 26 ,
 6 ,0107,3/15/2022 7:29:00 AM , 159 , 87 , 180 , 123 , 0 ,
 7 ,0107,3/15/2022 7:30:00 AM , 9 , 0 , 0 , 0 , 0 ,
 7 ,0107,3/15/2022 7:31:00 AM , 43 , 14 , 50 , 14 , 4 ,
 7 ,0107,3/15/2022 7:32:00 AM , 74 , 33 , 98 , 53 , 2 ,
 7 ,0107,3/15/2022 7:33:00 AM , 118 , 66 , 167 , 109 , 6 ,
 7 ,0107,3/15/2022 7:34:00 AM , 140 , 68 , 178 , 98 , 3 ,
 7 ,0107,3/15/2022 7:35:00 AM , 248 , 155 , 368 , 276 , 12 ,
 8 ,0107,3/15/2022 7:36:00 AM , 178 , 94 , 192 , 105 , 5 ,
 8 ,0107,3/15/2022 7:37:00 AM , 177 , 105 , 227 , 164 , 5 ,
 8 ,0107,3/15/2022 7:38:00 AM , 237 , 111 , 254 , 175 , 9 ,
 8 ,0107,3/15/2022 7:39:00 AM , 280 , 157 , 373 , 253 , 22 ,
 8 ,0107,3/15/2022 7:40:00 AM , 141 , 84 , 205 , 137 , 26 ,
 8 ,0107,3/15/2022 7:41:00 AM , 162 , 106 , 244 , 161 , 40 ,
 9 ,0107,3/15/2022 7:42:00 AM , 315 , 182 , 313 , 212 , 0 ,
 9 ,0107,3/15/2022 7:43:00 AM , 39 , 16 , 95 , 46 , 15 ,
 9 ,0107,3/15/2022 7:44:00 AM , 182 , 106 , 184 , 126 , 5 ,
 9 ,0107,3/15/2022 7:45:00 AM , 171 , 84 , 236 , 151 , 1 ,
 9 ,0107,3/15/2022 7:46:00 AM , 171 , 99 , 192 , 124 , 22 ,
 10 ,0107,3/15/2022 7:47:00 AM , 204 , 142 , 316 , 187 , 25 ,
 10 ,0107,3/15/2022 7:48:00 AM , 175 , 117 , 317 , 210 , 7 ,
 10 ,0107,3/15/2022 7:49:00 AM , 217 , 80 , 203 , 135 , 15 ,
 10 ,0107,3/15/2022 7:50:00 AM , 36 , 5 , 20 , 6 , 18 ,
 10 ,0107,3/15/2022 7:51:00 AM , 267 , 172 , 320 , 232 , 27 ,
 10 ,0107,3/15/2022 7:52:00 AM , 91 , 64 , 208 , 117 , 0 ,
 11 ,0107,3/15/2022 7:53:00 AM , 30 , 9 , 72 , 26 , 4 ,
 11 ,0107,3/15/2022 7:54:00 AM , 147 , 98 , 205 , 142 , 5 ,
 11 ,0107,3/15/2022 7:55:00 AM , 234 , 128 , 284 , 199 , 20 ,
 11 ,0107,3/15/2022 7:56:00 AM , 191 , 125 , 349 , 242 , 48 ,
 11 ,0107,3/15/2022 7:57:00 AM , 226 , 134 , 372 , 241 , 61 ,
 11 ,0107,3/15/2022 7:58:00 AM , 191 , 96 , 366 , 283 , 0 ,
 12 ,0107,3/15/2022 7:59:00 AM , 88 , 41 , 126 , 64 , 0 ,
 12 ,0107,3/15/2022 8:00:00 AM , 148 , 54 , 104 , 53 , 0 ,
 12 ,0107,3/15/2022 8:01:00 AM , 64 , 38 , 95 , 49 , 10 ,
 12 ,0107,3/15/2022 8:02:00 AM , 41 , 1 , 53 , 21 , 2 ,
 12 ,0107,3/15/2022 8:03:00 AM , 23 , 4 , 73 , 34 , 0 ,
 13 ,0107,3/15/2022 8:04:00 AM , 22 , 1 , 34 , 5 , 0 ,
 13 ,0107,3/15/2022 8:05:00 AM , 62 , 26 , 91 , 49 , 9 ,
 13 ,0107,3/15/2022 8:06:00 AM , 154 , 82 , 215 , 144 , 31 ,
 13 ,0107,3/15/2022 8:07:00 AM , 190 , 109 , 232 , 149 , 40 ,
 13 ,0107,3/15/2022 8:08:00 AM , 211 , 108 , 408 , 314 , 36 ,
 13 ,0107,3/15/2022 8:09:00 AM , 139 , 88 , 238 , 164 , 17 ,
 14 ,0107,3/15/2022 8:10:00 AM , 264 , 112 , 284 , 185 , 4 ,
 14 ,0107,3/15/2022 8:11:00 AM , 289 , 171 , 358 , 262 , 1 ,
 14 ,0107,3/15/2022 8:12:00 AM , 212 , 112 , 197 , 124 , 6 ,
 14 ,0107,3/15/2022 8:13:00 AM , 88 , 28 , 212 , 124 , 0 ,
 14 ,0107,3/15/2022 8:14:00 AM , 64 , 40 , 120 , 71 , 8 ,
 15 ,0107,3/15/2022 8:15:00 AM , 80 , 26 , 169 , 91 , 1 ,
 15 ,0107,3/15/2022 8:16:00 AM , 34 , 14 , 105 , 58 , 4 ,
 15 ,0107,3/15/2022 8:17:00 AM , 74 , 41 , 126 , 81 , 2 ,
 15 ,0107,3/15/2022 8:18:00 AM , 23 , 8 , 29 , 11 , 5 ,
 15 ,0107,3/15/2022 8:19:00 AM , 117 , 46 , 172 , 80 , 0 ,
 15 ,0107,3/15/2022 8:20:00 AM , 88 , 43 , 183 , 124 , 18 ,
 16 ,0107,3/15/2022 8:21:00 AM , 132 , 87 , 257 , 167 , 52 ,
 16 ,0107,3/15/2022 8:22:00 AM , 147 , 87 , 205 , 138 , 42 ,
 16 ,0107,3/15/2022 8:23:00 AM , 69 , 36 , 243 , 163 , 8 ,
 16 ,0107,3/15/2022 8:24:00 AM , 186 , 59 , 164 , 106 , 1 ,
 16 ,0107,3/15/2022 8:25:00 AM , 64 , 26 , 104 , 57 , 0 ,
 16 ,0107,3/15/2022 8:26:00 AM , 64 , 43 , 139 , 63 , 13 ,
 17 ,0107,3/15/2022 8:27:00 AM , 134 , 14 , 21 , 12 , 7 ,
 17 ,0107,3/15/2022 8:28:00 AM , 164 , 96 , 158 , 108 , 7 ,
 17 ,0107,3/15/2022 8:29:00 AM , 162 , 88 , 224 , 158 , 58 ,
