Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/16/2022 6:11:19 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.BDTA

GROUP/CAGE:0106
SUBJECT ID:8-3
SUBJECT MASS:25.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 5 ,010602,3/15/2022,3/15/2022 7:16:36 AM ,3/15/2022 7:22:33 AM , 357 ,0.11,0.11,g,
 2 , 7 ,010602,3/15/2022,3/15/2022 7:32:04 AM ,3/15/2022 7:34:11 AM , 127 ,0.06,0.17,g,
 3 , 10 ,010602,3/15/2022,3/15/2022 7:45:55 AM ,3/15/2022 7:50:02 AM , 247 ,0.04,0.20,g,
 4 , 13 ,010602,3/15/2022,3/15/2022 8:02:47 AM ,3/15/2022 8:03:57 AM , 70 ,0.26,0.46,g,
 5 , 14 ,010602,3/15/2022,3/15/2022 8:12:55 AM ,3/15/2022 8:14:47 AM , 112 ,0.05,0.52,g,
 6 , 20 ,010602,3/15/2022,3/15/2022 8:47:11 AM ,3/15/2022 8:48:05 AM , 54 ,0.03,0.55,g,
 7 , 103 ,010602,3/15/2022,3/15/2022 4:30:56 PM ,3/15/2022 4:34:40 PM , 224 ,0.07,0.62,g,
 8 , 104 ,010602,3/15/2022,3/15/2022 4:41:01 PM ,3/15/2022 4:43:00 PM , 119 ,0.11,0.74,g,
 9 , 123 ,010602,3/15/2022,3/15/2022 6:23:53 PM ,3/15/2022 6:28:56 PM , 303 ,0.19,0.92,g,
 10 , 124 ,010602,3/15/2022,3/15/2022 6:33:15 PM ,3/15/2022 6:35:21 PM , 126 ,0.05,0.97,g,
 11 , 126 ,010602,3/15/2022,3/15/2022 6:44:21 PM ,3/15/2022 6:45:46 PM , 85 ,0.05,1.02,g,
 12 , 127 ,010602,3/15/2022,3/15/2022 6:51:29 PM ,3/15/2022 6:55:07 PM , 218 ,0.09,1.11,g,
 13 , 140 ,010602,3/15/2022,3/15/2022 8:03:24 PM ,3/15/2022 8:03:42 PM , 18 ,0.07,1.19,g,
 14 , 149 ,010602,3/15/2022,3/15/2022 8:51:23 PM ,3/15/2022 8:54:29 PM , 186 ,0.08,1.26,g,
 15 , 151 ,010602,3/15/2022,3/15/2022 9:05:43 PM ,3/15/2022 9:08:54 PM , 191 ,0.04,1.30,g,
 16 , 154 ,010602,3/15/2022,3/15/2022 9:23:07 PM ,3/15/2022 9:25:19 PM , 132 ,0.09,1.38,g,
 17 , 156 ,010602,3/15/2022,3/15/2022 9:34:19 PM ,3/15/2022 9:35:24 PM , 65 ,0.06,1.44,g,
 18 , 160 ,010602,3/15/2022,3/15/2022 9:57:01 PM ,3/15/2022 9:57:05 PM , 4 ,0.15,1.59,g,
 19 , 169 ,010602,3/15/2022,3/15/2022 10:51:24 PM ,3/15/2022 10:52:02 PM , 38 ,0.03,1.62,g,
 20 , 173 ,010602,3/15/2022,3/15/2022 11:11:45 PM ,3/15/2022 11:12:32 PM , 47 ,0.11,1.74,g,
 21 , 175 ,010602,3/15/2022,3/15/2022 11:22:21 PM ,3/15/2022 11:24:08 PM , 107 ,0.07,1.81,g,
 22 , 181 ,010602,3/16/2022,3/15/2022 11:59:19 PM ,3/16/2022 12:00:23 AM , 64 ,0.04,1.85,g,
 23 , 183 ,010602,3/16/2022,3/16/2022 12:11:45 AM ,3/16/2022 12:11:51 AM , 6 ,0.04,1.89,g,
 24 , 185 ,010602,3/16/2022,3/16/2022 12:17:55 AM ,3/16/2022 12:18:29 AM , 34 ,0.06,1.95,g,
 25 , 189 ,010602,3/16/2022,3/16/2022 12:42:36 AM ,3/16/2022 12:43:01 AM , 25 ,0.06,2.01,g,
 26 , 191 ,010602,3/16/2022,3/16/2022 12:51:51 AM ,3/16/2022 12:53:03 AM , 72 ,0.07,2.08,g,
 27 , 193 ,010602,3/16/2022,3/16/2022 1:04:04 AM ,3/16/2022 1:04:06 AM , 2 ,0.06,2.13,g,
 28 , 194 ,010602,3/16/2022,3/16/2022 1:12:58 AM ,3/16/2022 1:13:06 AM , 8 ,0.10,2.24,g,
 29 , 215 ,010602,3/16/2022,3/16/2022 3:10:00 AM ,3/16/2022 3:10:46 AM , 46 ,0.11,2.34,g,
 30 , 216 ,010602,3/16/2022,3/16/2022 3:15:59 AM ,3/16/2022 3:17:54 AM , 115 ,0.23,2.57,g,
 31 , 241 ,010602,3/16/2022,3/16/2022 5:41:01 AM ,3/16/2022 5:41:05 AM , 4 ,0.28,2.85,g,
 32 , 244 ,010602,3/16/2022,3/16/2022 5:52:01 AM ,3/16/2022 5:53:03 AM , 62 ,0.20,3.05,g,
