Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:18 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0104
SUBJECT ID:8-2
SUBJECT MASS:25.7 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0104,3/15/2022 6:57:00 AM , 259 , 177 , 251 , 159 , 17 ,
 1 ,0104,3/15/2022 6:58:00 AM , 139 , 78 , 211 , 106 , 12 ,
 1 ,0104,3/15/2022 6:59:00 AM , 192 , 125 , 247 , 166 , 3 ,
 1 ,0104,3/15/2022 7:00:00 AM , 151 , 99 , 240 , 152 , 20 ,
 1 ,0104,3/15/2022 7:01:00 AM , 207 , 131 , 216 , 149 , 18 ,
 2 ,0104,3/15/2022 7:02:00 AM , 158 , 104 , 214 , 146 , 20 ,
 2 ,0104,3/15/2022 7:03:00 AM , 129 , 65 , 119 , 60 , 9 ,
 2 ,0104,3/15/2022 7:04:00 AM , 226 , 157 , 326 , 246 , 15 ,
 2 ,0104,3/15/2022 7:05:00 AM , 92 , 49 , 103 , 73 , 4 ,
 2 ,0104,3/15/2022 7:06:00 AM , 104 , 43 , 187 , 124 , 3 ,
 3 ,0104,3/15/2022 7:07:00 AM , 253 , 156 , 314 , 226 , 17 ,
 3 ,0104,3/15/2022 7:08:00 AM , 274 , 185 , 388 , 285 , 20 ,
 3 ,0104,3/15/2022 7:09:00 AM , 143 , 90 , 176 , 112 , 26 ,
 3 ,0104,3/15/2022 7:10:00 AM , 178 , 116 , 321 , 246 , 11 ,
 3 ,0104,3/15/2022 7:11:00 AM , 149 , 90 , 259 , 193 , 23 ,
 3 ,0104,3/15/2022 7:12:00 AM , 246 , 160 , 352 , 266 , 37 ,
 4 ,0104,3/15/2022 7:13:00 AM , 280 , 179 , 319 , 236 , 23 ,
 4 ,0104,3/15/2022 7:14:00 AM , 299 , 206 , 333 , 258 , 38 ,
 4 ,0104,3/15/2022 7:15:00 AM , 218 , 141 , 254 , 185 , 35 ,
 4 ,0104,3/15/2022 7:16:00 AM , 90 , 58 , 135 , 85 , 19 ,
 4 ,0104,3/15/2022 7:17:00 AM , 83 , 50 , 125 , 72 , 1 ,
 4 ,0104,3/15/2022 7:18:00 AM , 167 , 101 , 171 , 115 , 6 ,
 5 ,0104,3/15/2022 7:19:00 AM , 160 , 101 , 203 , 138 , 20 ,
 5 ,0104,3/15/2022 7:20:00 AM , 87 , 45 , 129 , 64 , 10 ,
 5 ,0104,3/15/2022 7:21:00 AM , 169 , 121 , 299 , 227 , 16 ,
 5 ,0104,3/15/2022 7:22:00 AM , 146 , 80 , 86 , 60 , 9 ,
 5 ,0104,3/15/2022 7:23:00 AM , 124 , 76 , 184 , 119 , 15 ,
 5 ,0104,3/15/2022 7:24:00 AM , 75 , 43 , 88 , 54 , 26 ,
 6 ,0104,3/15/2022 7:25:00 AM , 31 , 5 , 43 , 7 , 21 ,
 6 ,0104,3/15/2022 7:26:00 AM , 83 , 21 , 98 , 68 , 12 ,
 6 ,0104,3/15/2022 7:27:00 AM , 50 , 23 , 101 , 52 , 10 ,
 6 ,0104,3/15/2022 7:28:00 AM , 161 , 102 , 153 , 107 , 21 ,
 6 ,0104,3/15/2022 7:29:00 AM , 156 , 86 , 224 , 149 , 26 ,
 7 ,0104,3/15/2022 7:30:00 AM , 183 , 136 , 243 , 169 , 25 ,
 7 ,0104,3/15/2022 7:31:00 AM , 232 , 143 , 315 , 234 , 19 ,
 7 ,0104,3/15/2022 7:32:00 AM , 335 , 239 , 456 , 360 , 5 ,
 7 ,0104,3/15/2022 7:33:00 AM , 208 , 154 , 288 , 224 , 2 ,
 7 ,0104,3/15/2022 7:34:00 AM , 113 , 72 , 169 , 120 , 6 ,
 7 ,0104,3/15/2022 7:35:00 AM , 104 , 68 , 131 , 85 , 6 ,
 8 ,0104,3/15/2022 7:36:00 AM , 172 , 93 , 186 , 130 , 13 ,
 8 ,0104,3/15/2022 7:37:00 AM , 187 , 117 , 153 , 112 , 17 ,
 8 ,0104,3/15/2022 7:38:00 AM , 195 , 138 , 298 , 237 , 25 ,
 8 ,0104,3/15/2022 7:39:00 AM , 143 , 94 , 217 , 137 , 9 ,
 8 ,0104,3/15/2022 7:40:00 AM , 112 , 68 , 145 , 101 , 11 ,
 8 ,0104,3/15/2022 7:41:00 AM , 226 , 154 , 221 , 163 , 39 ,
 9 ,0104,3/15/2022 7:42:00 AM , 125 , 87 , 221 , 161 , 5 ,
 9 ,0104,3/15/2022 7:43:00 AM , 179 , 105 , 142 , 85 , 24 ,
 9 ,0104,3/15/2022 7:44:00 AM , 152 , 101 , 193 , 127 , 20 ,
 9 ,0104,3/15/2022 7:45:00 AM , 51 , 32 , 136 , 64 , 8 ,
 9 ,0104,3/15/2022 7:46:00 AM , 103 , 72 , 89 , 42 , 13 ,
 10 ,0104,3/15/2022 7:47:00 AM , 88 , 48 , 99 , 72 , 6 ,
 10 ,0104,3/15/2022 7:48:00 AM , 182 , 128 , 273 , 206 , 8 ,
 10 ,0104,3/15/2022 7:49:00 AM , 123 , 76 , 210 , 142 , 11 ,
 10 ,0104,3/15/2022 7:50:00 AM , 110 , 86 , 179 , 138 , 13 ,
 10 ,0104,3/15/2022 7:51:00 AM , 38 , 19 , 49 , 28 , 0 ,
 10 ,0104,3/15/2022 7:52:00 AM , 98 , 60 , 129 , 74 , 7 ,
 11 ,0104,3/15/2022 7:53:00 AM , 6 , 0 , 41 , 14 , 0 ,
 11 ,0104,3/15/2022 7:54:00 AM , 162 , 109 , 167 , 128 , 27 ,
 11 ,0104,3/15/2022 7:55:00 AM , 209 , 127 , 321 , 259 , 31 ,
 11 ,0104,3/15/2022 7:56:00 AM , 128 , 71 , 192 , 148 , 7 ,
 11 ,0104,3/15/2022 7:57:00 AM , 104 , 72 , 103 , 77 , 3 ,
 11 ,0104,3/15/2022 7:58:00 AM , 135 , 63 , 164 , 111 , 13 ,
 12 ,0104,3/15/2022 7:59:00 AM , 101 , 47 , 131 , 88 , 10 ,
 12 ,0104,3/15/2022 8:00:00 AM , 72 , 9 , 96 , 29 , 2 ,
 12 ,0104,3/15/2022 8:01:00 AM , 33 , 6 , 37 , 15 , 0 ,
 12 ,0104,3/15/2022 8:02:00 AM , 52 , 32 , 97 , 60 , 6 ,
 12 ,0104,3/15/2022 8:03:00 AM , 42 , 10 , 46 , 18 , 2 ,
 13 ,0104,3/15/2022 8:04:00 AM , 23 , 8 , 89 , 21 , 1 ,
 13 ,0104,3/15/2022 8:05:00 AM , 92 , 56 , 150 , 110 , 2 ,
 13 ,0104,3/15/2022 8:06:00 AM , 198 , 126 , 334 , 258 , 0 ,
 13 ,0104,3/15/2022 8:07:00 AM , 190 , 112 , 284 , 185 , 20 ,
 13 ,0104,3/15/2022 8:08:00 AM , 104 , 62 , 148 , 96 , 16 ,
 13 ,0104,3/15/2022 8:09:00 AM , 114 , 75 , 172 , 98 , 4 ,
 14 ,0104,3/15/2022 8:10:00 AM , 106 , 69 , 105 , 57 , 9 ,
 14 ,0104,3/15/2022 8:11:00 AM , 42 , 26 , 79 , 45 , 0 ,
 14 ,0104,3/15/2022 8:12:00 AM , 73 , 24 , 126 , 77 , 0 ,
 14 ,0104,3/15/2022 8:13:00 AM , 37 , 16 , 72 , 43 , 0 ,
 14 ,0104,3/15/2022 8:14:00 AM , 52 , 29 , 73 , 49 , 0 ,
 15 ,0104,3/15/2022 8:15:00 AM , 158 , 106 , 170 , 116 , 30 ,
 15 ,0104,3/15/2022 8:16:00 AM , 123 , 73 , 229 , 157 , 28 ,
 15 ,0104,3/15/2022 8:17:00 AM , 268 , 190 , 299 , 229 , 17 ,
 15 ,0104,3/15/2022 8:18:00 AM , 75 , 41 , 112 , 76 , 5 ,
 15 ,0104,3/15/2022 8:19:00 AM , 130 , 58 , 191 , 137 , 6 ,
 15 ,0104,3/15/2022 8:20:00 AM , 130 , 91 , 196 , 116 , 7 ,
 16 ,0104,3/15/2022 8:21:00 AM , 50 , 14 , 49 , 34 , 5 ,
 16 ,0104,3/15/2022 8:22:00 AM , 3 , 0 , 3 , 0 , 0 ,
 16 ,0104,3/15/2022 8:23:00 AM , 139 , 64 , 162 , 116 , 5 ,
 16 ,0104,3/15/2022 8:24:00 AM , 194 , 118 , 296 , 219 , 24 ,
 16 ,0104,3/15/2022 8:25:00 AM , 241 , 164 , 384 , 306 , 4 ,
 16 ,0104,3/15/2022 8:26:00 AM , 70 , 38 , 130 , 77 , 2 ,
 17 ,0104,3/15/2022 8:27:00 AM , 38 , 20 , 79 , 48 , 7 ,
 17 ,0104,3/15/2022 8:28:00 AM , 119 , 71 , 220 , 159 , 28 ,
 17 ,0104,3/15/2022 8:29:00 AM , 173 , 100 , 209 , 158 , 32 ,
