Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:16 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0101
SUBJECT ID:8-1
SUBJECT MASS:28.6 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0101,3/15/2022 6:57:00 AM , 87 , 59 , 137 , 85 , 23 ,
 1 ,0101,3/15/2022 6:58:00 AM , 64 , 36 , 113 , 69 , 12 ,
 1 ,0101,3/15/2022 6:59:00 AM , 74 , 43 , 138 , 94 , 8 ,
 1 ,0101,3/15/2022 7:00:00 AM , 84 , 41 , 131 , 66 , 9 ,
 1 ,0101,3/15/2022 7:01:00 AM , 88 , 38 , 151 , 90 , 9 ,
 2 ,0101,3/15/2022 7:02:00 AM , 117 , 70 , 238 , 166 , 9 ,
 2 ,0101,3/15/2022 7:03:00 AM , 80 , 28 , 128 , 74 , 15 ,
 2 ,0101,3/15/2022 7:04:00 AM , 35 , 15 , 119 , 71 , 1 ,
 2 ,0101,3/15/2022 7:05:00 AM , 60 , 28 , 149 , 114 , 0 ,
 2 ,0101,3/15/2022 7:06:00 AM , 25 , 14 , 75 , 38 , 9 ,
 3 ,0101,3/15/2022 7:07:00 AM , 85 , 35 , 177 , 118 , 5 ,
 3 ,0101,3/15/2022 7:08:00 AM , 108 , 63 , 221 , 161 , 17 ,
 3 ,0101,3/15/2022 7:09:00 AM , 74 , 39 , 169 , 104 , 5 ,
 3 ,0101,3/15/2022 7:10:00 AM , 68 , 37 , 143 , 94 , 5 ,
 3 ,0101,3/15/2022 7:11:00 AM , 98 , 51 , 187 , 134 , 12 ,
 3 ,0101,3/15/2022 7:12:00 AM , 112 , 77 , 175 , 107 , 10 ,
 4 ,0101,3/15/2022 7:13:00 AM , 117 , 82 , 246 , 164 , 1 ,
 4 ,0101,3/15/2022 7:14:00 AM , 85 , 52 , 181 , 121 , 5 ,
 4 ,0101,3/15/2022 7:15:00 AM , 56 , 28 , 125 , 78 , 5 ,
 4 ,0101,3/15/2022 7:16:00 AM , 77 , 43 , 82 , 58 , 1 ,
 4 ,0101,3/15/2022 7:17:00 AM , 34 , 12 , 60 , 24 , 3 ,
 4 ,0101,3/15/2022 7:18:00 AM , 46 , 23 , 101 , 62 , 4 ,
 5 ,0101,3/15/2022 7:19:00 AM , 61 , 39 , 109 , 76 , 32 ,
 5 ,0101,3/15/2022 7:20:00 AM , 53 , 34 , 128 , 40 , 3 ,
 5 ,0101,3/15/2022 7:21:00 AM , 53 , 1 , 1 , 0 , 0 ,
 5 ,0101,3/15/2022 7:22:00 AM , 5 , 1 , 15 , 8 , 0 ,
 5 ,0101,3/15/2022 7:23:00 AM , 56 , 5 , 72 , 24 , 6 ,
 5 ,0101,3/15/2022 7:24:00 AM , 42 , 25 , 120 , 48 , 0 ,
 6 ,0101,3/15/2022 7:25:00 AM , 55 , 33 , 138 , 65 , 7 ,
 6 ,0101,3/15/2022 7:26:00 AM , 52 , 23 , 119 , 61 , 14 ,
 6 ,0101,3/15/2022 7:27:00 AM , 75 , 43 , 163 , 83 , 1 ,
 6 ,0101,3/15/2022 7:28:00 AM , 94 , 53 , 106 , 47 , 10 ,
 6 ,0101,3/15/2022 7:29:00 AM , 31 , 8 , 49 , 25 , 4 ,
 7 ,0101,3/15/2022 7:30:00 AM , 72 , 17 , 64 , 34 , 2 ,
 7 ,0101,3/15/2022 7:31:00 AM , 47 , 28 , 67 , 29 , 2 ,
 7 ,0101,3/15/2022 7:32:00 AM , 14 , 5 , 70 , 16 , 0 ,
 7 ,0101,3/15/2022 7:33:00 AM , 19 , 5 , 47 , 17 , 0 ,
 7 ,0101,3/15/2022 7:34:00 AM , 29 , 9 , 33 , 3 , 0 ,
 7 ,0101,3/15/2022 7:35:00 AM , 32 , 6 , 67 , 10 , 0 ,
 8 ,0101,3/15/2022 7:36:00 AM , 31 , 7 , 37 , 11 , 0 ,
 8 ,0101,3/15/2022 7:37:00 AM , 39 , 15 , 35 , 4 , 0 ,
 8 ,0101,3/15/2022 7:38:00 AM , 33 , 14 , 71 , 41 , 0 ,
 8 ,0101,3/15/2022 7:39:00 AM , 145 , 99 , 297 , 210 , 9 ,
 8 ,0101,3/15/2022 7:40:00 AM , 84 , 51 , 131 , 89 , 16 ,
 8 ,0101,3/15/2022 7:41:00 AM , 94 , 59 , 165 , 106 , 9 ,
 9 ,0101,3/15/2022 7:42:00 AM , 62 , 32 , 137 , 86 , 23 ,
 9 ,0101,3/15/2022 7:43:00 AM , 81 , 53 , 128 , 54 , 11 ,
 9 ,0101,3/15/2022 7:44:00 AM , 67 , 27 , 173 , 121 , 7 ,
 9 ,0101,3/15/2022 7:45:00 AM , 63 , 19 , 161 , 82 , 2 ,
 9 ,0101,3/15/2022 7:46:00 AM , 80 , 48 , 150 , 99 , 10 ,
 10 ,0101,3/15/2022 7:47:00 AM , 70 , 46 , 132 , 87 , 14 ,
 10 ,0101,3/15/2022 7:48:00 AM , 90 , 36 , 166 , 113 , 2 ,
 10 ,0101,3/15/2022 7:49:00 AM , 74 , 37 , 135 , 64 , 6 ,
 10 ,0101,3/15/2022 7:50:00 AM , 140 , 76 , 382 , 232 , 14 ,
 10 ,0101,3/15/2022 7:51:00 AM , 48 , 18 , 133 , 65 , 0 ,
 10 ,0101,3/15/2022 7:52:00 AM , 30 , 13 , 107 , 56 , 2 ,
 11 ,0101,3/15/2022 7:53:00 AM , 44 , 20 , 137 , 89 , 4 ,
 11 ,0101,3/15/2022 7:54:00 AM , 26 , 14 , 89 , 39 , 0 ,
 11 ,0101,3/15/2022 7:55:00 AM , 67 , 42 , 129 , 82 , 1 ,
 11 ,0101,3/15/2022 7:56:00 AM , 42 , 12 , 92 , 33 , 3 ,
 11 ,0101,3/15/2022 7:57:00 AM , 62 , 36 , 190 , 83 , 8 ,
 11 ,0101,3/15/2022 7:58:00 AM , 117 , 83 , 259 , 172 , 52 ,
 12 ,0101,3/15/2022 7:59:00 AM , 108 , 75 , 171 , 105 , 13 ,
 12 ,0101,3/15/2022 8:00:00 AM , 79 , 45 , 185 , 115 , 33 ,
 12 ,0101,3/15/2022 8:01:00 AM , 88 , 54 , 162 , 109 , 51 ,
 12 ,0101,3/15/2022 8:02:00 AM , 44 , 13 , 108 , 63 , 35 ,
 12 ,0101,3/15/2022 8:03:00 AM , 131 , 76 , 173 , 119 , 15 ,
 13 ,0101,3/15/2022 8:04:00 AM , 94 , 65 , 250 , 160 , 53 ,
 13 ,0101,3/15/2022 8:05:00 AM , 79 , 51 , 191 , 132 , 0 ,
 13 ,0101,3/15/2022 8:06:00 AM , 48 , 26 , 119 , 64 , 5 ,
 13 ,0101,3/15/2022 8:07:00 AM , 26 , 6 , 57 , 27 , 2 ,
 13 ,0101,3/15/2022 8:08:00 AM , 3 , 0 , 36 , 9 , 0 ,
 13 ,0101,3/15/2022 8:09:00 AM , 0 , 0 , 71 , 21 , 0 ,
 14 ,0101,3/15/2022 8:10:00 AM , 3 , 0 , 13 , 5 , 5 ,
 14 ,0101,3/15/2022 8:11:00 AM , 17 , 2 , 39 , 19 , 2 ,
 14 ,0101,3/15/2022 8:12:00 AM , 79 , 42 , 127 , 51 , 3 ,
 14 ,0101,3/15/2022 8:13:00 AM , 17 , 6 , 92 , 31 , 0 ,
 14 ,0101,3/15/2022 8:14:00 AM , 20 , 3 , 124 , 30 , 2 ,
 15 ,0101,3/15/2022 8:15:00 AM , 60 , 33 , 101 , 68 , 7 ,
 15 ,0101,3/15/2022 8:16:00 AM , 85 , 65 , 202 , 140 , 20 ,
 15 ,0101,3/15/2022 8:17:00 AM , 52 , 32 , 138 , 95 , 26 ,
 15 ,0101,3/15/2022 8:18:00 AM , 71 , 30 , 148 , 73 , 16 ,
 15 ,0101,3/15/2022 8:19:00 AM , 33 , 8 , 80 , 46 , 1 ,
 15 ,0101,3/15/2022 8:20:00 AM , 58 , 31 , 170 , 116 , 7 ,
 16 ,0101,3/15/2022 8:21:00 AM , 99 , 47 , 184 , 113 , 0 ,
 16 ,0101,3/15/2022 8:22:00 AM , 54 , 33 , 201 , 88 , 29 ,
 16 ,0101,3/15/2022 8:23:00 AM , 94 , 55 , 216 , 140 , 4 ,
 16 ,0101,3/15/2022 8:24:00 AM , 38 , 14 , 49 , 30 , 0 ,
 16 ,0101,3/15/2022 8:25:00 AM , 3 , 0 , 24 , 0 , 0 ,
 16 ,0101,3/15/2022 8:26:00 AM , 2 , 1 , 51 , 2 , 0 ,
 17 ,0101,3/15/2022 8:27:00 AM , 33 , 12 , 101 , 38 , 3 ,
 17 ,0101,3/15/2022 8:28:00 AM , 81 , 32 , 117 , 76 , 0 ,
 17 ,0101,3/15/2022 8:29:00 AM , 21 , 7 , 38 , 16 , 1 ,
