===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,TIME,CAGE 0105,TIME,CAGE 0106,TIME,CAGE 0107,TIME,CAGE 0108,TIME,CAGE 0109,TIME,CAGE 0110,TIME,CAGE 0111,TIME,CAGE 0112,TIME,CAGE 0113,TIME,CAGE 0114,TIME,CAGE 0115,TIME,CAGE 0116,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 9 ,3/15/2022 7:41:40 AM , 74.99565 ,3/15/2022 7:42:00 AM , 74.99565 ,3/15/2022 7:42:20 AM , 74.99748 ,3/15/2022 7:42:40 AM , 74.99565 ,3/15/2022 7:43:00 AM , 74.99565 ,3/15/2022 7:43:20 AM , 74.99565 ,3/15/2022 7:43:40 AM , 74.99748 ,3/15/2022 7:44:00 AM , 74.99565 ,3/15/2022 7:44:20 AM , 74.99565 ,3/15/2022 7:44:40 AM , 74.99748 ,3/15/2022 7:45:00 AM , 74.99748 ,3/15/2022 7:45:20 AM , 74.99748 ,3/15/2022 7:45:40 AM , 74.99565 ,3/15/2022 7:46:00 AM , 74.99565 ,3/15/2022 7:46:20 AM , 74.99748 ,3/15/2022 7:46:40 AM , 74.99748 ,
 10 ,3/15/2022 7:47:20 AM , 74.99565 ,3/15/2022 7:47:40 AM , 74.99565 ,3/15/2022 7:48:00 AM , 74.99748 ,3/15/2022 7:48:20 AM , 74.99748 ,3/15/2022 7:48:40 AM , 74.99748 ,3/15/2022 7:49:00 AM , 74.99748 ,3/15/2022 7:49:20 AM , 74.99748 ,3/15/2022 7:49:40 AM , 74.99748 ,3/15/2022 7:50:00 AM , 74.99565 ,3/15/2022 7:50:20 AM , 74.99748 ,3/15/2022 7:50:40 AM , 74.99565 ,3/15/2022 7:51:00 AM , 74.99565 ,3/15/2022 7:51:20 AM , 74.99748 ,3/15/2022 7:51:40 AM , 74.99748 ,3/15/2022 7:52:00 AM , 74.99748 ,3/15/2022 7:52:20 AM , 74.99565 ,
 11 ,3/15/2022 7:53:00 AM , 74.99748 ,3/15/2022 7:53:20 AM , 74.99748 ,3/15/2022 7:53:40 AM , 74.99748 ,3/15/2022 7:54:00 AM , 74.99565 ,3/15/2022 7:54:20 AM , 74.99931 ,3/15/2022 7:54:40 AM , 74.99748 ,3/15/2022 7:55:00 AM , 74.99565 ,3/15/2022 7:55:20 AM , 74.99565 ,3/15/2022 7:55:40 AM , 74.99748 ,3/15/2022 7:56:00 AM , 74.99748 ,3/15/2022 7:56:20 AM , 74.99565 ,3/15/2022 7:56:40 AM , 74.99565 ,3/15/2022 7:57:00 AM , 74.99565 ,3/15/2022 7:57:20 AM , 74.99931 ,3/15/2022 7:57:40 AM , 74.99748 ,3/15/2022 7:58:00 AM , 74.99565 ,
 12 ,3/15/2022 7:58:40 AM , 74.99748 ,3/15/2022 7:59:00 AM , 74.99565 ,3/15/2022 7:59:20 AM , 74.99748 ,3/15/2022 7:59:40 AM , 74.99748 ,3/15/2022 8:00:00 AM , 74.99565 ,3/15/2022 8:00:20 AM , 74.99748 ,3/15/2022 8:00:40 AM , 74.99748 ,3/15/2022 8:01:00 AM , 74.99565 ,3/15/2022 8:01:20 AM , 74.99748 ,3/15/2022 8:01:40 AM , 74.99565 ,3/15/2022 8:02:00 AM , 74.99748 ,3/15/2022 8:02:20 AM , 74.99748 ,3/15/2022 8:02:40 AM , 74.99748 ,3/15/2022 8:03:00 AM , 74.99748 ,3/15/2022 8:03:20 AM , 74.99748 ,3/15/2022 8:03:40 AM , 74.99748 ,
 13 ,3/15/2022 8:04:20 AM , 74.99565 ,3/15/2022 8:04:40 AM , 74.99748 ,3/15/2022 8:05:00 AM , 74.99748 ,3/15/2022 8:05:20 AM , 74.99748 ,3/15/2022 8:05:40 AM , 74.99565 ,3/15/2022 8:06:00 AM , 74.99565 ,3/15/2022 8:06:20 AM , 74.99565 ,3/15/2022 8:06:40 AM , 74.99565 ,3/15/2022 8:07:00 AM , 74.99748 ,3/15/2022 8:07:20 AM , 74.99748 ,3/15/2022 8:07:40 AM , 74.99748 ,3/15/2022 8:08:00 AM , 74.99748 ,3/15/2022 8:08:20 AM , 74.99565 ,3/15/2022 8:08:40 AM , 74.99748 ,3/15/2022 8:09:00 AM , 74.99565 ,3/15/2022 8:09:20 AM , 74.99565 ,
 14 ,3/15/2022 8:10:00 AM , 74.99565 ,3/15/2022 8:10:20 AM , 74.99565 ,3/15/2022 8:10:40 AM , 74.99565 ,3/15/2022 8:11:00 AM , 74.99565 ,3/15/2022 8:11:20 AM , 74.99748 ,3/15/2022 8:11:40 AM , 74.99565 ,3/15/2022 8:12:00 AM , 74.99565 ,3/15/2022 8:12:20 AM , 74.99748 ,3/15/2022 8:12:40 AM , 74.99748 ,3/15/2022 8:13:00 AM , 74.99748 ,3/15/2022 8:13:20 AM , 74.99748 ,3/15/2022 8:13:40 AM , 74.99748 ,3/15/2022 8:14:00 AM , 74.99565 ,3/15/2022 8:14:20 AM , 74.99748 ,3/15/2022 8:14:40 AM , 74.99565 ,3/15/2022 8:15:00 AM , 74.99748 ,
 15 ,3/15/2022 8:15:40 AM , 74.99748 ,3/15/2022 8:16:00 AM , 74.99748 ,3/15/2022 8:16:20 AM , 74.99565 ,3/15/2022 8:16:40 AM , 74.99748 ,3/15/2022 8:17:00 AM , 74.99565 ,3/15/2022 8:17:20 AM , 74.99748 ,3/15/2022 8:17:40 AM , 74.99748 ,3/15/2022 8:18:00 AM , 74.99565 ,3/15/2022 8:18:20 AM , 74.99748 ,3/15/2022 8:18:40 AM , 74.99565 ,3/15/2022 8:19:00 AM , 74.99565 ,3/15/2022 8:19:20 AM , 74.99565 ,3/15/2022 8:19:40 AM , 74.99748 ,3/15/2022 8:20:00 AM , 74.99748 ,3/15/2022 8:20:20 AM , 74.99565 ,3/15/2022 8:20:40 AM , 74.99748 ,
 16 ,3/15/2022 8:21:20 AM , 74.99565 ,3/15/2022 8:21:40 AM , 74.99748 ,3/15/2022 8:22:00 AM , 74.99748 ,3/15/2022 8:22:20 AM , 74.99748 ,3/15/2022 8:22:40 AM , 74.99565 ,3/15/2022 8:23:00 AM , 74.99565 ,3/15/2022 8:23:20 AM , 74.99382 ,3/15/2022 8:23:40 AM , 74.99565 ,3/15/2022 8:24:00 AM , 74.99748 ,3/15/2022 8:24:20 AM , 74.99748 ,3/15/2022 8:24:40 AM , 74.99565 ,3/15/2022 8:25:00 AM , 74.99565 ,3/15/2022 8:25:20 AM , 74.99565 ,3/15/2022 8:25:40 AM , 74.99565 ,3/15/2022 8:26:00 AM , 74.99565 ,3/15/2022 8:26:20 AM , 74.99748 ,
 17 ,3/15/2022 8:27:00 AM , 74.99565 ,3/15/2022 8:27:20 AM , 74.99748 ,3/15/2022 8:27:40 AM , 74.99748 ,3/15/2022 8:28:00 AM , 74.99565 ,3/15/2022 8:28:20 AM , 74.99748 ,3/15/2022 8:28:40 AM , 74.99565 ,3/15/2022 8:29:00 AM , 74.99748 ,3/15/2022 8:29:20 AM , 74.99748 ,3/15/2022 8:29:40 AM , 74.99748 ,3/15/2022 8:30:00 AM , 74.99565 ,3/15/2022 8:30:20 AM , 74.99565 ,3/15/2022 8:30:40 AM , 74.99748 ,3/15/2022 8:31:00 AM , 74.99748 ,3/15/2022 8:31:20 AM , 74.99565 ,3/15/2022 8:31:40 AM , 74.99565 ,3/15/2022 8:32:00 AM , 74.99748 ,
 18 ,3/15/2022 8:32:40 AM , 74.99748 ,3/15/2022 8:33:00 AM , 74.99565 ,3/15/2022 8:33:20 AM , 74.99748 ,3/15/2022 8:33:40 AM , 74.99565 ,3/15/2022 8:34:00 AM , 74.99565 ,3/15/2022 8:34:20 AM , 74.99565 ,3/15/2022 8:34:40 AM , 74.99565 ,3/15/2022 8:35:00 AM , 74.99748 ,3/15/2022 8:35:20 AM , 74.99748 ,3/15/2022 8:35:40 AM , 74.99748 ,3/15/2022 8:36:00 AM , 74.99748 ,3/15/2022 8:36:20 AM , 74.99565 ,3/15/2022 8:36:40 AM , 74.99565 ,3/15/2022 8:37:00 AM , 74.99748 ,3/15/2022 8:37:20 AM , 74.99748 ,3/15/2022 8:37:40 AM , 74.99748 ,
 19 ,3/15/2022 8:38:20 AM , 74.99565 ,3/15/2022 8:38:40 AM , 74.99565 ,3/15/2022 8:39:00 AM , 74.99748 ,3/15/2022 8:39:20 AM , 74.99748 ,3/15/2022 8:39:40 AM , 74.99565 ,3/15/2022 8:40:00 AM , 74.99748 ,3/15/2022 8:40:20 AM , 74.99748 ,3/15/2022 8:40:40 AM , 74.99748 ,3/15/2022 8:41:00 AM , 74.99748 ,3/15/2022 8:41:20 AM , 74.99565 ,3/15/2022 8:41:40 AM , 74.99565 ,3/15/2022 8:42:00 AM , 74.99565 ,3/15/2022 8:42:20 AM , 74.99565 ,3/15/2022 8:42:40 AM , 74.99565 ,3/15/2022 8:43:00 AM , 74.99748 ,3/15/2022 8:43:20 AM , 74.99565 ,
 20 ,3/15/2022 8:44:00 AM , 74.99565 ,3/15/2022 8:44:20 AM , 74.99748 ,3/15/2022 8:44:40 AM , 74.99748 ,3/15/2022 8:45:00 AM , 74.99565 ,3/15/2022 8:45:20 AM , 74.99748 ,3/15/2022 8:45:40 AM , 74.99565 ,3/15/2022 8:46:00 AM , 74.99748 ,3/15/2022 8:46:20 AM , 74.99748 ,3/15/2022 8:46:40 AM , 74.99565 ,3/15/2022 8:47:00 AM , 74.99565 ,3/15/2022 8:47:20 AM , 74.99565 ,3/15/2022 8:47:40 AM , 74.99748 ,3/15/2022 8:48:00 AM , 74.99565 ,3/15/2022 8:48:20 AM , 74.99748 ,3/15/2022 8:48:40 AM , 74.99748 ,3/15/2022 8:49:00 AM , 74.99748 ,
 21 ,3/15/2022 8:49:40 AM , 74.99748 ,3/15/2022 8:50:00 AM , 74.99565 ,3/15/2022 8:50:20 AM , 74.99748 ,3/15/2022 8:50:40 AM , 74.99565 ,3/15/2022 8:51:00 AM , 74.99748 ,3/15/2022 8:51:20 AM , 74.99565 ,3/15/2022 8:51:40 AM , 74.99565 ,3/15/2022 8:52:00 AM , 74.99748 ,3/15/2022 8:52:20 AM , 74.99748 ,3/15/2022 8:52:40 AM , 74.99565 ,3/15/2022 8:53:00 AM , 74.99565 ,3/15/2022 8:53:20 AM , 74.99565 ,3/15/2022 8:53:40 AM , 74.99748 ,3/15/2022 8:54:00 AM , 74.99565 ,3/15/2022 8:54:20 AM , 74.99565 ,3/15/2022 8:54:40 AM , 74.99565 ,
 22 ,3/15/2022 8:55:20 AM , 74.99565 ,3/15/2022 8:55:40 AM , 74.99565 ,3/15/2022 8:56:00 AM , 74.99565 ,3/15/2022 8:56:20 AM , 74.99748 ,3/15/2022 8:56:40 AM , 74.99565 ,3/15/2022 8:57:00 AM , 74.99748 ,3/15/2022 8:57:20 AM , 74.99748 ,3/15/2022 8:57:40 AM , 74.99748 ,3/15/2022 8:58:00 AM , 74.99565 ,3/15/2022 8:58:20 AM , 74.99565 ,3/15/2022 8:58:40 AM , 74.99748 ,3/15/2022 8:59:00 AM , 74.99565 ,3/15/2022 8:59:20 AM , 74.99748 ,3/15/2022 8:59:40 AM , 74.99565 ,3/15/2022 9:00:00 AM , 74.99565 ,3/15/2022 9:00:20 AM , 74.99565 ,
 23 ,3/15/2022 9:01:00 AM , 74.99748 ,3/15/2022 9:01:20 AM , 74.99748 ,3/15/2022 9:01:40 AM , 74.99565 ,3/15/2022 9:02:00 AM , 74.99748 ,3/15/2022 9:02:20 AM , 74.99565 ,3/15/2022 9:02:40 AM , 74.99565 ,3/15/2022 9:03:00 AM , 74.99748 ,3/15/2022 9:03:20 AM , 74.99748 ,3/15/2022 9:03:40 AM , 74.99565 ,3/15/2022 9:04:00 AM , 74.99748 ,3/15/2022 9:04:20 AM , 74.99748 ,3/15/2022 9:04:40 AM , 74.99565 ,3/15/2022 9:05:00 AM , 74.99565 ,3/15/2022 9:05:20 AM , 74.99748 ,3/15/2022 9:05:40 AM , 74.99565 ,3/15/2022 9:06:00 AM , 74.99565 ,
 24 ,3/15/2022 9:06:40 AM , 74.99565 ,3/15/2022 9:07:00 AM , 74.99748 ,3/15/2022 9:07:20 AM , 74.99382 ,3/15/2022 9:07:40 AM , 74.99748 ,3/15/2022 9:08:00 AM , 74.99748 ,3/15/2022 9:08:20 AM , 74.99565 ,3/15/2022 9:08:40 AM , 74.99565 ,3/15/2022 9:09:00 AM , 74.99748 ,3/15/2022 9:09:20 AM , 74.99565 ,3/15/2022 9:09:40 AM , 74.99565 ,3/15/2022 9:10:00 AM , 74.99565 ,3/15/2022 9:10:20 AM , 74.99565 ,3/15/2022 9:10:40 AM , 74.99565 ,3/15/2022 9:11:00 AM , 74.99565 ,3/15/2022 9:11:20 AM , 74.99565 ,3/15/2022 9:11:40 AM , 74.99748 ,
 25 ,3/15/2022 9:12:20 AM , 74.99565 ,3/15/2022 9:12:40 AM , 74.99748 ,3/15/2022 9:13:00 AM , 74.99565 ,3/15/2022 9:13:20 AM , 74.99748 ,3/15/2022 9:13:40 AM , 74.99748 ,3/15/2022 9:14:00 AM , 74.99748 ,3/15/2022 9:14:20 AM , 74.99565 ,3/15/2022 9:14:40 AM , 74.99565 ,3/15/2022 9:15:00 AM , 74.99748 ,3/15/2022 9:15:20 AM , 74.99565 ,3/15/2022 9:15:40 AM , 74.99565 ,3/15/2022 9:16:00 AM , 74.99748 ,3/15/2022 9:16:20 AM , 74.99748 ,3/15/2022 9:16:40 AM , 74.99748 ,3/15/2022 9:17:00 AM , 74.99565 ,3/15/2022 9:17:20 AM , 74.99748 ,
 26 ,3/15/2022 9:18:00 AM , 74.99565 ,3/15/2022 9:18:20 AM , 74.99565 ,3/15/2022 9:18:40 AM , 74.99748 ,3/15/2022 9:19:00 AM , 74.99748 ,3/15/2022 9:19:20 AM , 74.99931 ,3/15/2022 9:19:40 AM , 74.99748 ,3/15/2022 9:20:00 AM , 74.99931 ,3/15/2022 9:20:20 AM , 74.99748 ,3/15/2022 9:20:40 AM , 74.99565 ,3/15/2022 9:21:00 AM , 74.99565 ,3/15/2022 9:21:20 AM , 74.99748 ,3/15/2022 9:21:40 AM , 74.99565 ,3/15/2022 9:22:00 AM , 74.99748 ,3/15/2022 9:22:20 AM , 74.99565 ,3/15/2022 9:22:40 AM , 74.99748 ,3/15/2022 9:23:00 AM , 74.99565 ,
 27 ,3/15/2022 9:23:40 AM , 74.99565 ,3/15/2022 9:24:00 AM , 74.99748 ,3/15/2022 9:24:20 AM , 74.99565 ,3/15/2022 9:24:40 AM , 74.99565 ,3/15/2022 9:25:00 AM , 74.99748 ,3/15/2022 9:25:20 AM , 74.99565 ,3/15/2022 9:25:40 AM , 74.99565 ,3/15/2022 9:26:00 AM , 74.99748 ,3/15/2022 9:26:20 AM , 74.99565 ,3/15/2022 9:26:40 AM , 74.99748 ,3/15/2022 9:27:00 AM , 74.99748 ,3/15/2022 9:27:20 AM , 74.99748 ,3/15/2022 9:27:40 AM , 74.99748 ,3/15/2022 9:28:00 AM , 74.99748 ,3/15/2022 9:28:20 AM , 74.99565 ,3/15/2022 9:28:40 AM , 74.99748 ,
 28 ,3/15/2022 9:29:20 AM , 74.99748 ,3/15/2022 9:29:40 AM , 74.99565 ,3/15/2022 9:30:00 AM , 74.99748 ,3/15/2022 9:30:20 AM , 74.99565 ,3/15/2022 9:30:40 AM , 74.99748 ,3/15/2022 9:31:00 AM , 74.99748 ,3/15/2022 9:31:20 AM , 74.99565 ,3/15/2022 9:31:40 AM , 74.99748 ,3/15/2022 9:32:00 AM , 74.99565 ,3/15/2022 9:32:20 AM , 74.99565 ,3/15/2022 9:32:40 AM , 74.99748 ,3/15/2022 9:33:00 AM , 74.99748 ,3/15/2022 9:33:20 AM , 74.99748 ,3/15/2022 9:33:40 AM , 74.99748 ,3/15/2022 9:34:00 AM , 74.99565 ,3/15/2022 9:34:20 AM , 74.99565 ,
 29 ,3/15/2022 9:35:00 AM , 74.99565 ,3/15/2022 9:35:20 AM , 74.99748 ,3/15/2022 9:35:40 AM , 74.99748 ,3/15/2022 9:36:00 AM , 74.99565 ,3/15/2022 9:36:20 AM , 74.99565 ,3/15/2022 9:36:40 AM , 74.99565 ,3/15/2022 9:37:00 AM , 74.99748 ,3/15/2022 9:37:20 AM , 74.99565 ,3/15/2022 9:37:40 AM , 74.99565 ,3/15/2022 9:38:00 AM , 74.99565 ,3/15/2022 9:38:20 AM , 74.99565 ,3/15/2022 9:38:40 AM , 74.99565 ,3/15/2022 9:39:00 AM , 74.99748 ,3/15/2022 9:39:20 AM , 74.99748 ,3/15/2022 9:39:40 AM , 74.99748 ,3/15/2022 9:40:00 AM , 74.99565 ,
 30 ,3/15/2022 9:40:40 AM , 74.99748 ,3/15/2022 9:41:00 AM , 74.99748 ,3/15/2022 9:41:20 AM , 74.99748 ,3/15/2022 9:41:40 AM , 74.99748 ,3/15/2022 9:42:00 AM , 74.99565 ,3/15/2022 9:42:20 AM , 74.99565 ,3/15/2022 9:42:40 AM , 74.99748 ,3/15/2022 9:43:00 AM , 74.99565 ,3/15/2022 9:43:20 AM , 74.99748 ,3/15/2022 9:43:40 AM , 74.99748 ,3/15/2022 9:44:00 AM , 74.99748 ,3/15/2022 9:44:20 AM , 74.99748 ,3/15/2022 9:44:40 AM , 74.99565 ,3/15/2022 9:45:00 AM , 74.99748 ,3/15/2022 9:45:20 AM , 74.99748 ,3/15/2022 9:45:40 AM , 74.99565 ,
 31 ,3/15/2022 9:46:20 AM , 74.99565 ,3/15/2022 9:46:40 AM , 74.99565 ,3/15/2022 9:47:00 AM , 74.99748 ,3/15/2022 9:47:20 AM , 74.99565 ,3/15/2022 9:47:40 AM , 74.99748 ,3/15/2022 9:48:00 AM , 74.99565 ,3/15/2022 9:48:20 AM , 74.99565 ,3/15/2022 9:48:40 AM , 74.99565 ,3/15/2022 9:49:00 AM , 74.99748 ,3/15/2022 9:49:20 AM , 74.99748 ,3/15/2022 9:49:40 AM , 74.99565 ,3/15/2022 9:50:00 AM , 74.99748 ,3/15/2022 9:50:20 AM , 74.99565 ,3/15/2022 9:50:40 AM , 74.99748 ,3/15/2022 9:51:00 AM , 74.99748 ,3/15/2022 9:51:20 AM , 74.99748 ,
