Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:22 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0111
SUBJECT ID:F8-2
SUBJECT MASS:17.2 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0111,3/15/2022 6:57:00 AM , 242 , 155 , 462 , 362 , 36 ,
 1 ,0111,3/15/2022 6:58:00 AM , 82 , 48 , 250 , 182 , 9 ,
 1 ,0111,3/15/2022 6:59:00 AM , 107 , 47 , 166 , 89 , 3 ,
 1 ,0111,3/15/2022 7:00:00 AM , 81 , 46 , 354 , 157 , 4 ,
 1 ,0111,3/15/2022 7:01:00 AM , 115 , 78 , 227 , 137 , 8 ,
 2 ,0111,3/15/2022 7:02:00 AM , 165 , 100 , 271 , 207 , 28 ,
 2 ,0111,3/15/2022 7:03:00 AM , 196 , 120 , 368 , 295 , 10 ,
 2 ,0111,3/15/2022 7:04:00 AM , 173 , 110 , 281 , 216 , 19 ,
 2 ,0111,3/15/2022 7:05:00 AM , 78 , 28 , 203 , 115 , 4 ,
 2 ,0111,3/15/2022 7:06:00 AM , 182 , 111 , 338 , 227 , 11 ,
 3 ,0111,3/15/2022 7:07:00 AM , 219 , 152 , 356 , 257 , 10 ,
 3 ,0111,3/15/2022 7:08:00 AM , 97 , 56 , 239 , 169 , 51 ,
 3 ,0111,3/15/2022 7:09:00 AM , 133 , 89 , 294 , 208 , 89 ,
 3 ,0111,3/15/2022 7:10:00 AM , 146 , 103 , 239 , 161 , 10 ,
 3 ,0111,3/15/2022 7:11:00 AM , 35 , 15 , 117 , 57 , 0 ,
 3 ,0111,3/15/2022 7:12:00 AM , 114 , 48 , 107 , 54 , 2 ,
 4 ,0111,3/15/2022 7:13:00 AM , 185 , 125 , 289 , 205 , 12 ,
 4 ,0111,3/15/2022 7:14:00 AM , 137 , 89 , 216 , 164 , 4 ,
 4 ,0111,3/15/2022 7:15:00 AM , 44 , 28 , 33 , 20 , 0 ,
 4 ,0111,3/15/2022 7:16:00 AM , 72 , 28 , 308 , 59 , 1 ,
 4 ,0111,3/15/2022 7:17:00 AM , 157 , 110 , 209 , 156 , 17 ,
 4 ,0111,3/15/2022 7:18:00 AM , 170 , 123 , 207 , 144 , 6 ,
 5 ,0111,3/15/2022 7:19:00 AM , 80 , 55 , 233 , 168 , 9 ,
 5 ,0111,3/15/2022 7:20:00 AM , 51 , 34 , 91 , 55 , 1 ,
 5 ,0111,3/15/2022 7:21:00 AM , 131 , 96 , 210 , 153 , 11 ,
 5 ,0111,3/15/2022 7:22:00 AM , 167 , 96 , 270 , 179 , 12 ,
 5 ,0111,3/15/2022 7:23:00 AM , 159 , 112 , 266 , 172 , 24 ,
 5 ,0111,3/15/2022 7:24:00 AM , 140 , 95 , 220 , 139 , 31 ,
 6 ,0111,3/15/2022 7:25:00 AM , 132 , 64 , 212 , 144 , 9 ,
 6 ,0111,3/15/2022 7:26:00 AM , 43 , 13 , 116 , 55 , 2 ,
 6 ,0111,3/15/2022 7:27:00 AM , 148 , 112 , 297 , 223 , 8 ,
 6 ,0111,3/15/2022 7:28:00 AM , 258 , 185 , 419 , 328 , 9 ,
 6 ,0111,3/15/2022 7:29:00 AM , 62 , 47 , 199 , 142 , 47 ,
 7 ,0111,3/15/2022 7:30:00 AM , 164 , 108 , 232 , 163 , 9 ,
 7 ,0111,3/15/2022 7:31:00 AM , 149 , 112 , 289 , 237 , 74 ,
 7 ,0111,3/15/2022 7:32:00 AM , 49 , 29 , 122 , 91 , 7 ,
 7 ,0111,3/15/2022 7:33:00 AM , 91 , 54 , 173 , 99 , 6 ,
 7 ,0111,3/15/2022 7:34:00 AM , 167 , 119 , 241 , 159 , 12 ,
 7 ,0111,3/15/2022 7:35:00 AM , 74 , 50 , 166 , 132 , 32 ,
 8 ,0111,3/15/2022 7:36:00 AM , 89 , 4 , 197 , 38 , 0 ,
 8 ,0111,3/15/2022 7:37:00 AM , 163 , 80 , 257 , 107 , 9 ,
 8 ,0111,3/15/2022 7:38:00 AM , 146 , 88 , 289 , 238 , 14 ,
 8 ,0111,3/15/2022 7:39:00 AM , 175 , 114 , 377 , 297 , 28 ,
 8 ,0111,3/15/2022 7:40:00 AM , 89 , 51 , 122 , 89 , 5 ,
 8 ,0111,3/15/2022 7:41:00 AM , 55 , 28 , 164 , 72 , 0 ,
 9 ,0111,3/15/2022 7:42:00 AM , 65 , 28 , 100 , 60 , 0 ,
 9 ,0111,3/15/2022 7:43:00 AM , 123 , 60 , 155 , 123 , 5 ,
 9 ,0111,3/15/2022 7:44:00 AM , 127 , 87 , 181 , 122 , 13 ,
 9 ,0111,3/15/2022 7:45:00 AM , 218 , 160 , 314 , 233 , 5 ,
 9 ,0111,3/15/2022 7:46:00 AM , 121 , 83 , 261 , 199 , 8 ,
 10 ,0111,3/15/2022 7:47:00 AM , 32 , 23 , 23 , 14 , 2 ,
 10 ,0111,3/15/2022 7:48:00 AM , 51 , 17 , 97 , 25 , 5 ,
 10 ,0111,3/15/2022 7:49:00 AM , 79 , 53 , 118 , 59 , 9 ,
 10 ,0111,3/15/2022 7:50:00 AM , 133 , 77 , 246 , 171 , 6 ,
 10 ,0111,3/15/2022 7:51:00 AM , 119 , 75 , 191 , 134 , 38 ,
 10 ,0111,3/15/2022 7:52:00 AM , 126 , 80 , 149 , 123 , 20 ,
 11 ,0111,3/15/2022 7:53:00 AM , 90 , 55 , 141 , 89 , 2 ,
 11 ,0111,3/15/2022 7:54:00 AM , 47 , 12 , 36 , 24 , 5 ,
 11 ,0111,3/15/2022 7:55:00 AM , 94 , 54 , 207 , 143 , 6 ,
 11 ,0111,3/15/2022 7:56:00 AM , 138 , 87 , 221 , 144 , 2 ,
 11 ,0111,3/15/2022 7:57:00 AM , 122 , 69 , 205 , 164 , 2 ,
 11 ,0111,3/15/2022 7:58:00 AM , 99 , 74 , 189 , 129 , 29 ,
 12 ,0111,3/15/2022 7:59:00 AM , 98 , 59 , 161 , 113 , 2 ,
 12 ,0111,3/15/2022 8:00:00 AM , 185 , 123 , 296 , 226 , 12 ,
 12 ,0111,3/15/2022 8:01:00 AM , 108 , 61 , 198 , 118 , 33 ,
 12 ,0111,3/15/2022 8:02:00 AM , 35 , 22 , 92 , 55 , 14 ,
 12 ,0111,3/15/2022 8:03:00 AM , 122 , 92 , 223 , 150 , 5 ,
 13 ,0111,3/15/2022 8:04:00 AM , 61 , 44 , 136 , 91 , 10 ,
 13 ,0111,3/15/2022 8:05:00 AM , 61 , 8 , 101 , 34 , 0 ,
 13 ,0111,3/15/2022 8:06:00 AM , 167 , 117 , 250 , 206 , 10 ,
 13 ,0111,3/15/2022 8:07:00 AM , 96 , 61 , 190 , 142 , 30 ,
 13 ,0111,3/15/2022 8:08:00 AM , 56 , 24 , 170 , 91 , 25 ,
 13 ,0111,3/15/2022 8:09:00 AM , 82 , 57 , 163 , 111 , 10 ,
 14 ,0111,3/15/2022 8:10:00 AM , 61 , 39 , 98 , 63 , 2 ,
 14 ,0111,3/15/2022 8:11:00 AM , 22 , 17 , 51 , 24 , 1 ,
 14 ,0111,3/15/2022 8:12:00 AM , 127 , 89 , 199 , 129 , 3 ,
 14 ,0111,3/15/2022 8:13:00 AM , 90 , 55 , 125 , 64 , 16 ,
 14 ,0111,3/15/2022 8:14:00 AM , 47 , 32 , 93 , 47 , 3 ,
 15 ,0111,3/15/2022 8:15:00 AM , 17 , 4 , 49 , 23 , 5 ,
 15 ,0111,3/15/2022 8:16:00 AM , 43 , 19 , 93 , 30 , 6 ,
 15 ,0111,3/15/2022 8:17:00 AM , 54 , 2 , 40 , 3 , 0 ,
 15 ,0111,3/15/2022 8:18:00 AM , 86 , 22 , 44 , 17 , 0 ,
 15 ,0111,3/15/2022 8:19:00 AM , 19 , 14 , 73 , 24 , 1 ,
 15 ,0111,3/15/2022 8:20:00 AM , 69 , 49 , 120 , 72 , 9 ,
 16 ,0111,3/15/2022 8:21:00 AM , 22 , 8 , 62 , 31 , 2 ,
 16 ,0111,3/15/2022 8:22:00 AM , 43 , 23 , 58 , 21 , 0 ,
 16 ,0111,3/15/2022 8:23:00 AM , 98 , 67 , 192 , 137 , 7 ,
 16 ,0111,3/15/2022 8:24:00 AM , 118 , 74 , 282 , 211 , 10 ,
 16 ,0111,3/15/2022 8:25:00 AM , 100 , 67 , 175 , 130 , 10 ,
 16 ,0111,3/15/2022 8:26:00 AM , 136 , 79 , 228 , 152 , 15 ,
 17 ,0111,3/15/2022 8:27:00 AM , 56 , 37 , 89 , 59 , 0 ,
 17 ,0111,3/15/2022 8:28:00 AM , 104 , 66 , 170 , 132 , 6 ,
 17 ,0111,3/15/2022 8:29:00 AM , 104 , 64 , 127 , 66 , 0 ,
