Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/16/2022 6:11:25 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.BDTA

GROUP/CAGE:0116
SUBJECT ID:F16-4
SUBJECT MASS:20.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,011602,3/15/2022,3/15/2022 7:02:23 AM ,3/15/2022 7:02:55 AM , 32 ,0.08,0.08,g,
 2 , 2 ,011602,3/15/2022,3/15/2022 7:04:41 AM ,3/15/2022 7:04:57 AM , 16 ,0.07,0.15,g,
 3 , 4 ,011602,3/15/2022,3/15/2022 7:17:56 AM ,3/15/2022 7:18:02 AM , 6 ,0.10,0.25,g,
 4 , 6 ,011602,3/15/2022,3/15/2022 7:23:25 AM ,3/15/2022 7:24:09 AM , 44 ,0.08,0.34,g,
 5 , 8 ,011602,3/15/2022,3/15/2022 7:33:29 AM ,3/15/2022 7:35:13 AM , 104 ,0.06,0.39,g,
 6 , 8 ,011602,3/15/2022,3/15/2022 7:37:54 AM ,3/15/2022 7:39:06 AM , 72 ,0.08,0.47,g,
 7 , 10 ,011602,3/15/2022,3/15/2022 7:48:14 AM ,3/15/2022 7:48:42 AM , 28 ,0.03,0.50,g,
 8 , 12 ,011602,3/15/2022,3/15/2022 8:01:24 AM ,3/15/2022 8:03:07 AM , 103 ,0.05,0.55,g,
 9 , 13 ,011602,3/15/2022,3/15/2022 8:08:42 AM ,3/15/2022 8:09:04 AM , 22 ,0.04,0.59,g,
 10 , 15 ,011602,3/15/2022,3/15/2022 8:17:05 AM ,3/15/2022 8:17:56 AM , 51 ,0.06,0.65,g,
 11 , 18 ,011602,3/15/2022,3/15/2022 8:32:12 AM ,3/15/2022 8:34:09 AM , 117 ,0.16,0.81,g,
 12 , 42 ,011602,3/15/2022,3/15/2022 10:49:21 AM ,3/15/2022 10:49:27 AM , 6 ,0.08,0.89,g,
 13 , 48 ,011602,3/15/2022,3/15/2022 11:24:36 AM ,3/15/2022 11:26:48 AM , 132 ,0.19,1.08,g,
 14 , 59 ,011602,3/15/2022,3/15/2022 12:29:17 PM ,3/15/2022 12:29:25 PM , 8 ,0.10,1.18,g,
 15 , 69 ,011602,3/15/2022,3/15/2022 1:21:00 PM ,3/15/2022 1:21:06 PM , 6 ,0.05,1.23,g,
 16 , 78 ,011602,3/15/2022,3/15/2022 2:10:13 PM ,3/15/2022 2:11:57 PM , 104 ,0.07,1.30,g,
 17 , 79 ,011602,3/15/2022,3/15/2022 2:19:39 PM ,3/15/2022 2:20:31 PM , 52 ,0.06,1.37,g,
 18 , 88 ,011602,3/15/2022,3/15/2022 3:11:55 PM ,3/15/2022 3:11:57 PM , 2 ,0.07,1.44,g,
 19 , 102 ,011602,3/15/2022,3/15/2022 4:30:34 PM ,3/15/2022 4:30:44 PM , 10 ,0.07,1.51,g,
 20 , 107 ,011602,3/15/2022,3/15/2022 4:59:43 PM ,3/15/2022 5:01:08 PM , 85 ,0.27,1.78,g,
