Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:22 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0110
SUBJECT ID:F16-1
SUBJECT MASS:22.7 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0110,3/15/2022 6:57:00 AM , 43 , 16 , 46 , 23 , 0 ,
 1 ,0110,3/15/2022 6:58:00 AM , 111 , 68 , 275 , 182 , 11 ,
 1 ,0110,3/15/2022 6:59:00 AM , 160 , 100 , 338 , 260 , 34 ,
 1 ,0110,3/15/2022 7:00:00 AM , 173 , 92 , 335 , 247 , 33 ,
 1 ,0110,3/15/2022 7:01:00 AM , 197 , 123 , 446 , 330 , 29 ,
 2 ,0110,3/15/2022 7:02:00 AM , 114 , 62 , 277 , 191 , 38 ,
 2 ,0110,3/15/2022 7:03:00 AM , 170 , 104 , 342 , 249 , 38 ,
 2 ,0110,3/15/2022 7:04:00 AM , 104 , 58 , 202 , 146 , 35 ,
 2 ,0110,3/15/2022 7:05:00 AM , 36 , 18 , 89 , 50 , 5 ,
 2 ,0110,3/15/2022 7:06:00 AM , 87 , 43 , 158 , 119 , 7 ,
 3 ,0110,3/15/2022 7:07:00 AM , 152 , 82 , 456 , 347 , 5 ,
 3 ,0110,3/15/2022 7:08:00 AM , 129 , 65 , 274 , 210 , 44 ,
 3 ,0110,3/15/2022 7:09:00 AM , 121 , 72 , 202 , 150 , 32 ,
 3 ,0110,3/15/2022 7:10:00 AM , 68 , 28 , 130 , 79 , 1 ,
 3 ,0110,3/15/2022 7:11:00 AM , 68 , 0 , 127 , 36 , 0 ,
 3 ,0110,3/15/2022 7:12:00 AM , 114 , 43 , 271 , 164 , 1 ,
 4 ,0110,3/15/2022 7:13:00 AM , 131 , 78 , 249 , 168 , 3 ,
 4 ,0110,3/15/2022 7:14:00 AM , 112 , 66 , 216 , 152 , 17 ,
 4 ,0110,3/15/2022 7:15:00 AM , 177 , 109 , 293 , 205 , 24 ,
 4 ,0110,3/15/2022 7:16:00 AM , 83 , 46 , 201 , 149 , 23 ,
 4 ,0110,3/15/2022 7:17:00 AM , 135 , 68 , 184 , 136 , 20 ,
 4 ,0110,3/15/2022 7:18:00 AM , 103 , 55 , 185 , 143 , 20 ,
 5 ,0110,3/15/2022 7:19:00 AM , 42 , 16 , 79 , 42 , 13 ,
 5 ,0110,3/15/2022 7:20:00 AM , 128 , 72 , 216 , 154 , 32 ,
 5 ,0110,3/15/2022 7:21:00 AM , 124 , 63 , 273 , 201 , 5 ,
 5 ,0110,3/15/2022 7:22:00 AM , 208 , 115 , 386 , 264 , 0 ,
 5 ,0110,3/15/2022 7:23:00 AM , 57 , 15 , 252 , 179 , 3 ,
 5 ,0110,3/15/2022 7:24:00 AM , 96 , 52 , 253 , 179 , 16 ,
 6 ,0110,3/15/2022 7:25:00 AM , 173 , 101 , 371 , 295 , 51 ,
 6 ,0110,3/15/2022 7:26:00 AM , 115 , 61 , 208 , 109 , 5 ,
 6 ,0110,3/15/2022 7:27:00 AM , 61 , 28 , 165 , 63 , 6 ,
 6 ,0110,3/15/2022 7:28:00 AM , 35 , 0 , 9 , 3 , 0 ,
 6 ,0110,3/15/2022 7:29:00 AM , 84 , 44 , 195 , 130 , 29 ,
 7 ,0110,3/15/2022 7:30:00 AM , 77 , 40 , 122 , 67 , 14 ,
 7 ,0110,3/15/2022 7:31:00 AM , 46 , 11 , 75 , 27 , 2 ,
 7 ,0110,3/15/2022 7:32:00 AM , 53 , 13 , 54 , 17 , 3 ,
 7 ,0110,3/15/2022 7:33:00 AM , 9 , 2 , 110 , 13 , 2 ,
 7 ,0110,3/15/2022 7:34:00 AM , 6 , 0 , 32 , 5 , 0 ,
 7 ,0110,3/15/2022 7:35:00 AM , 24 , 4 , 64 , 16 , 3 ,
 8 ,0110,3/15/2022 7:36:00 AM , 78 , 29 , 132 , 74 , 3 ,
 8 ,0110,3/15/2022 7:37:00 AM , 118 , 59 , 200 , 143 , 18 ,
 8 ,0110,3/15/2022 7:38:00 AM , 151 , 88 , 347 , 286 , 35 ,
 8 ,0110,3/15/2022 7:39:00 AM , 95 , 62 , 228 , 174 , 24 ,
 8 ,0110,3/15/2022 7:40:00 AM , 91 , 38 , 258 , 207 , 27 ,
 8 ,0110,3/15/2022 7:41:00 AM , 98 , 64 , 192 , 143 , 23 ,
 9 ,0110,3/15/2022 7:42:00 AM , 105 , 66 , 240 , 185 , 19 ,
 9 ,0110,3/15/2022 7:43:00 AM , 93 , 57 , 233 , 183 , 38 ,
 9 ,0110,3/15/2022 7:44:00 AM , 124 , 64 , 247 , 173 , 17 ,
 9 ,0110,3/15/2022 7:45:00 AM , 170 , 86 , 319 , 228 , 34 ,
 9 ,0110,3/15/2022 7:46:00 AM , 56 , 23 , 145 , 119 , 20 ,
 10 ,0110,3/15/2022 7:47:00 AM , 195 , 113 , 430 , 333 , 52 ,
 10 ,0110,3/15/2022 7:48:00 AM , 73 , 41 , 184 , 128 , 22 ,
 10 ,0110,3/15/2022 7:49:00 AM , 138 , 58 , 224 , 155 , 43 ,
 10 ,0110,3/15/2022 7:50:00 AM , 170 , 95 , 330 , 253 , 60 ,
 10 ,0110,3/15/2022 7:51:00 AM , 96 , 59 , 240 , 175 , 42 ,
 10 ,0110,3/15/2022 7:52:00 AM , 80 , 44 , 256 , 189 , 47 ,
 11 ,0110,3/15/2022 7:53:00 AM , 127 , 78 , 234 , 163 , 26 ,
 11 ,0110,3/15/2022 7:54:00 AM , 57 , 31 , 126 , 80 , 2 ,
 11 ,0110,3/15/2022 7:55:00 AM , 42 , 14 , 141 , 73 , 6 ,
 11 ,0110,3/15/2022 7:56:00 AM , 204 , 109 , 352 , 242 , 40 ,
 11 ,0110,3/15/2022 7:57:00 AM , 107 , 61 , 268 , 209 , 67 ,
 11 ,0110,3/15/2022 7:58:00 AM , 178 , 99 , 362 , 255 , 73 ,
 12 ,0110,3/15/2022 7:59:00 AM , 122 , 71 , 263 , 178 , 26 ,
 12 ,0110,3/15/2022 8:00:00 AM , 198 , 121 , 363 , 274 , 41 ,
 12 ,0110,3/15/2022 8:01:00 AM , 86 , 49 , 125 , 92 , 31 ,
 12 ,0110,3/15/2022 8:02:00 AM , 21 , 2 , 85 , 37 , 0 ,
 12 ,0110,3/15/2022 8:03:00 AM , 63 , 41 , 231 , 152 , 15 ,
 13 ,0110,3/15/2022 8:04:00 AM , 101 , 45 , 221 , 162 , 30 ,
 13 ,0110,3/15/2022 8:05:00 AM , 124 , 75 , 281 , 217 , 32 ,
 13 ,0110,3/15/2022 8:06:00 AM , 144 , 97 , 258 , 192 , 61 ,
 13 ,0110,3/15/2022 8:07:00 AM , 90 , 44 , 250 , 181 , 42 ,
 13 ,0110,3/15/2022 8:08:00 AM , 71 , 40 , 146 , 94 , 25 ,
 13 ,0110,3/15/2022 8:09:00 AM , 29 , 2 , 71 , 23 , 0 ,
 14 ,0110,3/15/2022 8:10:00 AM , 56 , 11 , 59 , 5 , 0 ,
 14 ,0110,3/15/2022 8:11:00 AM , 114 , 62 , 229 , 164 , 22 ,
 14 ,0110,3/15/2022 8:12:00 AM , 67 , 31 , 205 , 161 , 50 ,
 14 ,0110,3/15/2022 8:13:00 AM , 74 , 45 , 204 , 141 , 27 ,
 14 ,0110,3/15/2022 8:14:00 AM , 62 , 32 , 168 , 130 , 47 ,
 15 ,0110,3/15/2022 8:15:00 AM , 49 , 33 , 83 , 46 , 0 ,
 15 ,0110,3/15/2022 8:16:00 AM , 44 , 2 , 21 , 2 , 0 ,
 15 ,0110,3/15/2022 8:17:00 AM , 31 , 2 , 4 , 0 , 0 ,
 15 ,0110,3/15/2022 8:18:00 AM , 18 , 3 , 38 , 10 , 0 ,
 15 ,0110,3/15/2022 8:19:00 AM , 19 , 3 , 55 , 23 , 0 ,
 15 ,0110,3/15/2022 8:20:00 AM , 130 , 23 , 17 , 8 , 0 ,
 16 ,0110,3/15/2022 8:21:00 AM , 79 , 43 , 124 , 81 , 5 ,
 16 ,0110,3/15/2022 8:22:00 AM , 167 , 88 , 384 , 280 , 2 ,
 16 ,0110,3/15/2022 8:23:00 AM , 154 , 55 , 217 , 109 , 14 ,
 16 ,0110,3/15/2022 8:24:00 AM , 230 , 141 , 401 , 310 , 49 ,
 16 ,0110,3/15/2022 8:25:00 AM , 114 , 57 , 311 , 233 , 54 ,
 16 ,0110,3/15/2022 8:26:00 AM , 81 , 42 , 139 , 82 , 23 ,
 17 ,0110,3/15/2022 8:27:00 AM , 123 , 32 , 62 , 38 , 7 ,
 17 ,0110,3/15/2022 8:28:00 AM , 17 , 7 , 83 , 37 , 3 ,
 17 ,0110,3/15/2022 8:29:00 AM , 48 , 19 , 127 , 72 , 6 ,
