Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:24 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0114
SUBJECT ID:F8-3
SUBJECT MASS:19.9 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0114,3/15/2022 6:57:00 AM , 114 , 74 , 262 , 180 , 16 ,
 1 ,0114,3/15/2022 6:58:00 AM , 173 , 105 , 368 , 278 , 13 ,
 1 ,0114,3/15/2022 6:59:00 AM , 35 , 17 , 120 , 76 , 27 ,
 1 ,0114,3/15/2022 7:00:00 AM , 106 , 50 , 334 , 264 , 4 ,
 1 ,0114,3/15/2022 7:01:00 AM , 113 , 63 , 255 , 192 , 23 ,
 2 ,0114,3/15/2022 7:02:00 AM , 128 , 80 , 303 , 219 , 32 ,
 2 ,0114,3/15/2022 7:03:00 AM , 167 , 84 , 297 , 216 , 19 ,
 2 ,0114,3/15/2022 7:04:00 AM , 94 , 60 , 290 , 224 , 10 ,
 2 ,0114,3/15/2022 7:05:00 AM , 149 , 93 , 320 , 220 , 0 ,
 2 ,0114,3/15/2022 7:06:00 AM , 12 , 4 , 44 , 18 , 5 ,
 3 ,0114,3/15/2022 7:07:00 AM , 87 , 48 , 259 , 171 , 8 ,
 3 ,0114,3/15/2022 7:08:00 AM , 171 , 93 , 378 , 280 , 13 ,
 3 ,0114,3/15/2022 7:09:00 AM , 132 , 79 , 371 , 286 , 9 ,
 3 ,0114,3/15/2022 7:10:00 AM , 174 , 103 , 448 , 327 , 40 ,
 3 ,0114,3/15/2022 7:11:00 AM , 107 , 72 , 245 , 167 , 27 ,
 3 ,0114,3/15/2022 7:12:00 AM , 147 , 98 , 380 , 305 , 16 ,
 4 ,0114,3/15/2022 7:13:00 AM , 113 , 71 , 319 , 246 , 8 ,
 4 ,0114,3/15/2022 7:14:00 AM , 75 , 20 , 113 , 68 , 8 ,
 4 ,0114,3/15/2022 7:15:00 AM , 144 , 96 , 293 , 223 , 28 ,
 4 ,0114,3/15/2022 7:16:00 AM , 100 , 54 , 189 , 135 , 17 ,
 4 ,0114,3/15/2022 7:17:00 AM , 66 , 35 , 198 , 132 , 44 ,
 4 ,0114,3/15/2022 7:18:00 AM , 132 , 78 , 309 , 222 , 41 ,
 5 ,0114,3/15/2022 7:19:00 AM , 121 , 81 , 281 , 199 , 15 ,
 5 ,0114,3/15/2022 7:20:00 AM , 97 , 57 , 214 , 144 , 20 ,
 5 ,0114,3/15/2022 7:21:00 AM , 91 , 44 , 180 , 105 , 12 ,
 5 ,0114,3/15/2022 7:22:00 AM , 101 , 52 , 246 , 171 , 14 ,
 5 ,0114,3/15/2022 7:23:00 AM , 123 , 57 , 334 , 244 , 3 ,
 5 ,0114,3/15/2022 7:24:00 AM , 89 , 53 , 189 , 122 , 17 ,
 6 ,0114,3/15/2022 7:25:00 AM , 152 , 98 , 399 , 279 , 68 ,
 6 ,0114,3/15/2022 7:26:00 AM , 155 , 92 , 269 , 185 , 86 ,
 6 ,0114,3/15/2022 7:27:00 AM , 115 , 58 , 202 , 145 , 81 ,
 6 ,0114,3/15/2022 7:28:00 AM , 144 , 69 , 197 , 143 , 48 ,
 6 ,0114,3/15/2022 7:29:00 AM , 145 , 96 , 295 , 220 , 37 ,
 7 ,0114,3/15/2022 7:30:00 AM , 104 , 56 , 213 , 146 , 35 ,
 7 ,0114,3/15/2022 7:31:00 AM , 105 , 63 , 234 , 158 , 21 ,
 7 ,0114,3/15/2022 7:32:00 AM , 146 , 95 , 335 , 261 , 23 ,
 7 ,0114,3/15/2022 7:33:00 AM , 40 , 9 , 24 , 5 , 0 ,
 7 ,0114,3/15/2022 7:34:00 AM , 68 , 41 , 140 , 95 , 0 ,
 7 ,0114,3/15/2022 7:35:00 AM , 160 , 84 , 250 , 180 , 46 ,
 8 ,0114,3/15/2022 7:36:00 AM , 148 , 95 , 232 , 169 , 24 ,
 8 ,0114,3/15/2022 7:37:00 AM , 66 , 24 , 202 , 141 , 37 ,
 8 ,0114,3/15/2022 7:38:00 AM , 86 , 38 , 179 , 126 , 0 ,
 8 ,0114,3/15/2022 7:39:00 AM , 45 , 10 , 150 , 95 , 3 ,
 8 ,0114,3/15/2022 7:40:00 AM , 105 , 66 , 310 , 218 , 1 ,
 8 ,0114,3/15/2022 7:41:00 AM , 121 , 65 , 217 , 161 , 39 ,
 9 ,0114,3/15/2022 7:42:00 AM , 114 , 65 , 207 , 144 , 49 ,
 9 ,0114,3/15/2022 7:43:00 AM , 67 , 24 , 124 , 77 , 0 ,
 9 ,0114,3/15/2022 7:44:00 AM , 20 , 7 , 86 , 58 , 0 ,
 9 ,0114,3/15/2022 7:45:00 AM , 87 , 18 , 77 , 41 , 4 ,
 9 ,0114,3/15/2022 7:46:00 AM , 123 , 79 , 342 , 249 , 12 ,
 10 ,0114,3/15/2022 7:47:00 AM , 107 , 62 , 341 , 259 , 7 ,
 10 ,0114,3/15/2022 7:48:00 AM , 93 , 61 , 193 , 124 , 13 ,
 10 ,0114,3/15/2022 7:49:00 AM , 145 , 93 , 383 , 297 , 13 ,
 10 ,0114,3/15/2022 7:50:00 AM , 54 , 29 , 103 , 63 , 0 ,
 10 ,0114,3/15/2022 7:51:00 AM , 25 , 13 , 75 , 54 , 2 ,
 10 ,0114,3/15/2022 7:52:00 AM , 115 , 84 , 302 , 231 , 16 ,
 11 ,0114,3/15/2022 7:53:00 AM , 61 , 38 , 179 , 120 , 31 ,
 11 ,0114,3/15/2022 7:54:00 AM , 130 , 72 , 299 , 205 , 2 ,
 11 ,0114,3/15/2022 7:55:00 AM , 109 , 57 , 262 , 181 , 49 ,
 11 ,0114,3/15/2022 7:56:00 AM , 121 , 47 , 120 , 79 , 7 ,
 11 ,0114,3/15/2022 7:57:00 AM , 22 , 13 , 90 , 52 , 0 ,
 11 ,0114,3/15/2022 7:58:00 AM , 61 , 12 , 133 , 73 , 0 ,
 12 ,0114,3/15/2022 7:59:00 AM , 71 , 23 , 159 , 77 , 2 ,
 12 ,0114,3/15/2022 8:00:00 AM , 24 , 9 , 148 , 82 , 12 ,
 12 ,0114,3/15/2022 8:01:00 AM , 95 , 55 , 175 , 122 , 9 ,
 12 ,0114,3/15/2022 8:02:00 AM , 64 , 34 , 176 , 107 , 8 ,
 12 ,0114,3/15/2022 8:03:00 AM , 80 , 33 , 219 , 154 , 26 ,
 13 ,0114,3/15/2022 8:04:00 AM , 91 , 52 , 261 , 200 , 35 ,
 13 ,0114,3/15/2022 8:05:00 AM , 79 , 38 , 176 , 127 , 27 ,
 13 ,0114,3/15/2022 8:06:00 AM , 101 , 55 , 216 , 157 , 21 ,
 13 ,0114,3/15/2022 8:07:00 AM , 47 , 24 , 134 , 68 , 51 ,
 13 ,0114,3/15/2022 8:08:00 AM , 79 , 44 , 162 , 123 , 69 ,
 13 ,0114,3/15/2022 8:09:00 AM , 60 , 23 , 205 , 129 , 28 ,
 14 ,0114,3/15/2022 8:10:00 AM , 109 , 69 , 279 , 195 , 34 ,
 14 ,0114,3/15/2022 8:11:00 AM , 74 , 34 , 199 , 134 , 21 ,
 14 ,0114,3/15/2022 8:12:00 AM , 78 , 32 , 140 , 91 , 17 ,
 14 ,0114,3/15/2022 8:13:00 AM , 94 , 56 , 213 , 164 , 15 ,
 14 ,0114,3/15/2022 8:14:00 AM , 10 , 1 , 7 , 6 , 5 ,
 15 ,0114,3/15/2022 8:15:00 AM , 45 , 5 , 26 , 11 , 2 ,
 15 ,0114,3/15/2022 8:16:00 AM , 69 , 19 , 86 , 62 , 4 ,
 15 ,0114,3/15/2022 8:17:00 AM , 11 , 3 , 69 , 20 , 0 ,
 15 ,0114,3/15/2022 8:18:00 AM , 22 , 7 , 134 , 61 , 0 ,
 15 ,0114,3/15/2022 8:19:00 AM , 79 , 43 , 201 , 139 , 33 ,
 15 ,0114,3/15/2022 8:20:00 AM , 33 , 18 , 77 , 40 , 9 ,
 16 ,0114,3/15/2022 8:21:00 AM , 18 , 3 , 158 , 100 , 0 ,
 16 ,0114,3/15/2022 8:22:00 AM , 22 , 1 , 50 , 15 , 0 ,
 16 ,0114,3/15/2022 8:23:00 AM , 16 , 4 , 13 , 0 , 0 ,
 16 ,0114,3/15/2022 8:24:00 AM , 8 , 1 , 48 , 1 , 0 ,
 16 ,0114,3/15/2022 8:25:00 AM , 87 , 47 , 213 , 156 , 17 ,
 16 ,0114,3/15/2022 8:26:00 AM , 151 , 106 , 253 , 178 , 54 ,
 17 ,0114,3/15/2022 8:27:00 AM , 131 , 69 , 388 , 300 , 24 ,
 17 ,0114,3/15/2022 8:28:00 AM , 162 , 103 , 290 , 205 , 31 ,
 17 ,0114,3/15/2022 8:29:00 AM , 125 , 73 , 314 , 235 , 34 ,
