Oxymax Activity CSV File

CSV FILE CREATION:3/16/2022 6:11:17 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.ADTA

GROUP/CAGE:0103
SUBJECT ID:16-2
SUBJECT MASS:31 grams

SAMPLE FREQ:60 seconds


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,GROUP/CAGE,DATE/TIME,XTOT,XAMB,YTOT,YAMB,ZTOT,

===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,0103,3/15/2022 6:57:00 AM , 203 , 127 , 399 , 296 , 99 ,
 1 ,0103,3/15/2022 6:58:00 AM , 88 , 51 , 147 , 104 , 6 ,
 1 ,0103,3/15/2022 6:59:00 AM , 184 , 118 , 280 , 211 , 8 ,
 1 ,0103,3/15/2022 7:00:00 AM , 119 , 84 , 210 , 130 , 5 ,
 1 ,0103,3/15/2022 7:01:00 AM , 99 , 65 , 193 , 130 , 11 ,
 2 ,0103,3/15/2022 7:02:00 AM , 132 , 71 , 191 , 105 , 8 ,
 2 ,0103,3/15/2022 7:03:00 AM , 210 , 119 , 324 , 185 , 4 ,
 2 ,0103,3/15/2022 7:04:00 AM , 149 , 89 , 228 , 143 , 7 ,
 2 ,0103,3/15/2022 7:05:00 AM , 37 , 16 , 81 , 51 , 10 ,
 2 ,0103,3/15/2022 7:06:00 AM , 72 , 0 , 100 , 13 , 0 ,
 3 ,0103,3/15/2022 7:07:00 AM , 110 , 53 , 128 , 66 , 11 ,
 3 ,0103,3/15/2022 7:08:00 AM , 121 , 79 , 206 , 142 , 19 ,
 3 ,0103,3/15/2022 7:09:00 AM , 208 , 138 , 245 , 164 , 0 ,
 3 ,0103,3/15/2022 7:10:00 AM , 184 , 105 , 179 , 128 , 2 ,
 3 ,0103,3/15/2022 7:11:00 AM , 185 , 105 , 338 , 248 , 17 ,
 3 ,0103,3/15/2022 7:12:00 AM , 180 , 113 , 361 , 217 , 8 ,
 4 ,0103,3/15/2022 7:13:00 AM , 208 , 119 , 323 , 233 , 5 ,
 4 ,0103,3/15/2022 7:14:00 AM , 135 , 76 , 297 , 214 , 4 ,
 4 ,0103,3/15/2022 7:15:00 AM , 86 , 52 , 115 , 64 , 4 ,
 4 ,0103,3/15/2022 7:16:00 AM , 105 , 57 , 124 , 91 , 5 ,
 4 ,0103,3/15/2022 7:17:00 AM , 231 , 42 , 100 , 61 , 0 ,
 4 ,0103,3/15/2022 7:18:00 AM , 48 , 14 , 73 , 14 , 0 ,
 5 ,0103,3/15/2022 7:19:00 AM , 59 , 8 , 143 , 30 , 0 ,
 5 ,0103,3/15/2022 7:20:00 AM , 70 , 46 , 174 , 61 , 0 ,
 5 ,0103,3/15/2022 7:21:00 AM , 120 , 75 , 156 , 109 , 28 ,
 5 ,0103,3/15/2022 7:22:00 AM , 16 , 2 , 7 , 2 , 0 ,
 5 ,0103,3/15/2022 7:23:00 AM , 17 , 5 , 25 , 5 , 3 ,
 5 ,0103,3/15/2022 7:24:00 AM , 69 , 22 , 75 , 51 , 7 ,
 6 ,0103,3/15/2022 7:25:00 AM , 44 , 1 , 39 , 4 , 0 ,
 6 ,0103,3/15/2022 7:26:00 AM , 35 , 9 , 82 , 39 , 2 ,
 6 ,0103,3/15/2022 7:27:00 AM , 17 , 2 , 67 , 40 , 4 ,
 6 ,0103,3/15/2022 7:28:00 AM , 189 , 108 , 240 , 157 , 7 ,
 6 ,0103,3/15/2022 7:29:00 AM , 148 , 76 , 194 , 127 , 23 ,
 7 ,0103,3/15/2022 7:30:00 AM , 133 , 79 , 216 , 128 , 28 ,
 7 ,0103,3/15/2022 7:31:00 AM , 125 , 81 , 180 , 106 , 19 ,
 7 ,0103,3/15/2022 7:32:00 AM , 182 , 92 , 282 , 178 , 13 ,
 7 ,0103,3/15/2022 7:33:00 AM , 277 , 186 , 365 , 263 , 35 ,
 7 ,0103,3/15/2022 7:34:00 AM , 79 , 45 , 197 , 132 , 1 ,
 7 ,0103,3/15/2022 7:35:00 AM , 41 , 17 , 136 , 48 , 0 ,
 8 ,0103,3/15/2022 7:36:00 AM , 105 , 67 , 159 , 92 , 7 ,
 8 ,0103,3/15/2022 7:37:00 AM , 61 , 39 , 125 , 60 , 1 ,
 8 ,0103,3/15/2022 7:38:00 AM , 132 , 88 , 199 , 146 , 0 ,
 8 ,0103,3/15/2022 7:39:00 AM , 136 , 72 , 227 , 156 , 9 ,
 8 ,0103,3/15/2022 7:40:00 AM , 119 , 79 , 215 , 133 , 27 ,
 8 ,0103,3/15/2022 7:41:00 AM , 164 , 107 , 255 , 179 , 34 ,
 9 ,0103,3/15/2022 7:42:00 AM , 124 , 63 , 269 , 202 , 74 ,
 9 ,0103,3/15/2022 7:43:00 AM , 147 , 97 , 348 , 205 , 4 ,
 9 ,0103,3/15/2022 7:44:00 AM , 109 , 59 , 178 , 117 , 1 ,
 9 ,0103,3/15/2022 7:45:00 AM , 38 , 23 , 81 , 25 , 0 ,
 9 ,0103,3/15/2022 7:46:00 AM , 60 , 28 , 103 , 47 , 4 ,
 10 ,0103,3/15/2022 7:47:00 AM , 76 , 42 , 81 , 41 , 3 ,
 10 ,0103,3/15/2022 7:48:00 AM , 194 , 132 , 226 , 133 , 25 ,
 10 ,0103,3/15/2022 7:49:00 AM , 139 , 89 , 210 , 140 , 2 ,
 10 ,0103,3/15/2022 7:50:00 AM , 112 , 45 , 81 , 52 , 3 ,
 10 ,0103,3/15/2022 7:51:00 AM , 31 , 3 , 25 , 11 , 0 ,
 10 ,0103,3/15/2022 7:52:00 AM , 23 , 4 , 33 , 13 , 0 ,
 11 ,0103,3/15/2022 7:53:00 AM , 79 , 31 , 98 , 45 , 3 ,
 11 ,0103,3/15/2022 7:54:00 AM , 141 , 91 , 182 , 122 , 10 ,
 11 ,0103,3/15/2022 7:55:00 AM , 115 , 78 , 238 , 168 , 12 ,
 11 ,0103,3/15/2022 7:56:00 AM , 138 , 90 , 259 , 170 , 17 ,
 11 ,0103,3/15/2022 7:57:00 AM , 54 , 27 , 104 , 73 , 2 ,
 11 ,0103,3/15/2022 7:58:00 AM , 144 , 107 , 144 , 91 , 18 ,
 12 ,0103,3/15/2022 7:59:00 AM , 73 , 21 , 89 , 58 , 10 ,
 12 ,0103,3/15/2022 8:00:00 AM , 104 , 53 , 146 , 92 , 5 ,
 12 ,0103,3/15/2022 8:01:00 AM , 28 , 5 , 18 , 5 , 2 ,
 12 ,0103,3/15/2022 8:02:00 AM , 51 , 28 , 52 , 28 , 5 ,
 12 ,0103,3/15/2022 8:03:00 AM , 76 , 48 , 149 , 68 , 5 ,
 13 ,0103,3/15/2022 8:04:00 AM , 100 , 61 , 113 , 61 , 4 ,
 13 ,0103,3/15/2022 8:05:00 AM , 102 , 60 , 164 , 114 , 11 ,
 13 ,0103,3/15/2022 8:06:00 AM , 139 , 74 , 182 , 114 , 5 ,
 13 ,0103,3/15/2022 8:07:00 AM , 47 , 12 , 40 , 22 , 0 ,
 13 ,0103,3/15/2022 8:08:00 AM , 30 , 4 , 57 , 22 , 0 ,
 13 ,0103,3/15/2022 8:09:00 AM , 32 , 0 , 81 , 25 , 0 ,
 14 ,0103,3/15/2022 8:10:00 AM , 31 , 11 , 72 , 36 , 0 ,
 14 ,0103,3/15/2022 8:11:00 AM , 20 , 10 , 49 , 23 , 5 ,
 14 ,0103,3/15/2022 8:12:00 AM , 97 , 57 , 152 , 97 , 56 ,
 14 ,0103,3/15/2022 8:13:00 AM , 113 , 72 , 195 , 137 , 4 ,
 14 ,0103,3/15/2022 8:14:00 AM , 57 , 16 , 100 , 52 , 0 ,
 15 ,0103,3/15/2022 8:15:00 AM , 76 , 36 , 56 , 18 , 3 ,
 15 ,0103,3/15/2022 8:16:00 AM , 99 , 58 , 166 , 114 , 14 ,
 15 ,0103,3/15/2022 8:17:00 AM , 76 , 36 , 82 , 43 , 0 ,
 15 ,0103,3/15/2022 8:18:00 AM , 69 , 12 , 19 , 4 , 0 ,
 15 ,0103,3/15/2022 8:19:00 AM , 25 , 3 , 34 , 5 , 0 ,
 15 ,0103,3/15/2022 8:20:00 AM , 50 , 2 , 81 , 34 , 0 ,
 16 ,0103,3/15/2022 8:21:00 AM , 24 , 8 , 114 , 39 , 0 ,
 16 ,0103,3/15/2022 8:22:00 AM , 52 , 33 , 43 , 14 , 4 ,
 16 ,0103,3/15/2022 8:23:00 AM , 12 , 1 , 37 , 7 , 1 ,
 16 ,0103,3/15/2022 8:24:00 AM , 80 , 30 , 108 , 58 , 0 ,
 16 ,0103,3/15/2022 8:25:00 AM , 174 , 76 , 215 , 124 , 0 ,
 16 ,0103,3/15/2022 8:26:00 AM , 111 , 64 , 215 , 141 , 31 ,
 17 ,0103,3/15/2022 8:27:00 AM , 249 , 144 , 291 , 201 , 32 ,
 17 ,0103,3/15/2022 8:28:00 AM , 230 , 151 , 370 , 254 , 40 ,
 17 ,0103,3/15/2022 8:29:00 AM , 35 , 10 , 68 , 48 , 1 ,
