Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/16/2022 6:11:21 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.BDTA

GROUP/CAGE:0110
SUBJECT ID:F16-1
SUBJECT MASS:22.7 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 4 ,011002,3/15/2022,3/15/2022 7:14:43 AM ,3/15/2022 7:15:19 AM , 36 ,0.03,0.03,g,
 2 , 5 ,011002,3/15/2022,3/15/2022 7:19:12 AM ,3/15/2022 7:19:24 AM , 12 ,0.04,0.07,g,
 3 , 5 ,011002,3/15/2022,3/15/2022 7:19:46 AM ,3/15/2022 7:20:00 AM , 14 ,0.05,0.12,g,
 4 , 6 ,011002,3/15/2022,3/15/2022 7:28:17 AM ,3/15/2022 7:29:24 AM , 67 ,0.05,0.17,g,
 5 , 9 ,011002,3/15/2022,3/15/2022 7:40:08 AM ,3/15/2022 7:41:02 AM , 54 ,0.04,0.21,g,
 6 , 10 ,011002,3/15/2022,3/15/2022 7:44:53 AM ,3/15/2022 7:48:03 AM , 190 ,0.07,0.27,g,
 7 , 12 ,011002,3/15/2022,3/15/2022 7:59:44 AM ,3/15/2022 8:00:56 AM , 72 ,0.04,0.31,g,
 8 , 17 ,011002,3/15/2022,3/15/2022 8:29:32 AM ,3/15/2022 8:30:56 AM , 84 ,0.06,0.37,g,
 9 , 21 ,011002,3/15/2022,3/15/2022 8:52:22 AM ,3/15/2022 8:52:45 AM , 23 ,0.10,0.47,g,
 10 , 23 ,011002,3/15/2022,3/15/2022 9:00:28 AM ,3/15/2022 9:01:44 AM , 76 ,0.05,0.53,g,
 11 , 26 ,011002,3/15/2022,3/15/2022 9:21:08 AM ,3/15/2022 9:21:18 AM , 10 ,0.05,0.58,g,
 12 , 57 ,011002,3/15/2022,3/15/2022 12:15:00 PM ,3/15/2022 12:15:14 PM , 14 ,0.36,0.94,g,
 13 , 57 ,011002,3/15/2022,3/15/2022 12:15:46 PM ,3/15/2022 12:16:33 PM , 47 ,0.10,1.04,g,
 14 , 69 ,011002,3/15/2022,3/15/2022 1:22:20 PM ,3/15/2022 1:22:26 PM , 6 ,0.07,1.11,g,
 15 , 81 ,011002,3/15/2022,3/15/2022 2:29:52 PM ,3/15/2022 2:29:58 PM , 6 ,0.04,1.15,g,
 16 , 90 ,011002,3/15/2022,3/15/2022 3:20:26 PM ,3/15/2022 3:22:25 PM , 119 ,0.08,1.24,g,
 17 , 93 ,011002,3/15/2022,3/15/2022 3:39:58 PM ,3/15/2022 3:41:49 PM , 111 ,0.11,1.35,g,
 18 , 95 ,011002,3/15/2022,3/15/2022 3:51:30 PM ,3/15/2022 3:53:03 PM , 93 ,0.05,1.40,g,
 19 , 104 ,011002,3/15/2022,3/15/2022 4:43:30 PM ,3/15/2022 4:43:34 PM , 4 ,0.03,1.43,g,
 20 , 124 ,011002,3/15/2022,3/15/2022 6:36:58 PM ,3/15/2022 6:37:08 PM , 10 ,0.06,1.49,g,
 21 , 137 ,011002,3/15/2022,3/15/2022 7:48:15 PM ,3/15/2022 7:50:11 PM , 116 ,0.11,1.60,g,
 22 , 145 ,011002,3/15/2022,3/15/2022 8:30:31 PM ,3/15/2022 8:31:45 PM , 74 ,0.03,1.63,g,
 23 , 147 ,011002,3/15/2022,3/15/2022 8:46:18 PM ,3/15/2022 8:46:32 PM , 14 ,0.04,1.67,g,
 24 , 149 ,011002,3/15/2022,3/15/2022 8:54:34 PM ,3/15/2022 8:57:02 PM , 148 ,0.03,1.70,g,
 25 , 155 ,011002,3/15/2022,3/15/2022 9:33:35 PM ,3/15/2022 9:33:41 PM , 6 ,0.08,1.78,g,
 26 , 175 ,011002,3/15/2022,3/15/2022 11:22:03 PM ,3/15/2022 11:22:05 PM , 2 ,0.03,1.82,g,
 27 , 187 ,011002,3/16/2022,3/16/2022 12:26:02 AM ,3/16/2022 12:31:35 AM , 333 ,0.05,1.87,g,
 28 , 188 ,011002,3/16/2022,3/16/2022 12:36:40 AM ,3/16/2022 12:37:24 AM , 44 ,0.10,1.96,g,
 29 , 190 ,011002,3/16/2022,3/16/2022 12:46:32 AM ,3/16/2022 12:47:02 AM , 30 ,0.05,2.01,g,
 30 , 191 ,011002,3/16/2022,3/16/2022 12:50:51 AM ,3/16/2022 12:55:52 AM , 301 ,0.04,2.05,g,
 31 , 196 ,011002,3/16/2022,3/16/2022 1:21:17 AM ,3/16/2022 1:22:46 AM , 89 ,0.08,2.13,g,
 32 , 200 ,011002,3/16/2022,3/16/2022 1:45:07 AM ,3/16/2022 1:48:18 AM , 191 ,0.04,2.17,g,
 33 , 202 ,011002,3/16/2022,3/16/2022 1:56:40 AM ,3/16/2022 1:56:46 AM , 6 ,0.05,2.22,g,
 34 , 208 ,011002,3/16/2022,3/16/2022 2:31:27 AM ,3/16/2022 2:31:39 AM , 12 ,0.06,2.27,g,
 35 , 210 ,011002,3/16/2022,3/16/2022 2:44:59 AM ,3/16/2022 2:45:27 AM , 28 ,0.07,2.34,g,
 36 , 214 ,011002,3/16/2022,3/16/2022 3:06:28 AM ,3/16/2022 3:06:29 AM , 1 ,0.05,2.39,g,
 37 , 227 ,011002,3/16/2022,3/16/2022 4:17:23 AM ,3/16/2022 4:17:29 AM , 6 ,0.08,2.46,g,
