"","Interval_num","Adaptive.EE","Ambulatory.EE","ThermicEffect.EE","RMR.EE"
"1","10",0,2.82498154684851,0,7.17501845315149
"2","100",0,2.32406926430053,0,8.67593073569947
"3","101",0,0.957079028642972,0,8.54292097135703
"4","102",0,1.4564855526652,0,7.3435144473348
"5","103",0,1.17136871730306,0,8.35315217983188
"6","104",0,0.631533294202645,0.311182551470751,8.35315217983188
"7","105",0,0.804875543713598,0,8.35315217983188
"8","106",0,2.00034876527622,0,6.99965123472378
"9","107",0,2.40588137618706,0,8.19411862381294
"10","108",0,2.03017098560664,0.57256033879462,9.09726867559874
"11","109",0.959759216211875,0.423748241002887,0,8.81649254278524
"12","11",0,1.1390607190507,0,7.7609392809493
"13","110",0,0,0,8.9
"14","111",0,0,0,8.4
"15","112",0,0,0,7.9
"16","113",0,0.909105549403992,0,6.69089445059601
"17","114",0,0.814423751107956,0,6.78557624889204
"18","115",0,0.299116405413803,0,6.9008835945862
"19","117",0,1.40425106600664,0.612129137423553,8.35315217983188
"20","118",0,2.13962385201406,0.538363624989267,7.02201252299667
"21","119",0,1.87601369838754,0,7.72398630161246
"22","12",0,0.511393358984609,0,7.28860664101539
"23","120",0,2.46639437827519,0,8.23360562172481
"24","121",0,2.52534580294038,0,9.07465419705962
"25","122",0,2.08367710000991,0.389242052226963,8.92708084776313
"26","123",0,2.55336405766269,0,9.24663594233731
"27","124",0,2.56965516433307,0,9.03034483566693
"28","125",0,3.72499493333781,0,8.1750050666622
"29","126",0,3.17136383978961,0,8.42863616021039
"30","127",0,3.53644447523271,0,7.96355552476729
"31","128",0,3.85548800735465,0,7.74451199264535
"32","129",0,3.09747684467958,0.19017651973909,8.01234663558133
"33","13",0,1.13945047403918,0,8.35315217983188
"34","131",0,3.94458729665496,0,8.25541270334503
"35","132",0,3.5458577730856,1.04355551941369,6.71058670750072
"36","133",0,2.83385845362659,0,8.46614154637341
"37","134",0.109810214202515,1.38771218432236,0,9.40247760147513
"38","135",0,2.90339941335085,0,7.59660058664915
"39","136",0,2.55272687488426,0,7.94727312511574
"40","137",0,2.13865021255308,0,8.16134978744692
"41","138",0,1.23531229339945,0,7.76468770660055
"42","139",0,0.681724659610823,0,7.21827534038918
"43","14",0,1.13879832414538,0,8.35315217983188
"44","140",0,0.572499983779311,0,8.35315217983188
"45","15",0,0,0,7.4
"46","16",0,0.523721628031517,0,6.67627837196848
"47","168",0,0.710938081398798,0,7.3890619186012
"48","169",0,1.58800202099714,0,7.71199797900286
"49","17",0,1.89615364078639,0,7.20384635921361
"50","170",0,1.95459819359776,0,7.94540180640224
"51","171",0,1.551284553931,0,7.548715446069
"52","172",0,1.10094128167099,0,8.35315217983188
"53","18",0,3.87000222626653,0,8.35315217983188
"54","19",0,4.24012977896739,0,6.75987022103261
"55","191",0,1.68932840214256,0,8.35315217983188
"56","192",0,1.88885375060855,0,6.91114624939145
"57","193",0,1.84403963558862,0,7.55596036441138
"58","194",0,1.91889806360872,0,7.58110193639128
"59","195",0,1.90437456702723,0.739923104383388,8.35315217983188
"60","196",0,1.40788446280014,0.666647781286966,8.35315217983188
"61","197",0,0.629948103184685,0,6.67005189681532
"62","20",0,3.31380791909443,0,8.08619208090557
"63","209",0,1.85868032486944,0,8.35315217983188
"64","21",0,4.44710567312205,0,7.35289432687795
"65","210",0,1.28051519328487,1.97045298084355,8.35315217983188
"66","211",0,0.37178321356805,0,7.12821678643195
"67","22",0,2.99039324340094,0,8.50960675659907
"68","227",0,1.75256249282781,0,8.35315217983188
"69","228",0,1.10821130472183,0,8.35315217983188
"70","23",0,3.9290371940928,0,7.4709628059072
"71","24",0,4.41761277409214,0,7.18238722590786
"72","244",0,1.13787705657695,0,8.35315217983188
"73","245",0,1.72452243997267,0,7.27547756002733
"74","246",0,1.89318334136413,0,8.20681665863587
"75","247",0,2.16234744984456,0,8.23765255015543
