"","Interval_num","Adaptive.EE","Ambulatory.EE","ThermicEffect.EE","RMR.EE"
"1","10",0,3.27715059565022,0,7.52284940434978
"2","108",0,2.26153842498,0.233845630888611,8.11059687637496
"3","109",0,0,0,7.9
"4","11",0,4.65205604576346,0,6.54794395423654
"5","110",0,1.08684126954976,0,7.01315873045024
"6","111",0,1.637429826152,0.304627739577047,6.35794243427095
"7","112",0,0.357084139160211,0,7.24291586083979
"8","113",0,0.54636293263331,0,6.75363706736669
"9","12",0,1.55896185287698,0,8.74103814712302
"10","125",0,1.5985326180458,1.0260687317014,6.27539865025279
"11","126",0,2.16381431223266,0,7.83618568776734
"12","127",0,2.08363387273237,0.287491384701525,7.42887474256611
"13","128",0,0,0,8.3
"14","129",0,0,0,7.5
"15","13",0,0.946828579693425,0,7.95317142030657
"16","130",0,1.0955556308793,0,8.11059687637496
"17","134",0,2.50489312900659,0.227088553661231,8.11059687637496
"18","135",0,2.81761033459179,0,6.98238966540821
"19","136",0,3.32226088713177,1.2461988946498,8.11059687637496
"20","137",0,5.17819412794496,0,8.11059687637496
"21","138",0,3.98966579508523,0,7.81033420491477
"22","139",0,2.96626794878333,0,8.73373205121667
"23","14",0,0.660960394318694,0,7.5390396056813
"24","140",0,0.909340884283457,0,8.59065911571654
"25","141",0,0,0,8
"26","142",0,1.60200868963601,0,6.89799131036399
"27","143",0,2.22195708657031,0,6.97804291342969
"28","144",0,3.47131074126172,0,6.82868925873828
"29","145",0,4.36032166437773,0,6.33967833562226
"30","146",0,4.46455871429448,0,6.83544128570552
"31","147",0,2.35662174854072,0,8.74337825145928
"32","148",0,3.25849184604433,0,7.54150815395567
"33","149",0,2.95174287779092,0,7.84825712220908
"34","15",0,1.67542464033654,0,7.92457535966346
"35","150",0,1.50765843413506,0,7.39234156586494
"36","151",0,0.798023865242025,0,6.90197613475798
"37","16",0,3.51357007574182,0.655796670623956,6.43063325363423
"38","17",0,2.23611880816714,0,8.06388119183286
"39","173",0,1.58738422059603,0,8.11059687637496
"40","174",0,1.34340888990009,0,7.65659111009991
"41","175",0,1.93901197213209,0,7.56098802786791
"42","176",0,3.31232906762585,0.867041032140967,8.11059687637496
"43","177",0,4.21065842026259,0.311143135974173,8.11059687637496
"44","178",0,3.22712899221864,0,7.97287100778136
"45","179",0,4.04151858289384,0,7.15848141710616
"46","18",0,0.288859481019615,0.602524367286639,8.20861615169374
"47","180",0,3.186214271151,0,8.11378572884901
"48","181",0,2.97649591281982,0,7.42350408718018
"49","182",0,4.18997597285276,0,8.11059687637496
"50","183",0,3.78100327158612,0,6.71899672841388
"51","184",0,3.67945642879793,0,6.32054357120207
"52","185",0,2.76429953592388,0,6.73570046407612
"53","186",0,0,0,8.1
"54","187",0,0.469365056570952,0,6.63063494342905
"55","19",0,0,0,8.5
"56","192",0,1.0648782091176,0,8.11059687637496
"57","193",0,1.01996663680932,0,7.78003336319068
"58","194",0,3.17199729950315,0,6.32800270049685
"59","195",0,1.42431861559823,0,6.87568138440177
"60","196",0,0.815279996981009,0,6.38472000301899
"61","20",0,1.88901794337282,0,6.81098205662718
"62","21",0,0.326416129453045,0,7.87358387054695
"63","22",0,0.605629130974856,0,7.19437086902514
"64","223",0,1.5514785381166,0,8.11059687637496
"65","224",0,1.75032954630873,0,6.64967045369127
"66","225",0,2.637789275975,0.521352193973064,8.11059687637496
"67","226",0,2.67451212975008,0,6.62548787024992
"68","227",0,3.68486473250161,0,6.3151352674984
"69","228",0,2.73046418131936,0,7.06953581868064
"70","229",0,3.46738407698937,0.375720756509477,8.11059687637496
"71","23",0,0.605629130974856,0,7.19437086902514
"72","230",0,2.38196194981546,0,7.01803805018455
"73","231",0,1.37201559619428,0,6.52798440380572
"74","24",0,0.310493391430945,0,7.48950660856905
"75","247",0,1.49714915226763,0,8.11059687637496
"76","25",0,2.04667800996722,0,6.55332199003278
"77","26",0,0,0,7.9
"78","262",0,2.30018360145528,0,8.11059687637496
"79","263",0,1.34801575744023,0,8.11059687637496
"80","264",0,1.79236433364166,0,7.00763566635834
"81","265",0,3.03246382528186,0.76259845847247,8.11059687637496
"82","266",0,3.57256935494944,0.542723394635971,8.11059687637496
"83","267",0,3.10308174154538,0,6.99691825845462
"84","268",0,3.23342591055136,0,6.46657408944863
"85","269",0,2.58793546975525,0,6.81206453024475
"86","27",0,0.37160093404344,0,7.12839906595656
"87","270",0,1.86817131234408,0,7.53182868765592
"88","271",0,1.92805157649216,0,7.27194842350784
"89","272",0,0.859781921840671,0,6.84021807815933
"90","28",0,1.71270399771282,0.320686343326485,8.11059687637496
"91","283",0,1.95386398448063,0,8.11059687637496
"92","284",0,1.75912595581431,0,6.74087404418569
"93","285",0,1.29895486358762,0,7.70104513641238
"94","286",0,1.97684461817842,0.992601192977955,7.13055418884362
"95","287",0,1.5729617514525,0,7.5270382485475
"96","288",0,0.747988441028612,0,7.15201155897139
"97","289",0,0.242544643663959,0,6.95745535633604
"98","29",0,2.85472794667325,0,7.04527205332675
"99","293",0,1.29216937372028,0,6.30783062627972
"100","294",0,1.39576692383951,0,8.00423307616049
"101","295",0,1.41192394373416,0,7.88807605626584
"102","296",0,0.391419650525757,0,7.50858034947424
"103","297",0,0.245913319270403,0,7.0540866807296
"104","298",0,1.81519596531336,0.386266165412793,8.11059687637496
"105","299",0,3.16188414094651,0.145151388722892,8.11059687637496
"106","30",0,4.43958047790536,0,6.96041952209464
"107","300",0,3.93406872520193,0,8.11059687637496
"108","301",0,2.5982355699087,0.725155291944408,7.87660913814689
"109","302",0,4.18880244422041,0,7.21119755577959
"110","303",0,4.28307415460217,0,7.01692584539783
"111","304",0,2.44500934798509,0,8.95499065201491
"112","305",0.617169817011039,1.08474511689735,0,9.19808506609162
"113","306",0.080356082509109,0,0,9.01964391749089
"114","307",0,0,0,8.1
"115","308",0,0.352385663644945,0,7.14761433635505
"116","309",0,0,0,7.1
"117","31",0,5.69588948248307,0.289180439375055,6.41493007814188
"118","312",0,1.228378898561,0.522788929937154,7.34883217150184
"119","313",0,2.2932564465793,0,8.5067435534207
"120","314",0,4.6456058950942,0,6.9543941049058
"121","315",0,4.6804249069195,0,7.5195750930805
"122","316",0,5.13822229484308,0.741456568742275,6.82032113641465
"123","317",0,5.23378008077557,0,7.36621991922443
"124","318",0,4.85947072723948,0,8.04052927276052
