Oxymax CSV File 

CSV Generation Date,10/10/2022 8:56:43 AM 
Experiment Started,7/25/2022 5:14:01 PM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-07-25 Taku HFD MC903 IL4ra KO vs WT.CDTA

Group/Cage,0115
O2 Calibration Date,9/19/2022 8:09:00 AM
CO2 Calibration Date,9/19/2022 8:09:00 AM
Subject ID,WT ETOH4
Subject Mass (G), 24.5 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0115,7/25/2022 5:19:24 PM ,8807,20.921,20.532,0.389,0.0,7378,0.061,0.399,0.337,0.0,0.838,42.7,0.893,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,102,21,715,46,0,0.0,0.0,0.0,39.8,22.4,22.4,22.2,0,0,100,
2,0115,7/25/2022 5:25:04 PM ,6082,20.921,20.654,0.267,0.0,4885,0.066,0.289,0.224,0.0,0.803,29.2,0.892,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,3,0,135,16,0,0.0,0.0,0.0,39.2,22.4,22.4,22.2,0,0,100,
3,0115,7/25/2022 5:30:44 PM ,4536,20.921,20.723,0.198,0.0,3501,0.064,0.225,0.160,0.0,0.772,21.6,0.891,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,3,0,84,0,0,0.0,0.0,0.0,39.0,22.4,22.3,22.2,0,0,100,
4,0115,7/25/2022 5:36:24 PM ,3977,20.921,20.748,0.173,0.0,3004,0.061,0.199,0.138,0.0,0.755,18.9,0.892,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,12,4,1054,53,0,0.0,0.0,0.0,39.2,22.3,22.3,22.2,0,0,100,
5,0115,7/25/2022 5:42:04 PM ,3310,20.921,20.777,0.145,0.0,2579,0.059,0.177,0.118,0.0,0.779,15.8,0.892,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,2,0,474,0,0,0.0,0.0,0.0,39.1,22.4,22.4,22.2,0,0,100,
6,0115,7/25/2022 5:47:44 PM ,3080,20.921,20.787,0.134,0.1,2356,0.058,0.165,0.108,0.0,0.765,14.7,0.893,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,752,0,0,0.0,0.0,0.0,39.0,22.3,22.4,22.2,0,0,100,
7,0115,7/25/2022 5:53:24 PM ,2937,20.921,20.794,0.127,0.1,2200,0.057,0.157,0.101,0.0,0.749,13.9,0.892,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,2,0,594,0,0,0.0,0.0,0.0,39.0,22.4,22.6,22.2,0,0,100,
