Oxymax CSV File 

CSV Generation Date,3/15/2022 6:01:52 AM 
Experiment Started,3/14/2022 6:54:16 AM 
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.CDTA

Group/Cage,0116
O2 Calibration Date,3/14/2022 6:02:27 AM
CO2 Calibration Date,3/14/2022 6:02:27 AM
Subject ID,F16-4
Subject Mass (G), 20.8 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,RESP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,BPM,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0116,3/14/2022 6:59:59 AM ,4324,20.905,20.747,0.158,0.0,3321,0.057,0.184,0.128,0.0,0.768,20.6,0.903,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,666,393,1449,856,122,0,0.0,0.0,31.3,30.8,30.6,30.0,0,0,100,
2,0116,3/14/2022 7:05:39 AM ,4322,20.905,20.747,0.157,0.0,3222,0.059,0.183,0.124,0.0,0.746,20.5,0.901,75.00,UNSTABLE / OPEN,0.09,0.09,0.042,0.042,430,256,956,532,77,0,0.0,0.0,31.9,30.7,30.5,30.0,0,0,100,
3,0116,3/14/2022 7:11:19 AM ,4284,20.905,20.749,0.156,0.0,3191,0.058,0.181,0.123,0.0,0.745,20.3,0.901,75.00,STABLE / OPEN,0.00,0.09,0.037,0.080,483,276,835,492,103,0,0.0,0.0,32.0,30.7,30.2,30.0,0,0,100,
4,0116,3/14/2022 7:16:59 AM ,4000,20.905,20.758,0.147,0.0,3137,0.058,0.179,0.121,0.0,0.784,19.1,0.902,75.00,UNSTABLE / OPEN,0.00,0.09,0.000,0.080,560,154,1414,348,9,0,0.0,0.0,32.0,30.7,30.1,30.0,0,0,100,
5,0116,3/14/2022 7:22:39 AM ,4001,20.905,20.759,0.146,0.0,3004,0.058,0.173,0.116,0.0,0.751,19.0,0.901,75.00,STABLE / OPEN,0.00,0.09,0.033,0.113,647,391,1129,697,126,0,0.0,0.0,32.2,30.8,30.6,30.0,0,0,100,
6,0116,3/14/2022 7:28:19 AM ,4005,20.905,20.758,0.147,0.0,3077,0.057,0.175,0.118,0.0,0.768,19.1,0.902,75.00,UNSTABLE / OPEN,0.00,0.09,0.066,0.179,537,309,838,536,135,0,0.0,0.0,32.1,30.7,30.5,30.0,0,0,100,
7,0116,3/14/2022 7:33:59 AM ,3816,20.905,20.765,0.140,0.0,2945,0.056,0.170,0.113,0.0,0.772,18.2,0.901,75.00,STABLE / OPEN,0.00,0.09,0.000,0.179,194,67,850,279,0,0,0.0,0.0,32.1,30.6,30.3,30.0,0,0,100,
8,0116,3/14/2022 7:39:39 AM ,3786,20.905,20.765,0.140,0.1,3123,0.054,0.174,0.120,0.0,0.825,18.3,0.903,75.00,UNSTABLE / OPEN,0.00,0.09,0.057,0.236,475,275,943,527,66,0,0.0,0.0,32.2,30.7,30.1,30.0,0,0,100,
9,0116,3/14/2022 7:45:19 AM ,3859,20.905,20.762,0.143,0.1,3213,0.055,0.178,0.124,0.0,0.833,18.7,0.901,75.00,STABLE / OPEN,0.00,0.09,0.045,0.281,417,218,855,511,63,0,0.0,0.0,32.6,30.8,30.5,30.0,0,0,100,
10,0116,3/14/2022 7:50:59 AM ,4085,20.905,20.756,0.149,0.1,3097,0.055,0.174,0.119,0.1,0.758,19.4,0.903,75.00,UNSTABLE / OPEN,0.00,0.09,0.049,0.330,448,256,1069,673,113,0,0.0,0.0,32.8,30.7,30.6,30.0,0,0,100,
11,0116,3/14/2022 7:56:39 AM ,4236,20.905,20.750,0.155,0.1,3205,0.055,0.179,0.123,0.1,0.756,20.1,0.901,75.00,UNSTABLE / OPEN,0.00,0.09,0.000,0.330,476,308,1122,715,154,0,0.0,0.0,32.8,30.6,30.4,30.0,0,0,100,
12,0116,3/14/2022 8:02:19 AM ,3958,20.905,20.759,0.146,0.1,3217,0.054,0.178,0.124,0.1,0.813,19.1,0.901,75.00,STABLE / OPEN,0.00,0.09,0.101,0.431,358,172,768,454,81,0,0.0,0.0,32.7,30.7,30.2,30.0,0,0,100,
13,0116,3/14/2022 8:07:59 AM ,3682,20.905,20.768,0.137,0.1,3042,0.052,0.169,0.117,0.1,0.826,17.8,0.901,75.00,STABLE / OPEN,0.00,0.09,0.103,0.535,427,131,1229,314,25,0,0.0,0.0,32.8,30.7,30.1,30.0,0,0,100,
14,0116,3/14/2022 8:13:39 AM ,3507,20.905,20.776,0.129,0.1,2809,0.053,0.161,0.108,0.1,0.801,16.8,0.902,75.00,STABLE / OPEN,0.00,0.09,0.000,0.535,95,4,4425,285,0,0,0.0,0.0,32.6,30.8,30.6,30.0,0,0,100,
15,0116,3/14/2022 8:19:19 AM ,3496,20.905,20.776,0.129,0.1,2828,0.052,0.161,0.109,0.1,0.809,16.8,0.902,75.00,STABLE / OPEN,0.00,0.09,0.000,0.535,450,245,1365,488,24,0,0.0,0.0,32.9,30.6,30.6,30.0,0,0,100,
16,0116,3/14/2022 8:24:59 AM ,3902,20.905,20.759,0.145,0.1,3315,0.052,0.180,0.127,0.1,0.849,19.0,0.902,75.00,STABLE / OPEN,0.00,0.09,0.059,0.594,313,167,822,445,198,0,0.0,0.0,32.7,30.5,30.3,30.0,0,0,100,
17,0116,3/14/2022 8:30:39 AM ,3685,20.905,20.768,0.137,0.1,3098,0.052,0.171,0.119,0.1,0.841,17.9,0.901,75.00,STABLE / OPEN,0.00,0.09,0.000,0.594,757,238,755,445,9,0,0.0,0.0,32.3,30.6,30.1,30.0,0,0,100,
18,0116,3/14/2022 8:36:19 AM ,3604,20.905,20.771,0.133,0.1,2973,0.052,0.166,0.114,0.1,0.825,17.4,0.902,75.00,UNSTABLE / OPEN,0.00,0.09,0.051,0.645,364,192,974,462,79,0,0.0,0.0,32.4,30.7,30.3,30.0,0,0,100,
19,0116,3/14/2022 8:41:59 AM ,3548,20.905,20.774,0.131,0.1,2882,0.052,0.162,0.111,0.1,0.812,17.1,0.902,75.00,STABLE / OPEN,0.00,0.09,0.000,0.645,341,139,813,289,26,0,0.0,0.0,32.8,30.7,30.7,30.0,0,0,100,
20,0116,3/14/2022 8:47:39 AM ,3329,20.905,20.783,0.122,0.1,2616,0.053,0.153,0.101,0.1,0.786,15.9,0.902,75.00,STABLE / OPEN,0.00,0.09,0.000,0.645,350,3,316,39,0,0,0.0,0.0,33.2,30.6,30.5,30.0,0,0,100,
21,0116,3/14/2022 8:53:19 AM ,3154,20.905,20.789,0.116,0.2,2540,0.050,0.148,0.098,0.1,0.806,15.2,0.902,75.00,STABLE / OPEN,0.00,0.09,0.000,0.645,158,45,311,62,1,0,0.0,0.0,32.8,30.6,30.3,30.0,0,0,100,
22,0116,3/14/2022 8:58:59 AM ,2653,20.905,20.808,0.097,0.2,2044,0.052,0.130,0.079,0.1,0.770,12.6,0.902,75.00,STABLE / OPEN,0.00,0.09,0.000,0.645,8,0,78,0,0,0,0.0,0.0,32.1,30.6,30.1,30.0,0,0,100,
23,0116,3/14/2022 9:04:39 AM ,2352,20.905,20.819,0.086,0.2,1750,0.052,0.119,0.067,0.1,0.744,11.1,0.902,75.00,STABLE / OPEN,0.00,0.09,0.000,0.645,3,0,6,1,0,0,0.0,0.0,31.7,30.7,30.5,30.0,0,0,100,
24,0116,3/14/2022 9:10:19 AM ,2293,20.905,20.821,0.084,0.2,1798,0.051,0.121,0.069,0.1,0.784,11.0,0.901,75.00,STABLE / OPEN,0.03,0.12,0.000,0.645,130,57,420,204,20,0,0.0,0.0,31.8,30.6,30.6,30.0,0,0,100,
25,0116,3/14/2022 9:15:59 AM ,2095,20.905,20.829,0.076,0.2,1572,0.052,0.112,0.060,0.1,0.751,9.9,0.903,75.00,STABLE / OPEN,0.00,0.12,0.000,0.645,0,0,4,0,0,0,0.0,0.0,31.5,30.6,30.4,30.0,0,0,100,
26,0116,3/14/2022 9:21:39 AM ,1930,20.905,20.834,0.070,0.2,1469,0.051,0.107,0.056,0.1,0.761,9.2,0.902,75.00,STABLE / OPEN,0.00,0.12,0.000,0.645,0,0,508,0,0,0,0.0,0.0,31.1,30.6,30.2,30.0,0,0,100,
27,0116,3/14/2022 9:27:19 AM ,1861,20.905,20.837,0.068,0.2,1384,0.050,0.104,0.053,0.1,0.744,8.8,0.901,75.00,STABLE / OPEN,0.00,0.12,0.000,0.645,0,0,739,1,0,0,0.0,0.0,30.8,30.7,30.2,30.0,0,0,100,
28,0116,3/14/2022 9:32:59 AM ,1862,20.905,20.836,0.069,0.2,1550,0.051,0.110,0.060,0.1,0.832,9.0,0.901,75.00,STABLE / OPEN,0.17,0.28,0.000,0.645,17,0,38,2,0,0,0.0,0.0,30.8,30.7,30.7,30.0,0,0,100,
29,0116,3/14/2022 9:38:39 AM ,1816,20.905,20.838,0.067,0.2,1420,0.051,0.106,0.055,0.1,0.782,8.7,0.901,75.00,STABLE / OPEN,0.00,0.28,0.178,0.823,0,0,22,3,0,0,0.0,0.0,30.6,30.5,30.5,30.0,0,0,100,
30,0116,3/14/2022 9:44:19 AM ,1745,20.905,20.840,0.065,0.2,1435,0.049,0.104,0.055,0.1,0.822,8.4,0.900,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,0,0,0,0,0,0,0.0,0.0,30.5,30.5,30.3,30.0,0,0,100,
31,0116,3/14/2022 9:49:59 AM ,1687,20.905,20.843,0.062,0.2,1299,0.050,0.100,0.050,0.2,0.770,8.0,0.903,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,183,0,29,0,0,0,0.0,0.0,30.3,30.6,30.1,30.0,0,0,100,
32,0116,3/14/2022 9:55:39 AM ,1561,20.905,20.847,0.058,0.2,1292,0.049,0.099,0.050,0.2,0.828,7.5,0.901,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,0,0,122,0,0,0,0.0,0.0,30.1,30.8,30.4,30.0,0,0,100,
33,0116,3/14/2022 10:01:19 AM ,1739,20.905,20.842,0.063,0.2,1295,0.051,0.100,0.050,0.2,0.745,8.2,0.902,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,0,0,3,1,0,0,0.0,0.0,30.1,30.7,30.7,30.0,0,0,100,
34,0116,3/14/2022 10:06:59 AM ,1559,20.905,20.847,0.058,0.2,1292,0.050,0.099,0.050,0.2,0.829,7.5,0.901,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,0,0,0,0,0,0,0.0,0.0,30.0,30.5,30.5,30.0,0,0,100,
35,0116,3/14/2022 10:12:39 AM ,1604,20.905,20.846,0.059,0.2,1222,0.051,0.098,0.047,0.2,0.762,7.6,0.902,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,0,0,0,0,0,0,0.0,0.0,30.0,30.5,30.2,30.0,0,0,100,
36,0116,3/14/2022 10:18:19 AM ,1516,20.905,20.849,0.056,0.2,1194,0.050,0.096,0.046,0.2,0.788,7.3,0.900,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,0,0,0,0,0,0,0.0,0.0,29.7,30.7,30.1,30.0,0,0,100,
37,0116,3/14/2022 10:23:59 AM ,1494,20.905,20.850,0.055,0.2,1207,0.050,0.096,0.046,0.2,0.808,7.2,0.902,75.00,STABLE / OPEN,0.00,0.28,0.000,0.823,738,0,115,5,0,0,0.0,0.0,29.6,30.7,30.5,30.0,0,0,100,
38,0116,3/14/2022 10:29:39 AM ,1551,20.905,20.848,0.057,0.2,1199,0.050,0.096,0.046,0.2,0.773,7.4,0.901,75.00,STABLE / OPEN,0.00,0.28,0.077,0.900,1,0,91,1,0,0,0.0,0.0,29.6,30.6,30.6,30.0,0,0,100,
39,0116,3/14/2022 10:35:19 AM ,1583,20.905,20.847,0.058,0.2,1185,0.049,0.095,0.046,0.2,0.749,7.5,0.902,75.00,STABLE / OPEN,0.00,0.28,0.000,0.900,0,0,11,3,0,0,0.0,0.0,29.6,30.6,30.4,30.0,0,0,100,
40,0116,3/14/2022 10:40:59 AM ,1446,20.905,20.851,0.053,0.2,1170,0.049,0.094,0.045,0.2,0.809,7.0,0.900,75.00,STABLE / OPEN,0.00,0.28,0.000,0.900,0,0,44,1,0,0,0.0,0.0,29.5,30.6,30.1,30.0,0,0,100,
41,0116,3/14/2022 10:46:39 AM ,1751,20.905,20.841,0.064,0.2,1333,0.051,0.102,0.051,0.2,0.761,8.3,0.903,75.00,STABLE / OPEN,0.00,0.28,0.000,0.900,1,1,158,10,0,0,0.0,0.0,29.5,30.7,30.4,30.0,0,0,100,
42,0116,3/14/2022 10:52:19 AM ,2259,20.905,20.822,0.083,0.2,1779,0.050,0.118,0.069,0.2,0.788,10.8,0.899,75.00,STABLE / OPEN,0.00,0.28,0.000,0.900,0,0,211,13,0,0,0.0,0.0,29.7,30.6,30.6,30.0,0,0,100,
43,0116,3/14/2022 10:57:59 AM ,2676,20.905,20.807,0.098,0.2,2026,0.050,0.128,0.078,0.2,0.757,12.7,0.902,75.00,UNSTABLE / OPEN,0.39,0.68,0.000,0.900,93,64,391,124,12,0,0.0,0.0,29.9,30.5,30.4,30.0,0,0,100,
44,0116,3/14/2022 11:03:39 AM ,2268,20.905,20.822,0.083,0.2,1698,0.051,0.116,0.065,0.2,0.749,10.7,0.900,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,0,0,10,0,0,0,0.0,0.0,29.5,30.6,30.1,30.0,0,0,100,
45,0116,3/14/2022 11:09:19 AM ,1990,20.905,20.832,0.073,0.2,1520,0.050,0.108,0.058,0.2,0.764,9.5,0.902,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,0,0,572,0,0,0,0.0,0.0,29.2,30.7,30.3,30.0,0,0,100,
46,0116,3/14/2022 11:14:59 AM ,1750,20.905,20.840,0.065,0.2,1427,0.050,0.105,0.055,0.2,0.815,8.4,0.900,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,0,0,612,0,0,0,0.0,0.0,29.1,30.7,30.6,30.0,0,0,100,
47,0116,3/14/2022 11:20:39 AM ,1672,20.905,20.843,0.061,0.2,1321,0.050,0.101,0.051,0.2,0.790,8.0,0.902,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,0,0,43,1,0,0,0.0,0.0,29.1,30.6,30.5,30.0,0,0,100,
48,0116,3/14/2022 11:26:19 AM ,1583,20.905,20.846,0.059,0.3,1274,0.050,0.099,0.049,0.2,0.805,7.6,0.900,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,0,0,229,1,0,0,0.0,0.0,29.0,30.6,30.3,30.0,0,0,100,
49,0116,3/14/2022 11:31:59 AM ,1555,20.905,20.847,0.058,0.3,1291,0.050,0.100,0.050,0.2,0.830,7.5,0.901,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,0,0,161,12,0,0,0.0,0.0,28.9,30.6,30.0,30.0,0,0,100,
50,0116,3/14/2022 11:37:39 AM ,1556,20.905,20.847,0.058,0.3,1258,0.050,0.099,0.048,0.2,0.809,7.5,0.900,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,0,0,0,0,0,0,0.0,0.0,28.7,30.7,30.4,30.0,0,0,100,
51,0116,3/14/2022 11:43:19 AM ,1533,20.905,20.848,0.056,0.3,1220,0.050,0.097,0.047,0.2,0.796,7.3,0.901,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,127,0,167,4,0,0,0.0,0.0,28.8,30.6,30.6,30.0,0,0,100,
52,0116,3/14/2022 11:48:59 AM ,1549,20.905,20.847,0.058,0.3,1323,0.049,0.100,0.051,0.2,0.854,7.5,0.900,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,5,0,25,12,0,0,0.0,0.0,28.8,30.5,30.4,30.0,0,0,100,
53,0116,3/14/2022 11:54:39 AM ,1564,20.905,20.847,0.058,0.3,1235,0.050,0.097,0.048,0.2,0.789,7.5,0.901,75.00,STABLE / OPEN,0.00,0.68,0.000,0.900,322,0,0,0,0,0,0.0,0.0,28.7,30.6,30.1,30.0,0,0,100,
