Oxymax CSV File 

CSV Generation Date,3/28/2022 10:07:46 AM 
Experiment Started,3/27/2022 7:55:00 AM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-27 B6 Temp Decline 5C.CDTA

Group/Cage,0113
O2 Calibration Date,3/27/2022 7:06:03 AM
CO2 Calibration Date,3/28/2022 8:47:10 AM
Subject ID,16-3 F
Subject Mass (G), 22.8 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0113,3/27/2022 7:59:44 AM ,19764,20.909,20.087,0.822,0.0,17876,0.056,0.814,0.758,0.0,0.905,97.4,0.896,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,489,153,625,273,28,0.0,0.0,0.0,56.7,11.8,11.1,5.0,0,0,100,
2,0113,3/27/2022 8:05:24 AM ,13980,20.909,20.330,0.579,0.0,12206,0.062,0.581,0.519,0.0,0.873,68.4,0.893,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,650,40,635,54,0,0.0,0.0,0.0,56.3,11.7,10.0,5.0,0,0,100,
3,0113,3/27/2022 8:11:04 AM ,10359,20.909,20.480,0.429,0.1,8968,0.061,0.443,0.382,0.1,0.866,50.6,0.892,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,119,4,222,29,0,0.0,0.0,0.0,55.9,11.4,9.1,5.0,0,0,100,
4,0113,3/27/2022 8:16:44 AM ,8676,20.909,20.551,0.358,0.1,7319,0.060,0.372,0.312,0.1,0.844,42.1,0.891,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,178,19,422,117,78,0.0,0.0,0.0,56.3,11.0,8.5,5.0,0,0,100,
5,0113,3/27/2022 8:22:24 AM ,7966,20.909,20.582,0.327,0.1,6577,0.059,0.339,0.280,0.1,0.826,38.5,0.893,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,80,19,308,52,52,0.0,0.0,0.0,56.6,10.5,8.0,5.0,0,0,100,
6,0113,3/27/2022 8:28:04 AM ,7112,20.909,20.617,0.291,0.1,5860,0.058,0.307,0.249,0.1,0.824,34.4,0.893,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,81,28,1242,54,0,0.0,0.0,0.0,56.7,10.1,7.5,5.0,0,0,100,
7,0113,3/27/2022 8:33:44 AM ,6533,20.909,20.641,0.267,0.1,5282,0.059,0.284,0.225,0.1,0.809,31.4,0.892,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,1199,0,62,0,0,0.0,0.0,0.0,56.6,9.6,7.0,5.0,0,0,100,
