Oxymax CSV File 

CSV Generation Date,3/28/2022 10:07:41 AM 
Experiment Started,3/27/2022 7:55:00 AM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-27 B6 Temp Decline 5C.CDTA

Group/Cage,0106
O2 Calibration Date,3/27/2022 7:06:03 AM
CO2 Calibration Date,3/28/2022 8:47:10 AM
Subject ID,8-3 M
Subject Mass (G), 25.1 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0106,3/27/2022 7:57:24 AM ,18914,20.909,20.055,0.853,0.0,16952,0.056,0.838,0.782,0.0,0.896,93.0,0.907,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,0,0,0,0.0,0.0,0.0,63.6,9.3,12.1,5.0,0,0,100,
2,0106,3/27/2022 8:03:04 AM ,12721,20.909,20.337,0.572,0.0,11089,0.062,0.574,0.512,0.0,0.872,62.2,0.906,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,0,0,0,0.0,0.0,0.0,62.8,9.2,10.4,5.0,0,0,100,
3,0106,3/27/2022 8:08:44 AM ,9413,20.909,20.486,0.423,0.1,8042,0.061,0.433,0.373,0.1,0.854,45.8,0.903,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,0,0,0,0.0,0.0,0.0,63.3,8.8,9.5,5.0,0,0,100,
4,0106,3/27/2022 8:14:24 AM ,7668,20.909,20.565,0.343,0.1,6400,0.060,0.357,0.297,0.1,0.835,37.1,0.902,74.99,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,6,1,0,0.0,0.0,0.0,63.4,8.2,8.8,5.0,0,0,100,
5,0106,3/27/2022 8:20:04 AM ,6849,20.909,20.604,0.304,0.1,5629,0.059,0.319,0.260,0.1,0.822,33.1,0.907,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,6,0,42,5,0,0.0,0.0,0.0,64.3,7.6,8.2,5.0,0,0,100,
6,0106,3/27/2022 8:25:44 AM ,6278,20.909,20.629,0.279,0.1,5171,0.058,0.297,0.239,0.1,0.824,30.3,0.905,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,10,3,0,0.0,0.0,0.0,64.7,7.1,7.7,5.0,0,0,100,
7,0106,3/27/2022 8:31:24 AM ,7110,20.909,20.594,0.315,0.1,5724,0.059,0.324,0.264,0.1,0.805,34.2,0.906,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,60,34,248,98,63,0.0,0.0,0.0,66.0,6.7,7.2,5.0,0,0,100,
