Oxymax CSV File 

CSV Generation Date,10/10/2022 8:56:50 AM 
Experiment Started,7/25/2022 5:14:01 PM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-07-25 Taku HFD MC903 IL4ra KO vs WT.CDTA

Group/Cage,0116
O2 Calibration Date,9/19/2022 8:09:00 AM
CO2 Calibration Date,9/19/2022 8:09:00 AM
Subject ID,KO ETOH4
Subject Mass (G), 27.5 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0116,7/25/2022 5:19:44 PM ,10388,20.921,20.417,0.505,0.0,8238,0.061,0.480,0.418,0.0,0.793,49.8,0.903,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,767,381,1644,1003,93,0.0,0.0,0.0,39.9,22.3,22.5,22.2,0,0,100,
2,0116,7/25/2022 5:25:24 PM ,7963,20.921,20.535,0.386,0.0,6214,0.066,0.381,0.316,0.0,0.780,38.0,0.902,75.00,STABLE / OPEN,0.05,0.05,0.000,0.000,593,314,1225,699,26,0.0,0.0,0.0,40.0,22.4,22.5,22.2,0,0,100,
3,0116,7/25/2022 5:31:04 PM ,6680,20.921,20.598,0.323,0.0,5156,0.064,0.327,0.262,0.0,0.772,31.8,0.901,75.00,UNSTABLE / OPEN,0.14,0.19,0.000,0.000,559,256,1310,665,68,0.0,0.0,0.0,40.3,22.3,22.4,22.2,0,0,100,
4,0116,7/25/2022 5:36:44 PM ,5949,20.921,20.634,0.288,0.1,4552,0.061,0.292,0.231,0.0,0.765,28.3,0.902,75.00,UNSTABLE / OPEN,0.00,0.19,0.040,0.040,644,296,1159,676,37,0.0,0.0,0.0,40.6,22.3,22.3,22.2,0,0,100,
5,0116,7/25/2022 5:42:24 PM ,5588,20.921,20.652,0.270,0.1,4246,0.059,0.275,0.216,0.1,0.760,26.5,0.902,75.00,STABLE / OPEN,0.00,0.19,0.032,0.072,512,282,1106,633,13,0.0,0.0,0.0,40.4,22.4,22.4,22.2,0,0,100,
6,0116,7/25/2022 5:48:04 PM ,5360,20.921,20.663,0.258,0.1,4061,0.058,0.264,0.206,0.1,0.758,25.4,0.903,75.00,UNSTABLE / OPEN,0.00,0.19,0.000,0.072,454,243,845,422,40,0.0,0.0,0.0,40.5,22.4,22.4,22.2,0,0,100,
7,0116,7/25/2022 5:53:44 PM ,4787,20.921,20.693,0.228,0.1,3389,0.057,0.229,0.172,0.1,0.708,22.4,0.902,75.00,UNSTABLE / OPEN,0.00,0.19,0.000,0.072,165,84,5715,551,6,0.0,0.0,0.0,40.4,22.5,22.5,22.2,0,0,100,
