Oxymax CSV File 

CSV Generation Date,3/28/2022 10:06:18 AM 
Experiment Started,3/26/2022 7:20:17 AM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-26 B6 Temp Decline 10C.CDTA

Group/Cage,0114
O2 Calibration Date,3/27/2022 7:06:03 AM
CO2 Calibration Date,3/28/2022 8:47:10 AM
Subject ID,
Subject Mass (G), 19.1 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0114,3/26/2022 7:25:19 AM ,6368,20.902,20.683,0.219,0.0,5648,0.063,0.262,0.199,0.0,0.887,31.3,0.904,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,192,75,442,202,19,0.0,0.0,0.0,47.2,16.3,13.2,10.0,0,0,100,
2,0114,3/26/2022 7:30:59 AM ,5974,20.902,20.699,0.203,0.0,5004,0.063,0.239,0.176,0.0,0.838,29.0,0.904,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,7,0,215,46,0,0.0,0.0,0.0,47.1,15.9,12.4,10.0,0,0,100,
3,0114,3/26/2022 7:36:39 AM ,5743,20.902,20.708,0.194,0.0,4566,0.063,0.224,0.161,0.0,0.795,27.5,0.904,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,0,0,351,42,0,0.0,0.0,0.0,47.1,15.4,13.0,10.0,0,0,100,
4,0114,3/26/2022 7:42:19 AM ,6526,20.902,20.682,0.220,0.0,5264,0.062,0.248,0.185,0.0,0.807,31.4,0.904,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,372,45,364,95,187,0.0,0.0,0.0,48.1,14.8,11.1,10.0,0,0,100,
5,0114,3/26/2022 7:47:59 AM ,7085,20.902,20.662,0.240,0.0,5784,0.061,0.265,0.204,0.0,0.816,34.2,0.904,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,305,66,477,228,84,0.0,0.0,0.0,48.4,14.3,10.5,10.0,0,0,100,
6,0114,3/26/2022 7:53:39 AM ,7122,20.902,20.659,0.243,0.1,6055,0.060,0.273,0.213,0.0,0.850,34.6,0.905,75.00,STABLE / OPEN,0.06,0.06,0.000,0.000,297,150,789,512,2,0.0,0.0,0.0,48.5,13.8,10.8,10.0,0,0,100,
7,0114,3/26/2022 7:59:19 AM ,6855,20.902,20.668,0.234,0.1,5841,0.060,0.265,0.206,0.1,0.852,33.3,0.904,75.00,STABLE / OPEN,0.00,0.06,0.000,0.000,125,30,367,128,8,0.0,0.0,0.0,48.3,13.3,10.3,10.0,0,0,100,
