Oxymax CSV File 

CSV Generation Date,3/28/2022 10:06:16 AM 
Experiment Started,3/26/2022 7:20:17 AM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-26 B6 Temp Decline 10C.CDTA

Group/Cage,0111
O2 Calibration Date,3/27/2022 7:06:03 AM
CO2 Calibration Date,3/28/2022 8:47:10 AM
Subject ID,
Subject Mass (G), 20.4 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0111,3/26/2022 7:24:19 AM ,6165,20.902,20.674,0.228,0.0,5220,0.063,0.262,0.199,0.0,0.847,30.0,0.891,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,52,43,99,44,5,0.0,0.0,0.0,47.4,16.8,13.4,10.0,0,0,100,
2,0111,3/26/2022 7:29:59 AM ,5554,20.902,20.699,0.203,0.0,4445,0.063,0.233,0.170,0.0,0.800,26.7,0.891,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,1,0,13,0,0,0.0,0.0,0.0,47.4,16.3,12.5,10.0,0,0,100,
3,0111,3/26/2022 7:35:39 AM ,5141,20.902,20.715,0.187,0.0,4002,0.063,0.216,0.153,0.0,0.778,24.5,0.890,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,11,0,33,0,0,0.0,0.0,0.0,47.6,15.8,11.8,10.0,0,0,100,
4,0111,3/26/2022 7:41:19 AM ,5951,20.902,20.685,0.217,0.0,4688,0.062,0.242,0.179,0.0,0.788,28.5,0.890,75.00,UNSTABLE / OPEN,0.00,0.00,0.000,0.000,215,53,328,99,57,0.0,0.0,0.0,48.7,15.3,11.3,10.0,0,0,100,
5,0111,3/26/2022 7:46:59 AM ,6089,20.902,20.680,0.222,0.0,4789,0.061,0.244,0.183,0.0,0.787,29.1,0.891,75.00,STABLE / OPEN,0.08,0.08,0.000,0.000,329,107,367,187,46,0.0,0.0,0.0,49.5,14.8,10.6,10.0,0,0,100,
6,0111,3/26/2022 7:52:39 AM ,5459,20.902,20.703,0.199,0.1,4219,0.060,0.221,0.161,0.0,0.773,26.0,0.890,75.00,STABLE / OPEN,0.00,0.08,0.000,0.000,5,0,229,6,0,0.0,0.0,0.0,49.3,14.2,10.7,10.0,0,0,100,
7,0111,3/26/2022 7:58:19 AM ,4942,20.902,20.723,0.179,0.1,3779,0.060,0.204,0.144,0.1,0.765,23.5,0.890,75.00,STABLE / OPEN,0.00,0.08,0.000,0.000,0,0,51,3,0,0.0,0.0,0.0,49.2,13.8,10.2,10.0,0,0,100,
