Oxymax CSV File 

CSV Generation Date,3/28/2022 10:06:20 AM 
Experiment Started,3/26/2022 7:20:17 AM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-26 B6 Temp Decline 10C.CDTA

Group/Cage,0116
O2 Calibration Date,3/27/2022 7:06:03 AM
CO2 Calibration Date,3/28/2022 8:47:10 AM
Subject ID,
Subject Mass (G), 23.1 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0116,3/26/2022 7:25:59 AM ,1765,20.902,20.829,0.073,0.0,1549,0.063,0.129,0.066,0.0,0.878,8.6,0.902,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,274,82,1344,631,4,0.0,0.0,0.0,51.8,13.5,13.1,10.0,0,0,100,
2,0116,3/26/2022 7:31:39 AM ,1890,20.902,20.824,0.078,0.0,1534,0.063,0.129,0.066,0.0,0.812,9.1,0.902,75.00,STABLE / OPEN,0.12,0.12,0.000,0.000,251,32,613,125,159,0.0,0.0,0.0,54.3,12.5,12.3,10.0,0,0,100,
3,0116,3/26/2022 7:37:19 AM ,2251,20.902,20.809,0.093,0.0,1851,0.063,0.142,0.079,0.0,0.822,10.9,0.901,75.00,STABLE / OPEN,0.00,0.12,0.000,0.000,252,51,788,237,0,0.0,0.0,0.0,56.0,11.6,12.7,10.0,0,0,100,
4,0116,3/26/2022 7:42:59 AM ,3809,20.902,20.747,0.155,0.0,2962,0.062,0.189,0.126,0.0,0.778,18.2,0.902,75.00,STABLE / OPEN,0.05,0.17,0.000,0.000,40,0,68,1,0,0.0,0.0,0.0,58.3,10.9,11.1,10.0,0,0,100,
5,0116,3/26/2022 7:48:39 AM ,4339,20.902,20.724,0.178,0.0,3470,0.061,0.209,0.148,0.0,0.800,20.8,0.901,75.00,STABLE / OPEN,0.00,0.17,0.000,0.000,62,32,146,60,4,0.0,0.0,0.0,58.8,10.2,10.4,10.0,0,0,100,
6,0116,3/26/2022 7:54:19 AM ,4625,20.902,20.713,0.189,0.0,3662,0.060,0.216,0.156,0.0,0.792,22.2,0.902,75.00,STABLE / OPEN,0.00,0.17,0.000,0.000,22,0,12,0,0,0.0,0.0,0.0,58.4,10.0,10.7,10.0,0,0,100,
7,0116,3/26/2022 7:59:59 AM ,4778,20.902,20.708,0.194,0.0,3688,0.060,0.217,0.157,0.0,0.772,22.8,0.903,75.00,STABLE / OPEN,0.00,0.17,0.000,0.000,0,0,42,0,0,0.0,0.0,0.0,57.6,9.8,10.5,10.0,0,0,100,
