Oxymax CSV File 

CSV Generation Date,3/28/2022 10:06:15 AM 
Experiment Started,3/26/2022 7:20:17 AM
Data Filename,C:\Users\jonbr\Documents\Brestoff Lab\2022-03-26 B6 Temp Decline 10C.CDTA

Group/Cage,0110
O2 Calibration Date,3/27/2022 7:06:03 AM
CO2 Calibration Date,3/28/2022 8:47:10 AM
Subject ID,
Subject Mass (G), 21.2 

Reference Settle Time (s), 18 
Reference Measure Time (s), 2 
Cage Settle Time (s), 18 
Cage Measure Time (s), 2 
Reference Method,EVRYNN=16
Heat Calculation Method,STD_1


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,PRESSURE,STATUS1,FEED1,FEED1 ACC,DRINK1,DRINK1 ACC,XTOT,XAMB,YTOT,YAMB,ZTOT,TEMP,RH SAMP,RH REF,RH Cage,TEMP Cage,ENCLOSURE TEMP,ENCLOSURE SETPOINT,LED HUE,LED SATURATION,LED LIGHTNESS,
#,,,ml/kg/hr,%,%,,l,ml/kg/hr,%,%,,l,,kcal/kg/hr,LPM,kPa,,GRAMS,GRAMS,GRAMS,GRAMS,COUNTS,COUNTS,COUNTS,COUNTS,COUNTS,degC,%,%,%,degC,degC,degC,,%,%,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0110,3/26/2022 7:23:59 AM ,5776,20.902,20.682,0.220,0.0,4812,0.063,0.253,0.190,0.0,0.833,28.0,0.895,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,118,0,0,0.0,0.0,0.0,49.4,15.1,13.4,10.0,0,0,100,
2,0110,3/26/2022 7:29:39 AM ,5481,20.902,20.696,0.206,0.0,4294,0.063,0.233,0.169,0.0,0.783,26.2,0.896,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,1,0,235,29,0,0.0,0.0,0.0,49.4,14.6,12.6,10.0,0,0,100,
3,0110,3/26/2022 7:35:19 AM ,5387,20.902,20.700,0.202,0.0,4095,0.063,0.225,0.162,0.0,0.760,25.6,0.894,75.00,STABLE / OPEN,0.00,0.00,0.000,0.000,0,0,69,0,0,0.0,0.0,0.0,49.3,14.1,11.8,10.0,0,0,100,
4,0110,3/26/2022 7:40:59 AM ,5579,20.902,20.692,0.210,0.0,4308,0.062,0.232,0.170,0.0,0.772,26.6,0.896,75.00,STABLE / OPEN,0.00,0.00,0.035,0.035,47,28,198,70,0,0.0,0.0,0.0,49.6,13.5,11.4,10.0,0,0,100,
5,0110,3/26/2022 7:46:39 AM ,5319,20.902,20.703,0.199,0.0,3968,0.061,0.218,0.157,0.0,0.746,25.2,0.896,75.00,STABLE / OPEN,0.00,0.00,0.000,0.035,0,0,1,1,0,0.0,0.0,0.0,49.5,12.9,10.6,10.0,0,0,100,
6,0110,3/26/2022 7:52:19 AM ,5205,20.902,20.708,0.194,0.1,3833,0.060,0.211,0.151,0.0,0.736,24.6,0.896,75.00,STABLE / OPEN,0.00,0.00,0.000,0.035,352,0,18,0,0,0.0,0.0,0.0,49.5,12.4,10.6,10.0,0,0,100,
7,0110,3/26/2022 7:57:59 AM ,5647,20.902,20.691,0.211,0.1,4190,0.060,0.225,0.165,0.1,0.742,26.7,0.895,75.00,STABLE / OPEN,0.00,0.00,0.000,0.035,70,5,240,12,0,0.0,0.0,0.0,49.6,12.0,10.3,10.0,0,0,100,
